County,Year,unique_col,County_,Pollutant_,Year_,Daily Max 1-hour SO2 Concentration_mean,Daily Max 1-hour SO2 Concentration_median,Daily Max 1-hour SO2 Concentration_<lambda_0>,Daily Max 1-hour SO2 Concentration_<lambda_1>,Daily Max 1-hour SO2 Concentration_<lambda_2>,Daily Max 8-hour Ozone Concentration_mean,Daily Max 8-hour Ozone Concentration_median,Daily Max 8-hour Ozone Concentration_<lambda_0>,Daily Max 8-hour Ozone Concentration_<lambda_1>,Daily Max 8-hour Ozone Concentration_<lambda_2>,Daily Max 8-hour CO Concentration_mean,Daily Max 8-hour CO Concentration_median,Daily Max 8-hour CO Concentration_<lambda_0>,Daily Max 8-hour CO Concentration_<lambda_1>,Daily Max 8-hour CO Concentration_<lambda_2>,Daily Mean PM2.5 Concentration_mean,Daily Mean PM2.5 Concentration_median,Daily Mean PM2.5 Concentration_<lambda_0>,Daily Mean PM2.5 Concentration_<lambda_1>,Daily Mean PM2.5 Concentration_<lambda_2>,Daily Mean PM10 Concentration_mean,Daily Mean PM10 Concentration_median,Daily Mean PM10 Concentration_<lambda_0>,Daily Mean PM10 Concentration_<lambda_1>,Daily Mean PM10 Concentration_<lambda_2>
Berkeley,2022,Berkeley_2022,Berkeley,Ozone,2022.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0385826086956521,0.039,0.034,0.039,0.044,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,2022,Berkeley_2022,Berkeley,PM25,2022.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,8.177310924369747,7.6,4.9,7.6,10.25,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,2023,Berkeley_2023,Berkeley,Ozone,2023.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0448223140495867,0.045,0.039,0.045,0.051,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,2023,Berkeley_2023,Berkeley,PM25,2023.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,10.314423076923076,8.350000000000001,5.55,8.350000000000001,10.925,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,2024,Berkeley_2024,Berkeley,Ozone,2024.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0437183673469387,0.045,0.037,0.045,0.051,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,2024,Berkeley_2024,Berkeley,PM25,2024.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.463953488372093,6.75,4.2,6.75,9.25,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Boone,2018,Boone_2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone,2019,Boone_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone,2020,Boone_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone,2021,Boone_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone,2022,Boone_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone,2023,Boone_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone,2024,Boone_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton,2018,Braxton_2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton,2019,Braxton_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton,2020,Braxton_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton,2021,Braxton_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton,2022,Braxton_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton,2023,Braxton_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton,2024,Braxton_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooke,2018,Brooke_2018,Brooke,PM10,2018.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.297222222222222,13.0,9.0,13.0,20.0
Brooke,2018,Brooke_2018,Brooke,PM25,2018.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,8.687640449438202,7.8,5.5,7.8,11.05,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2018,Brooke_2018,Brooke,SO2,2018.0,5.72184065934066,4.0,2.0,4.0,7.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2019,Brooke_2019,Brooke,PM10,2019.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158819,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,16.11173184357542,15.0,10.0,15.0,20.0
Brooke,2019,Brooke_2019,Brooke,PM25,2019.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,9.513257575757576,9.0,6.375,9.0,11.3,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2019,Brooke_2019,Brooke,SO2,2019.0,6.873498233215548,4.0,2.0,4.0,9.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2020,Brooke_2020,Brooke,PM10,2020.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,14.628415300546449,13.0,9.0,13.0,19.0
Brooke,2020,Brooke_2020,Brooke,PM25,2020.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.872932330827067,7.4,5.5,7.4,9.5,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2020,Brooke_2020,Brooke,SO2,2020.0,6.094729344729345,4.0,2.0,4.0,8.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2021,Brooke_2021,Brooke,PM10,2021.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,17.477900552486187,15.0,10.0,15.0,23.0
Brooke,2021,Brooke_2021,Brooke,PM25,2021.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,9.347876447876448,8.5,5.7,8.5,11.8,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2021,Brooke_2021,Brooke,SO2,2021.0,9.127376425855513,6.0,3.0,6.0,11.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158819,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2022,Brooke_2022,Brooke,PM10,2022.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.672176308539944,15.0,12.0,15.0,19.0
Brooke,2022,Brooke_2022,Brooke,PM25,2022.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.44037037037037,6.9,4.9,6.9,9.375,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2022,Brooke_2022,Brooke,SO2,2022.0,5.097287184284378,3.0,2.0,3.0,7.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158817,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2023,Brooke_2023,Brooke,PM10,2023.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,18.73961218836565,16.0,11.0,16.0,22.0
Brooke,2023,Brooke_2023,Brooke,PM25,2023.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,9.147081712062258,6.9,4.9,6.9,10.2,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2023,Brooke_2023,Brooke,SO2,2023.0,4.450139794967381,2.0,1.0,2.0,6.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158817,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2024,Brooke_2024,Brooke,PM10,2024.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158819,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,14.766423357664234,13.5,10.0,13.5,19.0
Brooke,2024,Brooke_2024,Brooke,PM25,2024.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,6.89395218002813,6.3,4.4,6.3,8.850000000000001,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,2024,Brooke_2024,Brooke,SO2,2024.0,5.550274223034735,3.0,2.0,3.0,6.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2018,Cabell_2018,Cabell,Ozone,2018.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0402540983606557,0.04,0.034,0.04,0.047,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2018,Cabell_2018,Cabell,PM25,2018.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.904861111111111,6.95,5.175,6.95,9.5,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2019,Cabell_2019,Cabell,Ozone,2019.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0415945945945945,0.0424999999999999,0.036,0.0424999999999999,0.048,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2019,Cabell_2019,Cabell,PM25,2019.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.0834532374100725,6.7,4.7,6.7,9.35,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2020,Cabell_2020,Cabell,Ozone,2020.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0380947867298578,0.039,0.0315,0.039,0.045,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158819,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2020,Cabell_2020,Cabell,PM25,2020.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,6.832679738562092,6.2,4.5,6.2,8.4,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2021,Cabell_2021,Cabell,Ozone,2021.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0400194174757281,0.04,0.034,0.04,0.046,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2021,Cabell_2021,Cabell,PM25,2021.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.896621621621622,6.9,4.8,6.9,9.725,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2022,Cabell_2022,Cabell,Ozone,2022.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0404976076555023,0.04,0.035,0.04,0.045,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2022,Cabell_2022,Cabell,PM25,2022.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,6.900671140939598,6.4,4.7,6.4,8.1,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2023,Cabell_2023,Cabell,Ozone,2023.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0452683982683982,0.046,0.04,0.046,0.051,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2023,Cabell_2023,Cabell,PM25,2023.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,8.521854304635761,7.1,5.1,7.1,9.5,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2024,Cabell_2024,Cabell,Ozone,2024.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0443795918367346,0.045,0.038,0.045,0.051,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,2024,Cabell_2024,Cabell,PM25,2024.0,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.165271966527197,6.55,4.7,6.55,9.0,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Calhoun,2018,Calhoun_2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun,2019,Calhoun_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun,2020,Calhoun_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun,2021,Calhoun_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun,2022,Calhoun_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun,2023,Calhoun_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun,2024,Calhoun_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,2018,Clay_2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,2019,Clay_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,2020,Clay_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,2021,Clay_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,2022,Clay_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,2023,Clay_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,2024,Clay_2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doddridge,2018,Doddridge_2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doddridge,2019,Doddridge_2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doddridge,2020,Doddridge_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doddridge,2021,Doddridge_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doddridge,2022,Doddridge_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
