County,AQI_records_18,Good_18,Moderate_18,Unhealthy_sens_18,Unhealthy_18,Very_unhealthy_18,Hazardous_18,Max_AQI_18,90th_Percentile_AQI_18,Median_AQI_18,CO_18,NO2_18,O3_18,PM2.5_18,PM10_18,AQI_records_19,Good_19,Moderate_19,Unhealthy_sens_19,Unhealthy_19,Very_unhealthy_19,Hazardous_19,Max_AQI_19,90th_Percentile_AQI_19,Median_AQI_19,CO_19,NO2_19,O3_19,PM2.5_19,PM10_19
Taos,365,319,46,0,0,0,0,69,52,30,0,0,0,365,0,358.0,315.0,43.0,0.0,0.0,0.0,0.0,73.0,53.0,21.0,0.0,0.0,0.0,358.0,0.0
Valencia,359,238,116,5,0,0,0,108,80,45,0,0,359,0,0,357.0,270.0,87.0,0.0,0.0,0.0,0.0,93.0,67.0,44.0,0.0,0.0,357.0,0.0,0.0
Albany,365,250,113,2,0,0,0,112,63,42,0,0,142,223,0,365.0,276.0,89.0,0.0,0.0,0.0,0.0,93.0,58.0,41.0,0.0,0.0,151.0,214.0,0.0
Albany,365,250,113,2,0,0,0,112,63,42,0,0,142,223,0,365.0,245.0,120.0,0.0,0.0,0.0,0.0,90.0,61.0,47.0,0.0,0.0,327.0,4.0,34.0
Bronx,365,229,127,9,0,0,0,150,65,44,0,51,142,172,0,365.0,212.0,150.0,3.0,0.0,0.0,0.0,115.0,66.0,46.0,0.0,28.0,114.0,223.0,0.0
Chautauqua,358,300,54,4,0,0,0,126,61,37,0,0,323,35,0,343.0,302.0,40.0,1.0,0.0,0.0,0.0,105.0,53.0,38.0,0.0,0.0,302.0,41.0,0.0
Dutchess,349,327,20,1,1,0,0,156,46,31,0,0,349,0,0,331.0,319.0,12.0,0.0,0.0,0.0,0.0,90.0,45.0,34.0,0.0,0.0,331.0,0.0,0.0
Erie,365,220,143,2,0,0,0,112,67,45,0,5,124,236,0,365.0,262.0,103.0,0.0,0.0,0.0,0.0,93.0,59.0,43.0,0.0,12.0,130.0,223.0,0.0
Erie,365,220,143,2,0,0,0,112,67,45,0,5,124,236,0,364.0,271.0,93.0,0.0,0.0,0.0,0.0,93.0,56.0,39.0,2.0,4.0,172.0,186.0,0.0
Essex,365,317,46,2,0,0,0,108,54,41,0,0,348,17,0,364.0,288.0,75.0,1.0,0.0,0.0,0.0,122.0,55.0,41.0,0.0,2.0,193.0,169.0,0.0
Essex,365,317,46,2,0,0,0,108,54,41,0,0,348,17,0,365.0,206.0,159.0,0.0,0.0,0.0,0.0,100.0,65.0,47.0,0.0,42.0,122.0,201.0,0.0
Essex,365,317,46,2,0,0,0,108,54,41,0,0,348,17,0,364.0,327.0,37.0,0.0,0.0,0.0,0.0,80.0,51.0,42.0,0.0,0.0,357.0,7.0,0.0
Hamilton,352,341,11,0,0,0,0,97,45,33,0,0,352,0,0,316.0,214.0,102.0,0.0,0.0,0.0,0.0,81.0,58.0,44.0,0.0,0.0,0.0,316.0,0.0
Hamilton,352,341,11,0,0,0,0,97,45,33,0,0,352,0,0,344.0,204.0,139.0,1.0,0.0,0.0,0.0,105.0,61.0,47.0,0.0,0.0,137.0,207.0,0.0
Hamilton,352,341,11,0,0,0,0,97,45,33,0,0,352,0,0,365.0,214.0,149.0,2.0,0.0,0.0,0.0,119.0,64.0,47.0,0.0,0.0,145.0,220.0,0.0
Hamilton,352,341,11,0,0,0,0,97,45,33,0,0,352,0,0,323.0,321.0,2.0,0.0,0.0,0.0,0.0,54.0,44.0,35.0,0.0,0.0,323.0,0.0,0.0
Hamilton,352,341,11,0,0,0,0,97,45,33,0,0,352,0,0,365.0,99.0,260.0,6.0,0.0,0.0,0.0,119.0,77.0,57.0,0.0,4.0,88.0,273.0,0.0
Hamilton,352,341,11,0,0,0,0,97,45,33,0,0,352,0,0,365.0,181.0,184.0,0.0,0.0,0.0,0.0,97.0,67.0,51.0,0.0,0.0,127.0,238.0,0.0
Herkimer,245,233,12,0,0,0,0,93,48,36,0,0,245,0,0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,45.0,37.0,29.0,0.0,0.0,185.0,0.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,365.0,85.0,267.0,13.0,0.0,0.0,0.0,150.0,80.0,58.0,0.0,0.0,75.0,289.0,1.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,365.0,238.0,111.0,16.0,0.0,0.0,0.0,129.0,87.0,46.0,0.0,2.0,363.0,0.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,365.0,124.0,239.0,2.0,0.0,0.0,0.0,136.0,71.0,54.0,0.0,1.0,99.0,265.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,365.0,269.0,96.0,0.0,0.0,0.0,0.0,84.0,58.0,42.0,0.0,2.0,204.0,159.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,361.0,252.0,107.0,2.0,0.0,0.0,0.0,105.0,62.0,42.0,0.0,0.0,182.0,167.0,12.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,205.0,198.0,7.0,0.0,0.0,0.0,0.0,64.0,46.0,35.0,0.0,0.0,205.0,0.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,364.0,143.0,219.0,2.0,0.0,0.0,0.0,123.0,66.0,53.0,0.0,0.0,47.0,317.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,365.0,261.0,102.0,2.0,0.0,0.0,0.0,122.0,66.0,29.0,0.0,0.0,0.0,365.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,234.0,197.0,37.0,0.0,0.0,0.0,0.0,93.0,58.0,44.0,0.0,0.0,234.0,0.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,365.0,194.0,165.0,6.0,0.0,0.0,0.0,150.0,67.0,49.0,0.0,0.0,142.0,223.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,365.0,344.0,21.0,0.0,0.0,0.0,0.0,57.0,42.0,26.0,0.0,0.0,0.0,365.0,0.0
Jefferson,329,307,20,2,0,0,0,105,47,33,0,0,329,0,0,203.0,191.0,12.0,0.0,0.0,0.0,0.0,100.0,48.0,37.0,0.0,0.0,203.0,0.0,0.0
Kings,365,271,94,0,0,0,0,82,56,34,0,0,0,365,0,365.0,123.0,201.0,37.0,2.0,0.0,2.0,508.0,105.0,58.0,0.0,0.0,166.0,130.0,69.0
Kings,365,271,94,0,0,0,0,82,56,34,0,0,0,365,0,365.0,280.0,85.0,0.0,0.0,0.0,0.0,78.0,55.0,36.0,0.0,0.0,0.0,365.0,0.0
Monroe,365,248,113,4,0,0,0,108,61,42,0,1,142,222,0,346.0,220.0,126.0,0.0,0.0,0.0,0.0,72.0,58.0,43.0,0.0,0.0,0.0,346.0,0.0
Monroe,365,248,113,4,0,0,0,108,61,42,0,1,142,222,0,61.0,57.0,4.0,0.0,0.0,0.0,0.0,76.0,46.0,16.0,0.0,0.0,0.0,0.0,61.0
Monroe,365,248,113,4,0,0,0,108,61,42,0,1,142,222,0,365.0,357.0,8.0,0.0,0.0,0.0,0.0,71.0,45.0,35.0,0.0,0.0,365.0,0.0,0.0
Monroe,365,248,113,4,0,0,0,108,61,42,0,1,142,222,0,365.0,272.0,93.0,0.0,0.0,0.0,0.0,90.0,57.0,40.0,0.0,0.0,140.0,225.0,0.0
Monroe,365,248,113,4,0,0,0,108,61,42,0,1,142,222,0,349.0,340.0,9.0,0.0,0.0,0.0,0.0,80.0,45.0,34.0,0.0,0.0,349.0,0.0,0.0
Nassau,365,305,60,0,0,0,0,93,54,28,0,0,0,365,0,270.0,203.0,67.0,0.0,0.0,0.0,0.0,74.0,55.0,41.0,0.0,0.0,0.0,270.0,0.0
Nassau,365,305,60,0,0,0,0,93,54,28,0,0,0,365,0,360.0,308.0,52.0,0.0,0.0,0.0,0.0,72.0,53.0,29.0,0.0,0.0,0.0,360.0,0.0
New York,365,176,178,10,1,0,0,151,70,51,0,0,85,280,0,365.0,219.0,144.0,2.0,0.0,0.0,0.0,136.0,62.0,46.0,0.0,0.0,124.0,241.0,0.0
Niagara,320,294,25,1,0,0,0,101,50,34,0,0,320,0,0,352.0,339.0,13.0,0.0,0.0,0.0,0.0,80.0,44.0,35.0,0.0,0.0,352.0,0.0,0.0
Oneida,364,311,53,0,0,0,0,74,53,24,0,0,0,364,0,355.0,331.0,24.0,0.0,0.0,0.0,0.0,64.0,47.0,23.0,0.0,0.0,0.0,355.0,0.0
Onondaga,364,297,65,2,0,0,0,115,58,37,0,0,259,105,0,365.0,301.0,64.0,0.0,0.0,0.0,0.0,77.0,55.0,39.0,0.0,0.0,221.0,144.0,0.0
Orange,365,279,85,1,0,0,0,147,57,39,0,0,207,158,0,365.0,157.0,192.0,15.0,1.0,0.0,0.0,172.0,87.0,53.0,0.0,7.0,188.0,164.0,6.0
Orange,365,279,85,1,0,0,0,147,57,39,0,0,207,158,0,360.0,293.0,67.0,0.0,0.0,0.0,0.0,93.0,55.0,39.0,1.0,1.0,210.0,148.0,0.0
Orange,365,279,85,1,0,0,0,147,57,39,0,0,207,158,0,365.0,307.0,58.0,0.0,0.0,0.0,0.0,74.0,54.0,39.0,0.0,0.0,202.0,163.0,0.0
Orange,365,279,85,1,0,0,0,147,57,39,0,0,207,158,0,365.0,233.0,132.0,0.0,0.0,0.0,0.0,100.0,60.0,44.0,0.0,0.0,125.0,240.0,0.0
Oswego,350,324,25,1,0,0,0,112,47,32,0,0,350,0,0,321.0,316.0,5.0,0.0,0.0,0.0,0.0,67.0,45.0,34.0,0.0,0.0,321.0,0.0,0.0
Putnam,337,317,18,1,1,0,0,151,45,31,0,0,337,0,0,351.0,346.0,5.0,0.0,0.0,0.0,0.0,54.0,29.0,17.0,0.0,0.0,0.0,0.0,351.0
Putnam,337,317,18,1,1,0,0,151,45,31,0,0,337,0,0,329.0,313.0,15.0,1.0,0.0,0.0,0.0,101.0,46.0,35.0,0.0,0.0,329.0,0.0,0.0
Putnam,337,317,18,1,1,0,0,151,45,31,0,0,337,0,0,360.0,291.0,69.0,0.0,0.0,0.0,0.0,67.0,54.0,33.0,0.0,0.0,0.0,360.0,0.0
Queens,365,229,128,8,0,0,0,140,64,45,0,35,121,209,0,365.0,234.0,127.0,4.0,0.0,0.0,0.0,119.0,61.0,45.0,0.0,42.0,141.0,182.0,0.0
Richmond,363,229,128,6,0,0,0,136,64,42,0,0,101,262,0,364.0,159.0,203.0,2.0,0.0,0.0,0.0,101.0,67.0,52.0,0.0,0.0,67.0,279.0,18.0
Richmond,363,229,128,6,0,0,0,136,64,42,0,0,101,262,0,365.0,275.0,90.0,0.0,0.0,0.0,0.0,97.0,60.0,41.0,0.0,0.0,177.0,188.0,0.0
Rockland,365,301,58,5,0,1,0,210,57,38,0,0,252,113,0,365.0,314.0,50.0,1.0,0.0,0.0,0.0,112.0,53.0,39.0,0.0,0.0,268.0,97.0,0.0
Saratoga,361,341,19,1,0,0,0,119,45,31,0,0,361,0,0,331.0,328.0,3.0,0.0,0.0,0.0,0.0,58.0,44.0,33.0,0.0,0.0,331.0,0.0,0.0
Steuben,363,313,50,0,0,0,0,87,52,34,3,0,263,97,0,365.0,315.0,50.0,0.0,0.0,0.0,0.0,69.0,53.0,37.0,0.0,0.0,208.0,157.0,0.0
Suffolk,365,254,100,10,1,0,0,172,62,43,0,0,222,143,0,365.0,224.0,141.0,0.0,0.0,0.0,0.0,87.0,58.0,46.0,1.0,6.0,61.0,297.0,0.0
Suffolk,365,254,100,10,1,0,0,172,62,43,0,0,222,143,0,365.0,276.0,80.0,9.0,0.0,0.0,0.0,150.0,64.0,43.0,0.0,0.0,261.0,104.0,0.0
Tompkins,360,332,27,1,0,0,0,101,47,33,0,0,360,0,0,356.0,349.0,7.0,0.0,0.0,0.0,0.0,61.0,45.0,35.0,0.0,0.0,356.0,0.0,0.0
Wayne,239,210,25,4,0,0,0,115,58,38,0,0,239,0,0,365.0,81.0,275.0,9.0,0.0,0.0,0.0,142.0,77.0,58.0,0.0,4.0,28.0,325.0,8.0
Wayne,239,210,25,4,0,0,0,115,58,38,0,0,239,0,0,268.0,253.0,15.0,0.0,0.0,0.0,0.0,90.0,47.0,35.0,0.0,0.0,268.0,0.0,0.0
Wayne,239,210,25,4,0,0,0,115,58,38,0,0,239,0,0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,27.0,21.0,12.0,0.0,0.0,0.0,109.0,0.0
Westchester,365,295,58,11,1,0,0,169,61,38,0,0,255,110,0,365.0,309.0,55.0,1.0,0.0,0.0,0.0,105.0,55.0,38.0,0.0,0.0,262.0,103.0,0.0
Alexander,233,198,35,0,0,0,0,100,58,40,0,0,233,0,0,305.0,274.0,31.0,0.0,0.0,0.0,0.0,80.0,51.0,39.0,0.0,0.0,245.0,0.0,60.0
Avery,357,319,38,0,0,0,0,87,51,38,0,0,329,28,0,363.0,333.0,30.0,0.0,0.0,0.0,0.0,77.0,49.0,40.0,0.0,0.0,349.0,14.0,0.0
Buncombe,364,261,103,0,0,0,0,93,58,40,0,0,134,230,0,365.0,277.0,88.0,0.0,0.0,0.0,0.0,84.0,55.0,42.0,0.0,0.0,146.0,219.0,0.0
Caldwell,244,209,35,0,0,0,0,93,58,39,0,0,244,0,0,243.0,214.0,29.0,0.0,0.0,0.0,0.0,74.0,54.0,42.0,0.0,0.0,243.0,0.0,0.0
Carteret,222,202,20,0,0,0,0,77,49,38,0,0,222,0,0,259.0,239.0,20.0,0.0,0.0,0.0,0.0,80.0,50.0,37.0,0.0,0.0,259.0,0.0,0.0
Caswell,232,198,34,0,0,0,0,97,58,40,0,0,232,0,0,245.0,236.0,9.0,0.0,0.0,0.0,0.0,64.0,47.0,39.0,0.0,0.0,245.0,0.0,0.0
Catawba,352,226,126,0,0,0,0,80,60,43,0,0,0,352,0,361.0,215.0,146.0,0.0,0.0,0.0,0.0,74.0,59.0,44.0,0.0,0.0,0.0,361.0,0.0
Cumberland,349,240,109,0,0,0,0,100,60,42,0,0,137,207,5,365.0,208.0,157.0,0.0,0.0,0.0,0.0,100.0,59.0,47.0,0.0,0.0,65.0,297.0,3.0
Cumberland,349,240,109,0,0,0,0,100,60,42,0,0,137,207,5,361.0,254.0,104.0,3.0,0.0,0.0,0.0,105.0,61.0,44.0,0.0,1.0,204.0,156.0,0.0
Cumberland,349,240,109,0,0,0,0,100,60,42,0,0,137,207,5,363.0,236.0,127.0,0.0,0.0,0.0,0.0,84.0,61.0,44.0,0.0,0.0,156.0,204.0,3.0
Cumberland,349,240,109,0,0,0,0,100,60,42,0,0,137,207,5,365.0,178.0,182.0,5.0,0.0,0.0,0.0,150.0,68.0,51.0,0.0,0.0,0.0,365.0,0.0
Davidson,353,185,168,0,0,0,0,79,61,49,0,0,0,353,0,350.0,199.0,151.0,0.0,0.0,0.0,0.0,92.0,61.0,47.0,0.0,0.0,0.0,350.0,0.0
Davidson,353,185,168,0,0,0,0,79,61,49,0,0,0,353,0,365.0,151.0,213.0,1.0,0.0,0.0,0.0,101.0,64.0,52.0,0.0,10.0,63.0,292.0,0.0
Durham,358,191,167,0,0,0,0,100,62,48,0,0,94,264,0,364.0,207.0,157.0,0.0,0.0,0.0,0.0,87.0,60.0,47.0,0.0,0.0,138.0,226.0,0.0
Edgecombe,354,286,68,0,0,0,0,80,55,36,0,0,133,221,0,363.0,275.0,88.0,0.0,0.0,0.0,0.0,71.0,55.0,40.0,0.0,0.0,136.0,227.0,0.0
Forsyth,365,189,174,2,0,0,0,101,68,50,0,1,118,246,0,365.0,175.0,190.0,0.0,0.0,0.0,0.0,97.0,66.0,51.0,0.0,6.0,114.0,245.0,0.0
Graham,195,165,30,0,0,0,0,93,64,43,0,0,195,0,0,245.0,191.0,54.0,0.0,0.0,0.0,0.0,97.0,61.0,44.0,0.0,0.0,245.0,0.0,0.0
Granville,233,193,40,0,0,0,0,93,61,42,0,0,233,0,0,240.0,195.0,45.0,0.0,0.0,0.0,0.0,87.0,64.0,44.0,0.0,0.0,240.0,0.0,0.0
Guilford,355,238,116,1,0,0,0,105,64,44,0,0,151,191,13,365.0,244.0,121.0,0.0,0.0,0.0,0.0,90.0,61.0,44.0,0.0,0.0,180.0,166.0,19.0
Haywood,280,221,58,1,0,0,0,105,67,44,0,0,240,40,0,276.0,211.0,65.0,0.0,0.0,0.0,0.0,97.0,64.0,45.0,0.0,0.0,244.0,32.0,0.0
Hyde,109,103,6,0,0,0,0,59,42,26,0,0,0,109,0,102.0,98.0,4.0,0.0,0.0,0.0,0.0,63.0,42.0,24.0,0.0,0.0,0.0,102.0,0.0
Jackson,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0,117.0,76.0,41.0,0.0,0.0,0.0,0.0,77.0,59.0,45.0,0.0,0.0,0.0,117.0,0.0
Jackson,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,8.0,0.0,0.0,0.0,102.0,0.0
Jackson,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0,360.0,340.0,20.0,0.0,0.0,0.0,0.0,80.0,47.0,35.0,0.0,0.0,360.0,0.0,0.0
Jackson,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0,365.0,232.0,132.0,1.0,0.0,0.0,0.0,105.0,61.0,46.0,0.0,0.0,94.0,271.0,0.0
Jackson,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0,365.0,192.0,173.0,0.0,0.0,0.0,0.0,93.0,65.0,49.0,0.0,19.0,0.0,330.0,16.0
Jackson,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0,103.0,85.0,18.0,0.0,0.0,0.0,0.0,66.0,54.0,34.0,0.0,0.0,0.0,103.0,0.0
Jackson,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0,365.0,249.0,109.0,3.0,4.0,0.0,0.0,190.0,64.0,41.0,0.0,0.0,123.0,242.0,0.0
Jackson,237,175,61,1,0,0,0,108,67,43,0,0,146,91,0,365.0,343.0,22.0,0.0,0.0,0.0,0.0,63.0,49.0,38.0,0.0,2.0,328.0,35.0,0.0
Johnston,354,228,126,0,0,0,0,90,59,44,0,0,87,267,0,363.0,224.0,139.0,0.0,0.0,0.0,0.0,87.0,60.0,46.0,0.0,0.0,106.0,257.0,0.0
Johnston,354,228,126,0,0,0,0,90,59,44,0,0,87,267,0,141.0,128.0,13.0,0.0,0.0,0.0,0.0,67.0,50.0,40.0,0.0,0.0,141.0,0.0,0.0
Lee,210,95,115,0,0,0,0,85,63,52,0,0,76,134,0,365.0,289.0,75.0,1.0,0.0,0.0,0.0,108.0,55.0,40.0,0.0,0.0,155.0,206.0,4.0
Lee,210,95,115,0,0,0,0,85,63,52,0,0,76,134,0,120.0,80.0,40.0,0.0,0.0,0.0,0.0,73.0,62.0,39.0,0.0,0.0,0.0,120.0,0.0
Lee,210,95,115,0,0,0,0,85,63,52,0,0,76,134,0,241.0,222.0,19.0,0.0,0.0,0.0,0.0,84.0,49.0,39.0,0.0,0.0,241.0,0.0,0.0
Lenoir,278,249,28,1,0,0,0,108,51,36,0,0,222,0,56,237.0,205.0,32.0,0.0,0.0,0.0,0.0,87.0,54.0,42.0,0.0,0.0,237.0,0.0,0.0
Lincoln,225,184,41,0,0,0,0,90,58,41,0,0,225,0,0,245.0,223.0,22.0,0.0,0.0,0.0,0.0,100.0,50.0,40.0,0.0,0.0,245.0,0.0,0.0
Lincoln,225,184,41,0,0,0,0,90,58,41,0,0,225,0,0,364.0,189.0,174.0,1.0,0.0,0.0,0.0,102.0,75.0,48.0,0.0,0.0,0.0,353.0,11.0
Lincoln,225,184,41,0,0,0,0,90,58,41,0,0,225,0,0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,42.0,28.0,13.0,0.0,0.0,0.0,107.0,0.0
Lincoln,225,184,41,0,0,0,0,90,58,41,0,0,225,0,0,243.0,178.0,65.0,0.0,0.0,0.0,0.0,97.0,64.0,44.0,0.0,0.0,243.0,0.0,0.0
Lincoln,225,184,41,0,0,0,0,90,58,41,0,0,225,0,0,365.0,364.0,1.0,0.0,0.0,0.0,0.0,56.0,27.0,12.0,0.0,0.0,0.0,0.0,365.0
Macon,356,340,16,0,0,0,0,93,45,31,0,0,356,0,0,364.0,176.0,188.0,0.0,0.0,0.0,0.0,93.0,64.0,51.0,0.0,0.0,100.0,264.0,0.0
Macon,356,340,16,0,0,0,0,93,45,31,0,0,356,0,0,358.0,343.0,15.0,0.0,0.0,0.0,0.0,87.0,46.0,33.0,0.0,0.0,358.0,0.0,0.0
Martin,289,261,28,0,0,0,0,80,50,34,0,0,224,0,65,352.0,288.0,64.0,0.0,0.0,0.0,0.0,85.0,54.0,41.0,0.0,0.0,115.0,237.0,0.0
Martin,289,261,28,0,0,0,0,80,50,34,0,0,224,0,65,295.0,261.0,34.0,0.0,0.0,0.0,0.0,74.0,51.0,40.0,0.0,0.0,237.0,0.0,58.0
Mecklenburg,360,173,182,5,0,0,0,108,71,51,1,2,124,233,0,365.0,161.0,194.0,10.0,0.0,0.0,0.0,136.0,71.0,52.0,0.0,1.0,146.0,218.0,0.0
Mitchell,355,287,68,0,0,0,0,80,54,27,0,0,0,355,0,333.0,290.0,43.0,0.0,0.0,0.0,0.0,63.0,52.0,29.0,0.0,0.0,0.0,333.0,0.0
Montgomery,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0,365.0,84.0,280.0,1.0,0.0,0.0,0.0,122.0,71.0,57.0,0.0,0.0,18.0,346.0,1.0
Montgomery,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0,364.0,267.0,97.0,0.0,0.0,0.0,0.0,77.0,58.0,41.0,0.0,0.0,156.0,208.0,0.0
Montgomery,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0,361.0,284.0,77.0,0.0,0.0,0.0,0.0,88.0,57.0,41.0,0.0,0.0,190.0,171.0,0.0
Montgomery,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0,365.0,256.0,109.0,0.0,0.0,0.0,0.0,71.0,58.0,44.0,0.0,0.0,153.0,212.0,0.0
Montgomery,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0,365.0,163.0,202.0,0.0,0.0,0.0,0.0,95.0,67.0,52.0,0.0,0.0,101.0,264.0,0.0
Montgomery,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0,362.0,262.0,99.0,1.0,0.0,0.0,0.0,129.0,61.0,40.0,0.0,0.0,163.0,199.0,0.0
Montgomery,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0,362.0,278.0,84.0,0.0,0.0,0.0,0.0,67.0,55.0,35.0,0.0,0.0,0.0,362.0,0.0
Montgomery,363,282,81,0,0,0,0,98,55,39,0,0,172,191,0,365.0,261.0,99.0,5.0,0.0,0.0,0.0,143.0,61.0,44.0,0.0,2.0,226.0,137.0,0.0
New Hanover,329,302,27,0,0,0,0,77,50,31,0,0,188,141,0,348.0,305.0,43.0,0.0,0.0,0.0,0.0,80.0,53.0,37.0,0.0,0.0,209.0,139.0,0.0
Person,233,206,27,0,0,0,0,97,54,40,0,0,233,0,0,244.0,200.0,44.0,0.0,0.0,0.0,0.0,80.0,58.0,44.0,0.0,0.0,244.0,0.0,0.0
Pitt,345,259,86,0,0,0,0,87,56,41,0,0,120,225,0,352.0,271.0,81.0,0.0,0.0,0.0,0.0,87.0,55.0,41.0,0.0,0.0,156.0,196.0,0.0
Rockingham,233,190,43,0,0,0,0,90,58,42,0,0,233,0,0,365.0,319.0,45.0,1.0,0.0,0.0,0.0,112.0,52.0,39.0,0.0,0.0,255.0,110.0,0.0
Rockingham,233,190,43,0,0,0,0,90,58,42,0,0,233,0,0,245.0,207.0,38.0,0.0,0.0,0.0,0.0,84.0,58.0,44.0,0.0,0.0,245.0,0.0,0.0
Rockingham,233,190,43,0,0,0,0,90,58,42,0,0,233,0,0,365.0,333.0,32.0,0.0,0.0,0.0,0.0,69.0,50.0,38.0,0.0,91.0,213.0,61.0,0.0
Rowan,336,322,14,0,0,0,0,74,48,35,0,0,336,0,0,365.0,276.0,89.0,0.0,0.0,0.0,0.0,100.0,67.0,44.0,0.0,0.0,319.0,46.0,0.0
Swain,363,255,108,0,0,0,0,81,58,42,0,0,119,244,0,362.0,259.0,103.0,0.0,0.0,0.0,0.0,90.0,56.0,42.0,0.0,0.0,121.0,241.0,0.0
Union,189,143,43,3,0,0,0,122,67,44,0,0,189,0,0,241.0,135.0,106.0,0.0,0.0,0.0,0.0,99.0,59.0,46.0,0.0,0.0,0.0,241.0,0.0
Union,189,143,43,3,0,0,0,122,67,44,0,0,189,0,0,365.0,167.0,198.0,0.0,0.0,0.0,0.0,100.0,63.0,52.0,0.0,33.0,0.0,332.0,0.0
Union,189,143,43,3,0,0,0,122,67,44,0,0,189,0,0,235.0,175.0,57.0,3.0,0.0,0.0,0.0,105.0,64.0,45.0,0.0,0.0,235.0,0.0,0.0
Union,189,143,43,3,0,0,0,122,67,44,0,0,189,0,0,365.0,313.0,52.0,0.0,0.0,0.0,0.0,88.0,53.0,26.0,0.0,0.0,0.0,364.0,1.0
Union,189,143,43,3,0,0,0,122,67,44,0,0,189,0,0,364.0,306.0,58.0,0.0,0.0,0.0,0.0,97.0,56.0,37.0,0.0,2.0,233.0,121.0,8.0
Wake,361,152,209,0,0,0,0,90,65,52,1,0,77,283,0,365.0,141.0,224.0,0.0,0.0,0.0,0.0,93.0,64.0,53.0,1.0,1.0,90.0,273.0,0.0
Yancey,230,184,46,0,0,0,0,84,64,44,0,0,230,0,0,244.0,191.0,53.0,0.0,0.0,0.0,0.0,87.0,64.0,45.0,0.0,0.0,244.0,0.0,0.0
Billings,361,311,50,0,0,0,0,90,54,38,0,0,282,79,0,365.0,346.0,19.0,0.0,0.0,0.0,0.0,84.0,46.0,34.0,0.0,0.0,310.0,55.0,0.0
Burke,361,311,49,1,0,0,0,108,54,34,0,0,298,62,1,365.0,348.0,17.0,0.0,0.0,0.0,0.0,67.0,47.0,34.0,0.0,1.0,302.0,62.0,0.0
Burleigh,365,247,114,2,2,0,0,153,61,41,4,4,116,240,1,365.0,299.0,66.0,0.0,0.0,0.0,0.0,90.0,55.0,36.0,0.0,5.0,155.0,205.0,0.0
Cass,360,271,88,1,0,0,0,121,58,39,0,3,183,169,5,255.0,229.0,26.0,0.0,0.0,0.0,0.0,90.0,51.0,39.0,0.0,0.0,255.0,0.0,0.0
Cass,360,271,88,1,0,0,0,121,58,39,0,3,183,169,5,350.0,321.0,28.0,1.0,0.0,0.0,0.0,125.0,44.0,18.0,0.0,0.0,0.0,350.0,0.0
Cass,360,271,88,1,0,0,0,121,58,39,0,3,183,169,5,365.0,289.0,76.0,0.0,0.0,0.0,0.0,93.0,57.0,42.0,0.0,0.0,173.0,192.0,0.0
Cass,360,271,88,1,0,0,0,121,58,39,0,3,183,169,5,348.0,348.0,0.0,0.0,0.0,0.0,0.0,46.0,26.0,13.0,0.0,0.0,0.0,0.0,348.0
Cass,360,271,88,1,0,0,0,121,58,39,0,3,183,169,5,363.0,301.0,60.0,1.0,1.0,0.0,0.0,157.0,54.0,36.0,0.0,7.0,197.0,159.0,0.0
Dunn,349,297,52,0,0,0,0,90,54,35,0,0,262,86,1,365.0,343.0,22.0,0.0,0.0,0.0,0.0,87.0,47.0,35.0,0.0,0.0,303.0,62.0,0.0
McKenzie,355,293,62,0,0,0,0,93,57,38,0,0,255,99,1,365.0,343.0,22.0,0.0,0.0,0.0,0.0,77.0,49.0,35.0,0.0,1.0,309.0,55.0,0.0
