County,AQI_records_18,Good_18,Moderate_18,Unhealthy_sens_18,Unhealthy_18,Very_unhealthy_18,Hazardous_18,Max_AQI_18,90th_Percentile_AQI_18,Median_AQI_18,CO_18,NO2_18,O3_18,PM2.5_18,PM10_18,AQI_records_19,Good_19,Moderate_19,Unhealthy_sens_19,Unhealthy_19,Very_unhealthy_19,Hazardous_19,Max_AQI_19,90th_Percentile_AQI_19,Median_AQI_19,CO_19,NO2_19,O3_19,PM2.5_19,PM10_19
Rock Island,365,212,152,1,0,0,0,101,63,46,0,0,161,204,0,361.0,221.0,138.0,2.0,0.0,0.0,0.0,115.0,63.0,45.0,0.0,0.0,134.0,227.0,0.0
Saint Clair,364,152,207,4,1,0,0,174,64,52,2,17,101,244,0,365.0,217.0,147.0,1.0,0.0,0.0,0.0,108.0,64.0,47.0,1.0,57.0,144.0,163.0,0.0
Sangamon,363,189,173,1,0,0,0,122,66,49,0,0,107,256,0,360.0,222.0,138.0,0.0,0.0,0.0,0.0,87.0,61.0,45.0,0.0,0.0,122.0,238.0,0.0
Will,365,194,167,4,0,0,0,126,70,49,0,0,160,205,0,365.0,179.0,186.0,0.0,0.0,0.0,0.0,84.0,66.0,51.0,0.0,0.0,75.0,290.0,0.0
Winnebago,362,310,49,2,1,0,0,151,54,36,0,0,335,27,0,341.0,182.0,158.0,1.0,0.0,0.0,0.0,102.0,66.0,49.0,0.0,0.0,108.0,233.0,0.0
Allen,365,193,166,6,0,0,0,122,68,50,0,0,162,203,0,365.0,200.0,164.0,1.0,0.0,0.0,0.0,101.0,64.0,49.0,0.0,0.0,163.0,202.0,0.0
Allen,365,193,166,6,0,0,0,122,68,50,0,0,162,203,0,332.0,229.0,103.0,0.0,0.0,0.0,0.0,97.0,61.0,44.0,0.0,0.0,167.0,165.0,0.0
Bartholomew,365,242,119,4,0,0,0,108,63,44,0,0,184,181,0,364.0,256.0,108.0,0.0,0.0,0.0,0.0,77.0,58.0,44.0,0.0,0.0,203.0,161.0,0.0
Boone,365,324,36,5,0,0,0,112,54,34,0,0,365,0,0,351.0,320.0,31.0,0.0,0.0,0.0,0.0,90.0,50.0,35.0,0.0,0.0,351.0,0.0,0.0
Boone,365,324,36,5,0,0,0,112,54,34,0,0,365,0,0,239.0,222.0,17.0,0.0,0.0,0.0,0.0,80.0,49.0,39.0,0.0,0.0,239.0,0.0,0.0
Boone,365,324,36,5,0,0,0,112,54,34,0,0,365,0,0,245.0,239.0,6.0,0.0,0.0,0.0,0.0,71.0,46.0,38.0,0.0,0.0,245.0,0.0,0.0
Brown,363,339,24,0,0,0,0,97,48,33,0,0,363,0,0,365.0,349.0,16.0,0.0,0.0,0.0,0.0,74.0,47.0,35.0,0.0,0.0,365.0,0.0,0.0
Brown,363,339,24,0,0,0,0,97,48,33,0,0,363,0,0,122.0,104.0,18.0,0.0,0.0,0.0,0.0,80.0,53.0,25.0,0.0,0.0,0.0,119.0,3.0
Brown,363,339,24,0,0,0,0,97,48,33,0,0,363,0,0,361.0,265.0,96.0,0.0,0.0,0.0,0.0,97.0,58.0,40.0,0.0,0.0,120.0,241.0,0.0
Carroll,359,337,19,3,0,0,0,115,48,32,0,0,359,0,0,358.0,333.0,25.0,0.0,0.0,0.0,0.0,84.0,49.0,35.0,0.0,0.0,358.0,0.0,0.0
Carroll,359,337,19,3,0,0,0,115,48,32,0,0,359,0,0,241.0,205.0,35.0,1.0,0.0,0.0,0.0,101.0,54.0,43.0,0.0,0.0,241.0,0.0,0.0
Carroll,359,337,19,3,0,0,0,115,48,32,0,0,359,0,0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,9.0,0.0,0.0,0.0,0.0,61.0
Clark,357,276,77,4,0,0,0,122,61,37,0,0,282,75,0,355.0,347.0,8.0,0.0,0.0,0.0,0.0,67.0,46.0,32.0,0.0,0.0,355.0,0.0,0.0
Clark,357,276,77,4,0,0,0,122,61,37,0,0,282,75,0,327.0,314.0,13.0,0.0,0.0,0.0,0.0,74.0,47.0,34.0,0.0,0.0,327.0,0.0,0.0
Clark,357,276,77,4,0,0,0,122,61,37,0,0,282,75,0,365.0,225.0,139.0,1.0,0.0,0.0,0.0,101.0,62.0,45.0,0.0,0.0,194.0,171.0,0.0
Clark,357,276,77,4,0,0,0,122,61,37,0,0,282,75,0,365.0,128.0,232.0,5.0,0.0,0.0,0.0,122.0,87.0,58.0,1.0,10.0,236.0,110.0,8.0
Clark,357,276,77,4,0,0,0,122,61,37,0,0,282,75,0,362.0,147.0,213.0,2.0,0.0,0.0,0.0,105.0,67.0,53.0,0.0,0.0,102.0,260.0,0.0
Clark,357,276,77,4,0,0,0,122,61,37,0,0,282,75,0,364.0,277.0,86.0,1.0,0.0,0.0,0.0,128.0,63.0,34.0,0.0,0.0,127.0,237.0,0.0
Delaware,361,301,56,4,0,0,0,129,58,36,0,0,294,67,0,352.0,299.0,53.0,0.0,0.0,0.0,0.0,71.0,56.0,36.0,0.0,0.0,272.0,80.0,0.0
Delaware,361,301,56,4,0,0,0,129,58,36,0,0,294,67,0,241.0,214.0,27.0,0.0,0.0,0.0,0.0,84.0,51.0,41.0,0.0,0.0,241.0,0.0,0.0
Delaware,361,301,56,4,0,0,0,129,58,36,0,0,294,67,0,365.0,180.0,178.0,7.0,0.0,0.0,0.0,133.0,74.0,51.0,0.0,1.0,136.0,228.0,0.0
Dubois,119,71,48,0,0,0,0,89,62,42,0,0,0,116,3,120.0,76.0,44.0,0.0,0.0,0.0,0.0,73.0,59.0,43.0,0.0,0.0,0.0,119.0,1.0
Elkhart,363,228,132,3,0,0,0,105,62,44,0,0,139,224,0,365.0,251.0,114.0,0.0,0.0,0.0,0.0,83.0,61.0,41.0,0.0,0.0,166.0,199.0,0.0
Floyd,346,295,46,5,0,0,0,143,55,35,0,0,319,27,0,363.0,140.0,223.0,0.0,0.0,0.0,0.0,90.0,66.0,54.0,0.0,0.0,0.0,363.0,0.0
Floyd,346,295,46,5,0,0,0,143,55,35,0,0,319,27,0,361.0,336.0,25.0,0.0,0.0,0.0,0.0,87.0,48.0,35.0,0.0,0.0,361.0,0.0,0.0
Greene,361,294,64,3,0,0,0,129,59,38,0,0,300,61,0,355.0,291.0,64.0,0.0,0.0,0.0,0.0,87.0,55.0,40.0,0.0,0.0,292.0,63.0,0.0
Greene,361,294,64,3,0,0,0,129,59,38,0,0,300,61,0,365.0,262.0,103.0,0.0,0.0,0.0,0.0,77.0,57.0,43.0,0.0,0.0,143.0,208.0,14.0
Greene,361,294,64,3,0,0,0,129,59,38,0,0,300,61,0,243.0,213.0,30.0,0.0,0.0,0.0,0.0,90.0,54.0,41.0,0.0,0.0,243.0,0.0,0.0
Greene,361,294,64,3,0,0,0,129,59,38,0,0,300,61,0,349.0,294.0,55.0,0.0,0.0,0.0,0.0,71.0,54.0,38.0,0.0,0.0,190.0,159.0,0.0
Hamilton,365,229,130,6,0,0,0,129,63,45,0,0,165,200,0,316.0,214.0,102.0,0.0,0.0,0.0,0.0,81.0,58.0,44.0,0.0,0.0,0.0,316.0,0.0
Hamilton,365,229,130,6,0,0,0,129,63,45,0,0,165,200,0,344.0,204.0,139.0,1.0,0.0,0.0,0.0,105.0,61.0,47.0,0.0,0.0,137.0,207.0,0.0
Hamilton,365,229,130,6,0,0,0,129,63,45,0,0,165,200,0,365.0,214.0,149.0,2.0,0.0,0.0,0.0,119.0,64.0,47.0,0.0,0.0,145.0,220.0,0.0
Hamilton,365,229,130,6,0,0,0,129,63,45,0,0,165,200,0,323.0,321.0,2.0,0.0,0.0,0.0,0.0,54.0,44.0,35.0,0.0,0.0,323.0,0.0,0.0
Hamilton,365,229,130,6,0,0,0,129,63,45,0,0,165,200,0,365.0,99.0,260.0,6.0,0.0,0.0,0.0,119.0,77.0,57.0,0.0,4.0,88.0,273.0,0.0
Hamilton,365,229,130,6,0,0,0,129,63,45,0,0,165,200,0,365.0,181.0,184.0,0.0,0.0,0.0,0.0,97.0,67.0,51.0,0.0,0.0,127.0,238.0,0.0
Hendricks,365,335,28,2,0,0,0,108,48,33,0,0,365,0,0,361.0,348.0,13.0,0.0,0.0,0.0,0.0,93.0,47.0,34.0,0.0,0.0,361.0,0.0,0.0
Henry,116,80,35,1,0,0,0,111,60,41,0,0,0,116,0,363.0,234.0,122.0,7.0,0.0,0.0,0.0,150.0,64.0,43.0,0.0,0.0,119.0,244.0,0.0
Henry,116,80,35,1,0,0,0,111,60,41,0,0,0,116,0,119.0,81.0,38.0,0.0,0.0,0.0,0.0,67.0,58.0,37.0,0.0,0.0,0.0,119.0,0.0
Howard,365,234,126,5,0,0,0,108,61,44,0,0,145,220,0,361.0,236.0,124.0,1.0,0.0,0.0,0.0,108.0,59.0,44.0,0.0,0.0,192.0,169.0,0.0
Howard,365,234,126,5,0,0,0,108,61,44,0,0,145,220,0,365.0,267.0,98.0,0.0,0.0,0.0,0.0,81.0,58.0,39.0,0.0,77.0,0.0,288.0,0.0
Huntington,358,337,21,0,0,0,0,97,46,31,0,0,358,0,0,355.0,345.0,10.0,0.0,0.0,0.0,0.0,84.0,44.0,31.0,0.0,0.0,355.0,0.0,0.0
Jackson,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,117.0,76.0,41.0,0.0,0.0,0.0,0.0,77.0,59.0,45.0,0.0,0.0,0.0,117.0,0.0
Jackson,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,8.0,0.0,0.0,0.0,102.0,0.0
Jackson,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,360.0,340.0,20.0,0.0,0.0,0.0,0.0,80.0,47.0,35.0,0.0,0.0,360.0,0.0,0.0
Jackson,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,365.0,232.0,132.0,1.0,0.0,0.0,0.0,105.0,61.0,46.0,0.0,0.0,94.0,271.0,0.0
Jackson,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,365.0,192.0,173.0,0.0,0.0,0.0,0.0,93.0,65.0,49.0,0.0,19.0,0.0,330.0,16.0
Jackson,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,103.0,85.0,18.0,0.0,0.0,0.0,0.0,66.0,54.0,34.0,0.0,0.0,0.0,103.0,0.0
Jackson,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,365.0,249.0,109.0,3.0,4.0,0.0,0.0,190.0,64.0,41.0,0.0,0.0,123.0,242.0,0.0
Jackson,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,365.0,343.0,22.0,0.0,0.0,0.0,0.0,63.0,49.0,38.0,0.0,2.0,328.0,35.0,0.0
Knox,357,311,42,4,0,0,0,122,54,35,0,0,357,0,0,359.0,328.0,31.0,0.0,0.0,0.0,0.0,87.0,50.0,36.0,0.0,0.0,359.0,0.0,0.0
Knox,357,311,42,4,0,0,0,122,54,35,0,0,357,0,0,213.0,204.0,9.0,0.0,0.0,0.0,0.0,84.0,47.0,36.0,0.0,0.0,213.0,0.0,0.0
Knox,357,311,42,4,0,0,0,122,54,35,0,0,357,0,0,355.0,342.0,13.0,0.0,0.0,0.0,0.0,80.0,46.0,35.0,0.0,0.0,355.0,0.0,0.0
Knox,357,311,42,4,0,0,0,122,54,35,0,0,357,0,0,245.0,218.0,27.0,0.0,0.0,0.0,0.0,93.0,51.0,41.0,0.0,0.0,245.0,0.0,0.0
Knox,357,311,42,4,0,0,0,122,54,35,0,0,357,0,0,364.0,214.0,150.0,0.0,0.0,0.0,0.0,84.0,62.0,46.0,0.0,0.0,128.0,232.0,4.0
LaPorte,363,288,68,6,1,0,0,161,61,37,0,0,316,47,0,364.0,296.0,64.0,4.0,0.0,0.0,0.0,126.0,64.0,37.0,0.0,0.0,317.0,47.0,0.0
Lake,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3,360.0,360.0,0.0,0.0,0.0,0.0,0.0,50.0,42.0,31.0,0.0,0.0,351.0,8.0,1.0
Lake,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3,330.0,301.0,28.0,1.0,0.0,0.0,0.0,101.0,50.0,35.0,0.0,0.0,330.0,0.0,0.0
Lake,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3,245.0,210.0,33.0,2.0,0.0,0.0,0.0,115.0,58.0,40.0,0.0,0.0,245.0,0.0,0.0
Lake,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3,365.0,151.0,213.0,1.0,0.0,0.0,0.0,101.0,72.0,52.0,0.0,2.0,86.0,274.0,3.0
Lake,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3,363.0,333.0,30.0,0.0,0.0,0.0,0.0,83.0,48.0,31.0,0.0,0.0,117.0,213.0,33.0
Lake,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3,93.0,92.0,1.0,0.0,0.0,0.0,0.0,53.0,26.0,10.0,0.0,0.0,0.0,93.0,0.0
Lake,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3,365.0,292.0,68.0,5.0,0.0,0.0,0.0,115.0,58.0,40.0,0.0,0.0,187.0,178.0,0.0
Lake,365,139,220,5,1,0,0,151,69,54,0,3,67,292,3,363.0,288.0,74.0,1.0,0.0,0.0,0.0,106.0,61.0,25.0,0.0,0.0,0.0,363.0,0.0
Madison,365,199,159,7,0,0,0,136,63,48,0,0,125,240,0,361.0,189.0,172.0,0.0,0.0,0.0,0.0,93.0,62.0,49.0,0.0,0.0,99.0,255.0,7.0
Madison,365,199,159,7,0,0,0,136,63,48,0,0,125,240,0,363.0,140.0,220.0,1.0,2.0,0.0,0.0,156.0,73.0,55.0,0.0,0.0,144.0,217.0,2.0
Madison,365,199,159,7,0,0,0,136,63,48,0,0,125,240,0,365.0,216.0,148.0,1.0,0.0,0.0,0.0,101.0,61.0,47.0,0.0,0.0,148.0,217.0,0.0
Madison,365,199,159,7,0,0,0,136,63,48,0,0,125,240,0,245.0,209.0,36.0,0.0,0.0,0.0,0.0,93.0,54.0,42.0,0.0,0.0,245.0,0.0,0.0
Madison,365,199,159,7,0,0,0,136,63,48,0,0,125,240,0,362.0,262.0,100.0,0.0,0.0,0.0,0.0,65.0,56.0,36.0,0.0,0.0,0.0,362.0,0.0
Madison,365,199,159,7,0,0,0,136,63,48,0,0,125,240,0,362.0,326.0,36.0,0.0,0.0,0.0,0.0,67.0,50.0,41.0,0.0,0.0,326.0,36.0,0.0
Marion,365,105,249,10,1,0,0,158,73,55,0,0,81,284,0,365.0,244.0,121.0,0.0,0.0,0.0,0.0,88.0,58.0,44.0,0.0,0.0,111.0,254.0,0.0
Marion,365,105,249,10,1,0,0,158,73,55,0,0,81,284,0,365.0,78.0,283.0,4.0,0.0,0.0,0.0,112.0,74.0,58.0,0.0,0.0,62.0,303.0,0.0
Marion,365,105,249,10,1,0,0,158,73,55,0,0,81,284,0,356.0,262.0,94.0,0.0,0.0,0.0,0.0,93.0,63.0,37.0,0.0,0.0,108.0,248.0,0.0
Marion,365,105,249,10,1,0,0,158,73,55,0,0,81,284,0,99.0,70.0,29.0,0.0,0.0,0.0,0.0,66.0,59.0,41.0,0.0,0.0,0.0,99.0,0.0
Monroe,335,182,153,0,0,0,0,98,63,48,0,0,0,335,0,346.0,220.0,126.0,0.0,0.0,0.0,0.0,72.0,58.0,43.0,0.0,0.0,0.0,346.0,0.0
Monroe,335,182,153,0,0,0,0,98,63,48,0,0,0,335,0,61.0,57.0,4.0,0.0,0.0,0.0,0.0,76.0,46.0,16.0,0.0,0.0,0.0,0.0,61.0
Monroe,335,182,153,0,0,0,0,98,63,48,0,0,0,335,0,365.0,357.0,8.0,0.0,0.0,0.0,0.0,71.0,45.0,35.0,0.0,0.0,365.0,0.0,0.0
Monroe,335,182,153,0,0,0,0,98,63,48,0,0,0,335,0,365.0,272.0,93.0,0.0,0.0,0.0,0.0,90.0,57.0,40.0,0.0,0.0,140.0,225.0,0.0
Monroe,335,182,153,0,0,0,0,98,63,48,0,0,0,335,0,349.0,340.0,9.0,0.0,0.0,0.0,0.0,80.0,45.0,34.0,0.0,0.0,349.0,0.0,0.0
Morgan,364,337,27,0,0,0,0,100,47,33,0,0,364,0,0,365.0,247.0,118.0,0.0,0.0,0.0,0.0,93.0,58.0,45.0,0.0,0.0,145.0,220.0,0.0
Morgan,364,337,27,0,0,0,0,100,47,33,0,0,364,0,0,364.0,344.0,20.0,0.0,0.0,0.0,0.0,87.0,48.0,35.0,0.0,0.0,364.0,0.0,0.0
Morgan,364,337,27,0,0,0,0,100,47,33,0,0,364,0,0,356.0,341.0,15.0,0.0,0.0,0.0,0.0,80.0,47.0,36.0,0.0,0.0,356.0,0.0,0.0
Perry,350,324,26,0,0,0,0,80,50,35,0,0,350,0,0,358.0,322.0,36.0,0.0,0.0,0.0,0.0,80.0,51.0,37.0,0.0,0.0,358.0,0.0,0.0
Perry,350,324,26,0,0,0,0,80,50,35,0,0,350,0,0,353.0,238.0,115.0,0.0,0.0,0.0,0.0,87.0,57.0,44.0,0.0,0.0,106.0,247.0,0.0
Perry,350,324,26,0,0,0,0,80,50,35,0,0,350,0,0,245.0,224.0,21.0,0.0,0.0,0.0,0.0,87.0,50.0,40.0,0.0,0.0,245.0,0.0,0.0
Porter,365,214,146,4,1,0,0,164,64,47,0,0,160,190,15,365.0,236.0,125.0,4.0,0.0,0.0,0.0,115.0,64.0,44.0,0.0,0.0,164.0,188.0,13.0
Posey,360,326,34,0,0,0,0,100,50,34,0,0,360,0,0,364.0,341.0,23.0,0.0,0.0,0.0,0.0,80.0,49.0,35.0,0.0,0.0,364.0,0.0,0.0
Shelby,361,331,25,5,0,0,0,112,49,34,0,0,361,0,0,244.0,202.0,39.0,3.0,0.0,0.0,0.0,119.0,61.0,42.0,0.0,0.0,244.0,0.0,0.0
Shelby,361,331,25,5,0,0,0,112,49,34,0,0,361,0,0,365.0,338.0,27.0,0.0,0.0,0.0,0.0,84.0,49.0,36.0,0.0,0.0,365.0,0.0,0.0
Shelby,361,331,25,5,0,0,0,112,49,34,0,0,361,0,0,365.0,152.0,209.0,4.0,0.0,0.0,0.0,148.0,67.0,52.0,0.0,3.0,118.0,243.0,1.0
Spencer,121,72,49,0,0,0,0,87,61,41,0,0,0,121,0,117.0,81.0,36.0,0.0,0.0,0.0,0.0,76.0,58.0,41.0,0.0,0.0,0.0,117.0,0.0
St. Joseph,365,173,185,7,0,0,0,133,67,51,0,1,123,241,0,365.0,217.0,148.0,0.0,0.0,0.0,0.0,100.0,66.0,46.0,0.0,0.0,178.0,187.0,0.0
Sullivan,181,108,73,0,0,0,0,92,62,43,0,0,0,181,0,116.0,73.0,43.0,0.0,0.0,0.0,0.0,81.0,58.0,41.0,0.0,0.0,0.0,116.0,0.0
Sullivan,181,108,73,0,0,0,0,92,62,43,0,0,0,181,0,362.0,240.0,121.0,1.0,0.0,0.0,0.0,119.0,59.0,44.0,0.0,0.0,158.0,204.0,0.0
Tippecanoe,345,207,138,0,0,0,0,80,59,46,0,0,0,345,0,351.0,210.0,141.0,0.0,0.0,0.0,0.0,78.0,61.0,43.0,0.0,0.0,0.0,351.0,0.0
Vanderburgh,365,200,162,3,0,0,0,143,64,48,0,0,122,243,0,365.0,229.0,136.0,0.0,0.0,0.0,0.0,90.0,59.0,46.0,0.0,0.0,155.0,210.0,0.0
Vigo,365,188,174,3,0,0,0,115,67,50,0,0,132,233,0,365.0,161.0,203.0,1.0,0.0,0.0,0.0,102.0,67.0,52.0,0.0,0.0,110.0,255.0,0.0
Wabash,362,315,42,5,0,0,0,129,54,35,0,0,362,0,0,351.0,319.0,32.0,0.0,0.0,0.0,0.0,97.0,50.0,37.0,0.0,0.0,351.0,0.0,0.0
Warrick,365,324,38,3,0,0,0,126,51,35,0,0,365,0,0,365.0,337.0,28.0,0.0,0.0,0.0,0.0,93.0,50.0,36.0,0.0,0.0,365.0,0.0,0.0
Whitley,348,235,113,0,0,0,0,84,59,41,0,0,0,348,0,352.0,213.0,139.0,0.0,0.0,0.0,0.0,91.0,60.0,43.0,0.0,0.0,0.0,352.0,0.0
Black Hawk,365,140,225,0,0,0,0,84,66,53,0,0,0,365,0,363.0,238.0,125.0,0.0,0.0,0.0,0.0,85.0,63.0,41.0,0.0,0.0,0.0,363.0,0.0
Bremer,245,224,19,2,0,0,0,112,50,37,0,0,245,0,0,243.0,228.0,15.0,0.0,0.0,0.0,0.0,90.0,46.0,37.0,0.0,0.0,243.0,0.0,0.0
Cerro Gordo,115,115,0,0,0,0,0,46,31,16,0,0,0,0,115,118.0,118.0,0.0,0.0,0.0,0.0,0.0,38.0,27.0,15.0,0.0,0.0,0.0,0.0,118.0
Clinton,365,168,197,0,0,0,0,100,68,52,0,0,88,277,0,364.0,192.0,172.0,0.0,0.0,0.0,0.0,91.0,65.0,49.0,0.0,0.0,94.0,270.0,0.0
Clinton,365,168,197,0,0,0,0,100,68,52,0,0,88,277,0,248.0,243.0,5.0,0.0,0.0,0.0,0.0,67.0,46.0,35.0,0.0,0.0,248.0,0.0,0.0
Clinton,365,168,197,0,0,0,0,100,68,52,0,0,88,277,0,245.0,213.0,32.0,0.0,0.0,0.0,0.0,87.0,54.0,42.0,0.0,0.0,245.0,0.0,0.0
Clinton,365,168,197,0,0,0,0,100,68,52,0,0,88,277,0,244.0,203.0,41.0,0.0,0.0,0.0,0.0,100.0,58.0,43.0,0.0,0.0,244.0,0.0,0.0
Harrison,245,213,30,2,0,0,0,101,58,39,0,0,245,0,0,241.0,222.0,19.0,0.0,0.0,0.0,0.0,97.0,50.0,38.0,0.0,0.0,241.0,0.0,0.0
Harrison,245,213,30,2,0,0,0,101,58,39,0,0,245,0,0,363.0,201.0,162.0,0.0,0.0,0.0,0.0,97.0,63.0,47.0,0.0,0.0,69.0,294.0,0.0
Harrison,245,213,30,2,0,0,0,101,58,39,0,0,245,0,0,293.0,277.0,16.0,0.0,0.0,0.0,0.0,64.0,41.0,2.0,236.0,0.0,0.0,57.0,0.0
Harrison,245,213,30,2,0,0,0,101,58,39,0,0,245,0,0,358.0,242.0,116.0,0.0,0.0,0.0,0.0,90.0,58.0,44.0,0.0,0.0,131.0,227.0,0.0
Harrison,245,213,30,2,0,0,0,101,58,39,0,0,245,0,0,111.0,84.0,27.0,0.0,0.0,0.0,0.0,64.0,56.0,41.0,0.0,0.0,0.0,111.0,0.0
Johnson,362,186,176,0,0,0,0,93,61,50,0,0,0,362,0,364.0,210.0,154.0,0.0,0.0,0.0,0.0,92.0,64.0,46.0,0.0,0.0,0.0,364.0,0.0
Johnson,362,186,176,0,0,0,0,93,61,50,0,0,0,362,0,362.0,308.0,54.0,0.0,0.0,0.0,0.0,77.0,53.0,38.0,0.0,0.0,246.0,116.0,0.0
Johnson,362,186,176,0,0,0,0,93,61,50,0,0,0,362,0,352.0,298.0,47.0,7.0,0.0,0.0,0.0,143.0,61.0,38.0,0.0,0.0,352.0,0.0,0.0
Johnson,362,186,176,0,0,0,0,93,61,50,0,0,0,362,0,364.0,345.0,19.0,0.0,0.0,0.0,0.0,80.0,49.0,40.0,0.0,1.0,356.0,0.0,7.0
Lee,121,70,51,0,0,0,0,78,61,45,0,0,0,121,0,365.0,289.0,75.0,1.0,0.0,0.0,0.0,108.0,55.0,40.0,0.0,0.0,155.0,206.0,4.0
Lee,121,70,51,0,0,0,0,78,61,45,0,0,0,121,0,120.0,80.0,40.0,0.0,0.0,0.0,0.0,73.0,62.0,39.0,0.0,0.0,0.0,120.0,0.0
Lee,121,70,51,0,0,0,0,78,61,45,0,0,0,121,0,241.0,222.0,19.0,0.0,0.0,0.0,0.0,84.0,49.0,39.0,0.0,0.0,241.0,0.0,0.0
Linn,365,185,176,4,0,0,0,129,67,50,0,0,96,269,0,365.0,223.0,142.0,0.0,0.0,0.0,0.0,86.0,64.0,43.0,0.0,0.0,116.0,249.0,0.0
Linn,365,185,176,4,0,0,0,129,67,50,0,0,96,269,0,365.0,233.0,130.0,2.0,0.0,0.0,0.0,104.0,66.0,37.0,0.0,0.0,0.0,365.0,0.0
Montgomery,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0,365.0,84.0,280.0,1.0,0.0,0.0,0.0,122.0,71.0,57.0,0.0,0.0,18.0,346.0,1.0
Montgomery,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0,364.0,267.0,97.0,0.0,0.0,0.0,0.0,77.0,58.0,41.0,0.0,0.0,156.0,208.0,0.0
Montgomery,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0,361.0,284.0,77.0,0.0,0.0,0.0,0.0,88.0,57.0,41.0,0.0,0.0,190.0,171.0,0.0
Montgomery,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0,365.0,256.0,109.0,0.0,0.0,0.0,0.0,71.0,58.0,44.0,0.0,0.0,153.0,212.0,0.0
Montgomery,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0,365.0,163.0,202.0,0.0,0.0,0.0,0.0,95.0,67.0,52.0,0.0,0.0,101.0,264.0,0.0
Montgomery,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0,362.0,262.0,99.0,1.0,0.0,0.0,0.0,129.0,61.0,40.0,0.0,0.0,163.0,199.0,0.0
Montgomery,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0,362.0,278.0,84.0,0.0,0.0,0.0,0.0,67.0,55.0,35.0,0.0,0.0,0.0,362.0,0.0
Montgomery,365,219,146,0,0,0,0,93,63,46,0,0,92,273,0,365.0,261.0,99.0,5.0,0.0,0.0,0.0,143.0,61.0,44.0,0.0,2.0,226.0,137.0,0.0
Muscatine,365,154,211,0,0,0,0,95,66,52,0,0,0,365,0,365.0,238.0,127.0,0.0,0.0,0.0,0.0,93.0,61.0,42.0,0.0,0.0,0.0,365.0,0.0
Palo Alto,365,188,175,2,0,0,0,115,66,49,0,0,104,261,0,364.0,246.0,118.0,0.0,0.0,0.0,0.0,93.0,60.0,44.0,0.0,0.0,102.0,262.0,0.0
Polk,365,225,138,2,0,0,0,112,62,46,0,2,147,216,0,361.0,291.0,69.0,1.0,0.0,0.0,0.0,119.0,58.0,40.0,0.0,0.0,287.0,74.0,0.0
Polk,365,225,138,2,0,0,0,112,62,46,0,2,147,216,0,365.0,268.0,97.0,0.0,0.0,0.0,0.0,100.0,58.0,42.0,0.0,0.0,138.0,227.0,0.0
Polk,365,225,138,2,0,0,0,112,62,46,0,2,147,216,0,365.0,251.0,114.0,0.0,0.0,0.0,0.0,100.0,60.0,42.0,0.0,2.0,174.0,189.0,0.0
Polk,365,225,138,2,0,0,0,112,62,46,0,2,147,216,0,344.0,334.0,10.0,0.0,0.0,0.0,0.0,74.0,44.0,31.0,0.0,0.0,344.0,0.0,0.0
Pottawattamie,124,80,43,1,0,0,0,102,61,42,0,0,0,119,5,130.0,93.0,37.0,0.0,0.0,0.0,0.0,73.0,58.0,38.0,0.0,0.0,0.0,117.0,13.0
Scott,365,100,261,4,0,0,0,108,72,56,0,0,33,274,58,365.0,168.0,195.0,2.0,0.0,0.0,0.0,112.0,69.0,52.0,0.0,0.0,82.0,216.0,67.0
Scott,365,100,261,4,0,0,0,108,72,56,0,0,33,274,58,365.0,273.0,92.0,0.0,0.0,0.0,0.0,93.0,58.0,38.0,0.0,0.0,192.0,173.0,0.0
Van Buren,359,230,129,0,0,0,0,100,61,43,0,0,110,248,1,361.0,266.0,95.0,0.0,0.0,0.0,0.0,97.0,58.0,42.0,0.0,1.0,130.0,230.0,0.0
Woodbury,122,81,41,0,0,0,0,93,58,44,0,0,0,122,0,118.0,91.0,27.0,0.0,0.0,0.0,0.0,83.0,58.0,38.0,0.0,0.0,0.0,118.0,0.0
