AQI_records_21,Good_21,Moderate_21,Unhealthy_sens_21,Unhealthy_21,Very_unhealthy_21,Hazardous_21,Max_AQI_21,90th_Percentile_AQI_21,Median_AQI_21,CO_21,NO2_21,O3_21,PM2.5_21,PM10_21,State_County_Year
244,225,19,0,0,0,0,90,49,39,0,0,244,0,0,KentuckyBoone2021
360,231,128,1,0,0,0,102,61,44,0,8,70,282,0,KentuckyBoyd2021
237,212,24,1,0,0,0,143,51,37,0,0,237,0,0,KentuckyBullitt2021
362,230,131,1,0,0,0,101,64,44,0,2,94,266,0,KentuckyCampbell2021
279,252,27,0,0,0,0,86,50,35,0,0,200,77,2,KentuckyCarter2021
365,190,175,0,0,0,0,99,67,49,0,0,66,299,0,KentuckyChristian2021
363,200,163,0,0,0,0,99,68,48,0,0,88,275,0,KentuckyDaviess2021
364,327,37,0,0,0,0,74,51,36,3,0,326,35,0,KentuckyEdmonson2021
363,214,148,1,0,0,0,108,66,47,0,16,66,280,1,KentuckyFayette2021
231,227,4,0,0,0,0,54,46,34,0,0,231,0,0,KentuckyGreenup2021
241,220,21,0,0,0,0,90,49,38,0,0,241,0,0,KentuckyHancock2021
364,238,125,1,0,0,0,101,62,43,0,0,117,247,0,KentuckyHardin2021
365,138,221,6,0,0,0,126,74,54,0,0,68,297,0,KentuckyJefferson2021
227,211,15,1,0,0,0,101,49,38,0,0,227,0,0,KentuckyJessamine2021
243,225,18,0,0,0,0,93,48,39,0,0,243,0,0,KentuckyLivingston2021
363,221,140,2,0,0,0,109,64,44,0,21,93,247,2,KentuckyMcCracken2021
352,338,14,0,0,0,0,71,47,35,0,0,352,0,0,KentuckyMorgan2021
244,216,27,1,0,0,0,105,54,39,0,0,244,0,0,KentuckyOldham2021
365,247,118,0,0,0,0,93,60,44,0,0,71,294,0,KentuckyPerry2021
365,273,91,0,1,0,0,164,57,41,0,0,92,273,0,KentuckyPike2021
361,229,131,1,0,0,0,101,62,45,0,0,74,287,0,KentuckyPulaski2021
243,222,21,0,0,0,0,90,50,37,0,0,243,0,0,KentuckySimpson2021
345,330,15,0,0,0,0,74,48,35,0,0,345,0,0,KentuckyTrigg2021
363,218,143,2,0,0,0,117,65,45,0,0,78,285,0,KentuckyWarren2021
362,342,20,0,0,0,0,87,47,36,0,0,362,0,0,KentuckyWashington2021
356,338,16,1,1,0,0,159,45,31,0,10,346,0,0,LouisianaAscension2021
365,172,193,0,0,0,0,88,64,51,0,0,61,297,7,LouisianaBossier2021
362,289,73,0,0,0,0,93,56,37,0,0,268,94,0,LouisianaCaddo2021
365,171,193,0,1,0,0,156,65,51,0,2,78,285,0,LouisianaCalcasieu2021
365,217,145,2,1,0,0,159,61,47,0,1,85,279,0,LouisianaEast Baton Rouge2021
365,299,63,3,0,0,0,129,58,39,0,0,307,58,0,LouisianaIberville2021
355,277,76,2,0,0,0,105,55,40,0,1,163,191,0,LouisianaJefferson2021
365,243,122,0,0,0,0,87,60,42,0,0,145,219,1,LouisianaLafayette2021
347,204,143,0,0,0,0,84,60,45,0,0,112,235,0,LouisianaLafourche2021
348,186,161,1,0,0,0,133,62,48,0,6,83,259,0,LouisianaLivingston2021
357,308,49,0,0,0,0,69,53,33,2,57,0,296,2,LouisianaOrleans2021
349,318,31,0,0,0,0,87,50,35,0,0,277,72,0,LouisianaOuachita2021
365,353,12,0,0,0,0,100,44,32,0,0,365,0,0,LouisianaPointe Coupee2021
122,96,26,0,0,0,0,66,55,38,0,0,0,122,0,LouisianaRapides2021
359,206,153,0,0,0,0,80,61,47,0,0,117,242,0,LouisianaSt. Bernard2021
330,326,4,0,0,0,0,58,41,28,0,0,330,0,0,LouisianaSt. James2021
336,327,8,1,0,0,0,108,45,31,0,0,336,0,0,LouisianaSt. John the Baptist2021
360,347,13,0,0,0,0,87,47,34,0,0,360,0,0,LouisianaSt. Martin2021
352,288,64,0,0,0,0,71,54,37,0,0,152,200,0,LouisianaSt. Tammany2021
110,81,29,0,0,0,0,65,58,39,0,0,0,110,0,LouisianaTangipahoa2021
110,89,21,0,0,0,0,64,56,34,0,0,0,110,0,LouisianaTerrebonne2021
365,220,142,3,0,0,0,150,59,46,0,1,92,272,0,LouisianaWest Baton Rouge2021
356,303,53,0,0,0,0,95,53,36,0,0,113,239,4,MaineAndroscoggin2021
365,305,58,1,1,0,0,182,54,35,0,0,198,158,9,MaineAroostook2021
365,319,43,3,0,0,0,129,54,36,0,5,260,97,3,MaineCumberland2021
365,324,38,3,0,0,0,133,52,36,1,0,332,32,0,MaineHancock2021
244,226,17,1,0,0,0,125,47,33,0,0,205,37,2,MaineKennebec2021
211,192,17,2,0,0,0,119,50,35,0,0,211,0,0,MaineKnox2021
360,308,51,1,0,0,0,113,52,35,0,0,170,190,0,MaineOxford2021
362,326,36,0,0,0,0,100,50,33,0,0,194,166,2,MainePenobscot2021
360,348,12,0,0,0,0,90,44,33,0,0,344,16,0,MaineWashington2021
240,217,20,3,0,0,0,129,50,37,0,0,240,0,0,MaineYork2021
262,222,39,1,0,0,0,101,64,38,0,0,240,0,22,MarylandAnne Arundel2021
365,207,148,10,0,0,0,140,71,47,0,10,178,177,0,MarylandBaltimore2021
364,243,121,0,0,0,0,93,61,43,0,35,99,230,0,MarylandBaltimore (City)2021
223,205,17,1,0,0,0,105,49,39,0,0,223,0,0,MarylandCalvert2021
243,208,34,1,0,0,0,112,54,41,0,0,243,0,0,MarylandCarroll2021
358,235,119,4,0,0,0,118,65,44,0,0,158,200,0,MarylandCecil2021
242,215,26,1,0,0,0,105,51,38,0,0,242,0,0,MarylandCharles2021
365,287,77,1,0,0,0,105,58,41,0,0,254,111,0,MarylandDorchester2021
244,207,36,1,0,0,0,126,58,41,0,0,244,0,0,MarylandFrederick2021
365,312,53,0,0,0,0,92,54,39,0,0,266,99,0,MarylandGarrett2021
357,219,129,9,0,0,0,122,71,46,0,0,174,183,0,MarylandHarford2021
365,284,81,0,0,0,0,83,55,36,0,109,0,256,0,MarylandHoward2021
357,284,72,1,0,0,0,108,56,40,0,0,208,149,0,MarylandKent2021
361,251,107,3,0,0,0,119,61,42,0,0,193,168,0,MarylandMontgomery2021
365,287,73,5,0,0,0,129,64,41,0,6,290,69,0,MarylandPrince George's2021
360,244,115,1,0,0,0,115,65,44,0,0,155,205,0,MarylandWashington2021
359,331,25,3,0,0,0,126,49,36,0,0,346,13,0,MassachusettsBarnstable2021
365,230,134,1,0,0,0,103,60,44,0,0,72,293,0,MassachusettsBerkshire2021
365,279,84,2,0,0,0,147,56,39,0,0,230,135,0,MassachusettsBristol2021
356,329,27,0,0,0,0,100,49,36,0,0,337,19,0,MassachusettsDukes2021
365,285,79,1,0,0,0,129,56,38,0,0,184,181,0,MassachusettsEssex2021
365,228,137,0,0,0,0,99,60,44,0,0,101,264,0,MassachusettsFranklin2021
365,215,148,2,0,0,0,116,63,46,0,4,83,278,0,MassachusettsHampden2021
352,307,45,0,0,0,0,96,52,35,0,0,204,147,1,MassachusettsHampshire2021
365,299,64,1,1,0,0,153,55,37,0,10,157,198,0,MassachusettsMiddlesex2021
365,280,82,3,0,0,0,133,57,37,0,0,185,180,0,MassachusettsNorfolk2021
365,257,106,2,0,0,0,112,58,39,0,0,147,218,0,MassachusettsPlymouth2021
365,237,125,3,0,0,0,145,61,44,0,11,65,289,0,MassachusettsSuffolk2021
365,218,144,3,0,0,0,125,59,45,0,3,97,265,0,MassachusettsWorcester2021
361,245,107,9,0,0,0,136,64,42,0,0,176,185,0,MichiganAllegan2021
363,290,73,0,0,0,0,86,56,28,0,0,0,363,0,MichiganBay2021
251,222,29,0,0,0,0,100,51,36,0,0,251,0,0,MichiganBenzie2021
250,209,38,3,0,0,0,129,67,40,0,0,250,0,0,MichiganBerrien2021
265,235,29,1,0,0,0,112,54,40,0,0,265,0,0,MichiganCass2021
239,217,22,0,0,0,0,100,50,37,0,0,239,0,0,MichiganClinton2021
365,247,115,3,0,0,0,119,61,41,0,0,165,200,0,MichiganGenesee2021
246,221,23,2,0,0,0,101,51,37,0,0,246,0,0,MichiganHuron2021
363,204,159,0,0,0,0,97,68,46,0,1,105,257,0,MichiganIngham2021
349,177,172,0,0,0,0,100,70,50,0,0,72,277,0,MichiganKalamazoo2021
365,189,173,3,0,0,0,143,71,49,0,5,123,237,0,MichiganKent2021
117,109,8,0,0,0,0,67,41,14,0,0,0,117,0,MichiganKeweenaw2021
322,188,134,0,0,0,0,93,64,46,0,0,112,210,0,MichiganLenawee2021
365,180,182,3,0,0,0,115,71,51,0,0,114,251,0,MichiganMacomb2021
269,218,48,3,0,0,0,115,58,38,0,0,241,28,0,MichiganManistee2021
243,206,34,3,0,0,0,115,54,38,0,0,243,0,0,MichiganMason2021
355,216,139,0,0,0,0,90,62,45,0,0,85,270,0,MichiganMissaukee2021
61,57,4,0,0,0,0,77,45,19,0,0,0,0,61,MichiganMonroe2021
265,209,48,8,0,0,0,129,71,40,0,0,265,0,0,MichiganMuskegon2021
296,227,68,1,0,0,0,101,64,39,0,0,233,63,0,MichiganOakland2021
365,186,175,4,0,0,0,108,71,49,0,0,101,264,0,MichiganOttawa2021
360,269,88,3,0,0,0,112,58,37,0,0,175,185,0,MichiganSchoolcraft2021
365,198,160,7,0,0,0,140,71,48,0,0,118,247,0,MichiganSt. Clair2021
353,327,25,1,0,0,0,101,48,34,0,0,353,0,0,MichiganTuscola2021
365,212,153,0,0,0,0,100,65,46,0,0,150,215,0,MichiganWashtenaw2021
365,86,275,4,0,0,0,118,84,58,0,5,33,319,8,MichiganWayne2021
360,334,25,1,0,0,0,105,47,34,0,0,360,0,0,MichiganWexford2021
365,258,100,5,2,0,0,162,68,41,0,6,217,141,1,MinnesotaAnoka2021
357,147,199,6,4,1,0,208,72,52,0,0,28,329,0,MinnesotaBecker2021
341,281,51,5,2,2,0,283,61,29,0,0,0,341,0,MinnesotaBeltrami2021
365,318,43,4,0,0,0,143,54,31,0,0,191,174,0,MinnesotaCarlton2021
352,103,237,7,4,1,0,275,69,54,0,0,0,352,0,MinnesotaCass2021
328,306,18,3,1,0,0,153,36,9,0,0,0,328,0,MinnesotaCook2021
357,289,63,2,2,1,0,246,61,36,0,0,179,178,0,MinnesotaCrow Wing2021
365,252,110,1,2,0,0,157,63,39,0,16,0,349,0,MinnesotaDakota2021
216,193,23,0,0,0,0,90,58,39,0,0,216,0,0,MinnesotaGoodhue2021
365,213,149,0,3,0,0,157,66,45,0,18,92,219,36,MinnesotaHennepin2021
362,315,43,3,1,0,0,160,54,31,0,0,183,179,0,MinnesotaLake2021
359,263,91,3,2,0,0,187,64,39,0,0,159,200,0,MinnesotaLyon2021
245,232,13,0,0,0,0,71,47,36,0,0,245,0,0,MinnesotaMille Lacs2021
361,275,84,2,0,0,0,125,61,39,0,0,201,160,0,MinnesotaOlmsted2021
365,252,110,3,0,0,0,148,65,39,0,0,0,344,21,MinnesotaRamsey2021
365,283,72,8,2,0,0,159,64,37,0,2,219,133,11,MinnesotaSaint Louis2021
351,263,88,0,0,0,0,98,61,39,0,0,209,142,0,MinnesotaScott2021
362,261,95,3,2,1,0,252,68,40,0,0,132,230,0,MinnesotaStearns2021
227,205,21,1,0,0,0,119,49,35,0,0,227,0,0,MinnesotaWashington2021
116,101,15,0,0,0,0,80,52,24,0,0,0,116,0,MinnesotaWinona2021
357,233,119,3,2,0,0,193,71,43,0,0,148,209,0,MinnesotaWright2021
360,236,124,0,0,0,0,90,60,44,0,0,94,266,0,MississippiBolivar2021
364,228,135,1,0,0,0,136,62,46,0,0,85,279,0,MississippiDeSoto2021
363,178,185,0,0,0,0,93,60,51,0,0,0,363,0,MississippiForrest2021
360,225,135,0,0,0,0,97,60,45,0,0,62,298,0,MississippiHancock2021
359,221,138,0,0,0,0,87,58,45,0,0,61,298,0,MississippiHarrison2021
365,144,221,0,0,0,0,88,64,52,0,0,30,335,0,MississippiHinds2021
359,242,117,0,0,0,0,84,57,44,0,0,108,251,0,MississippiJackson2021
245,244,1,0,0,0,0,54,42,31,0,0,245,0,0,MississippiLauderdale2021
242,232,10,0,0,0,0,64,46,36,0,0,242,0,0,MississippiLee2021
359,354,5,0,0,0,0,61,44,31,0,0,359,0,0,MississippiYalobusha2021
245,225,20,0,0,0,0,90,50,39,0,0,245,0,0,MissouriAndrew2021
245,233,12,0,0,0,0,77,47,37,0,0,245,0,0,MissouriBoone2021
365,235,127,3,0,0,0,109,59,44,0,0,0,310,55,MissouriBuchanan2021
245,229,16,0,0,0,0,80,47,39,0,0,245,0,0,MissouriCallaway2021
365,267,97,1,0,0,0,108,59,42,0,0,156,209,0,MissouriCass2021
350,242,108,0,0,0,0,88,58,42,0,0,148,202,0,MissouriCedar2021
350,270,76,4,0,0,0,129,64,41,0,0,206,144,0,MissouriClay2021
245,221,24,0,0,0,0,97,50,38,0,0,245,0,0,MissouriClinton2021
365,300,65,0,0,0,0,84,55,38,0,0,188,135,42,MissouriGreene2021
365,132,228,5,0,0,0,147,68,53,0,5,0,319,41,MissouriJackson2021
360,298,62,0,0,0,0,93,58,38,0,0,218,0,142,MissouriJasper2021
365,244,116,4,1,0,0,164,62,44,0,0,145,210,10,MissouriJefferson2021
244,225,19,0,0,0,0,93,49,39,0,0,244,0,0,MissouriLincoln2021
365,359,6,0,0,0,0,71,44,32,0,0,363,0,2,MissouriMonroe2021
244,213,29,2,0,0,0,122,51,39,0,0,244,0,0,MissouriPerry2021
245,209,34,2,0,0,0,119,54,41,0,0,245,0,0,MissouriSaint Charles2021
365,251,111,3,0,0,0,126,61,42,0,20,153,192,0,MissouriSaint Louis2021
245,227,18,0,0,0,0,100,48,39,0,0,245,0,0,MissouriSainte Genevieve2021
365,114,244,6,1,0,0,187,71,55,0,1,50,305,9,MissouriSt. Louis City2021
109,84,25,0,0,0,0,74,56,30,0,0,0,109,0,MissouriStoddard2021
118,102,16,0,0,0,0,86,53,27,0,0,0,118,0,MissouriTaney2021
365,296,58,9,2,0,0,160,62,27,0,0,0,365,0,MontanaCascade2021
365,288,62,14,1,0,0,156,77,41,0,0,296,68,1,MontanaFergus2021
365,268,88,8,1,0,0,155,66,39,0,0,181,144,40,MontanaFlathead2021
365,243,107,14,1,0,0,158,78,41,2,5,0,358,0,MontanaGallatin2021
117,105,9,2,1,0,0,152,57,9,0,0,0,117,0,MontanaLake2021
365,249,99,14,3,0,0,156,77,44,0,0,218,147,0,MontanaLewis and Clark2021
365,125,223,11,6,0,0,177,79,56,0,0,0,362,3,MontanaLincoln2021
365,122,213,24,6,0,0,162,94,56,0,0,63,302,0,MontanaMissoula2021
361,292,64,5,0,0,0,146,66,36,0,0,260,96,5,MontanaPhillips2021
358,230,113,11,4,0,0,169,80,42,0,1,202,134,21,MontanaPowder River2021
117,101,13,3,0,0,0,133,63,12,0,0,0,117,0,MontanaPowell2021
358,268,67,18,5,0,0,159,76,28,0,0,0,358,0,MontanaRavalli2021
351,284,63,4,0,0,0,147,71,38,0,0,273,75,3,MontanaRichland2021
100,89,11,0,0,0,0,99,56,16,0,0,0,100,0,MontanaRoosevelt2021
363,266,83,12,2,0,0,155,74,38,0,6,171,113,73,MontanaRosebud2021
356,232,104,8,11,1,0,207,84,42,0,0,0,350,6,MontanaSanders2021
120,108,12,0,0,0,0,98,52,17,0,0,0,120,0,MontanaSheridan2021
365,256,89,14,6,0,0,163,80,33,0,0,0,325,40,MontanaSilver Bow2021
340,212,118,9,1,0,0,167,70,40,0,0,0,340,0,MontanaYellowstone2021
351,345,6,0,0,0,0,64,37,19,0,0,0,0,351,NebraskaCass2021
365,244,116,5,0,0,0,150,64,43,0,0,165,189,11,NebraskaDouglas2021
184,49,134,1,0,0,0,115,66,55,0,0,0,184,0,NebraskaGage2021
357,268,87,2,0,0,0,134,58,34,0,0,0,357,0,NebraskaHall2021
358,317,36,5,0,0,0,112,54,37,0,0,358,0,0,NebraskaKnox2021
276,246,30,0,0,0,0,84,53,37,0,0,201,75,0,NebraskaLancaster2021
336,226,108,2,0,0,0,120,61,41,0,0,0,336,0,NebraskaSarpy2021
332,294,38,0,0,0,0,82,53,21,0,0,0,332,0,NebraskaScotts Bluff2021
117,111,6,0,0,0,0,84,44,19,0,0,0,117,0,NebraskaThomas2021
109,83,25,1,0,0,0,125,59,37,0,0,0,109,0,NebraskaWashington2021
365,273,64,9,12,6,1,304,84,42,0,0,266,99,0,NevadaCarson City2021
362,271,81,9,1,0,0,159,74,44,0,0,362,0,0,NevadaChurchill2021
365,87,244,31,3,0,0,183,100,62,0,1,214,133,17,NevadaClark2021
365,279,53,7,20,6,0,279,91,24,0,0,0,365,0,NevadaDouglas2021
365,282,73,9,1,0,0,156,71,42,0,0,186,13,166,NevadaElko2021
270,196,67,7,0,0,0,133,74,41,0,0,270,0,0,NevadaLyon2021
365,336,28,1,0,0,0,105,44,23,0,0,0,0,365,NevadaNye2021
365,174,156,16,10,8,1,333,95,51,0,1,240,120,4,NevadaWashoe2021
364,280,82,2,0,0,0,133,61,44,0,0,356,8,0,NevadaWhite Pine2021
365,340,24,1,0,0,0,110,47,31,0,0,160,205,0,New HampshireBelknap2021
364,263,100,1,0,0,0,127,59,40,0,0,127,237,0,New HampshireCheshire2021
360,325,33,2,0,0,0,133,50,42,0,0,355,5,0,New HampshireCoos2021
365,313,51,1,0,0,0,106,53,36,0,0,201,164,0,New HampshireGrafton2021
365,328,35,2,0,0,0,144,51,37,0,0,317,48,0,New HampshireHillsborough2021
214,200,13,1,0,0,0,101,47,36,0,0,214,0,0,New HampshireMerrimack2021
365,285,76,4,0,0,0,147,58,40,0,0,199,165,1,New HampshireRockingham2021
362,290,72,0,0,0,0,96,56,37,0,0,202,160,0,New JerseyAtlantic2021
365,230,126,9,0,0,0,147,65,43,0,54,104,207,0,New JerseyBergen2021
365,188,173,4,0,0,0,120,67,49,0,9,138,218,0,New JerseyCamden2021
364,291,71,2,0,0,0,112,55,39,0,4,231,129,0,New JerseyCumberland2021
365,214,148,3,0,0,0,125,63,46,0,26,97,242,0,New JerseyEssex2021
297,238,57,2,0,0,0,101,59,40,0,0,226,71,0,New JerseyGloucester2021
365,216,146,3,0,0,0,126,64,44,0,46,98,221,0,New JerseyHudson2021
364,249,115,0,0,0,0,97,61,43,0,0,159,205,0,New JerseyHunterdon2021
365,193,165,7,0,0,0,130,67,48,0,0,139,226,0,New JerseyMercer2021
364,233,126,5,0,0,0,129,64,44,0,4,142,218,0,New JerseyMiddlesex2021
255,227,24,3,1,0,0,154,54,36,0,0,255,0,0,New JerseyMonmouth2021
363,327,36,0,0,0,0,97,49,36,0,8,317,38,0,New JerseyMorris2021
357,253,100,4,0,0,0,126,60,42,0,0,154,203,0,New JerseyOcean2021
261,243,18,0,0,0,0,80,48,37,0,0,261,0,0,New JerseyPassaic2021
365,157,207,1,0,0,0,139,66,52,0,34,0,331,0,New JerseyUnion2021
358,237,120,1,0,0,0,136,61,42,0,12,112,234,0,New JerseyWarren2021
365,60,284,19,2,0,0,171,92,63,0,0,147,118,100,New MexicoBernalillo2021
112,103,9,0,0,0,0,89,41,14,0,0,0,112,0,New MexicoCatron2021
121,110,11,0,0,0,0,74,48,24,0,0,0,121,0,New MexicoChaves2021
365,126,208,20,8,1,2,683,94,56,0,7,196,63,99,New MexicoDona Ana2021
365,219,120,25,1,0,0,166,93,47,0,2,357,6,0,New MexicoEddy2021
365,257,105,2,1,0,0,151,64,44,0,2,264,99,0,New MexicoLea2021
120,117,3,0,0,0,0,58,35,15,0,0,0,120,0,New MexicoLincoln2021
119,115,3,1,0,0,0,109,34,14,0,0,0,119,0,New MexicoLos Alamos2021
362,339,20,2,0,0,1,462,40,19,0,0,0,0,362,New MexicoLuna2021
363,276,86,1,0,0,0,143,64,44,0,0,360,3,0,New MexicoRio Arriba2021
365,237,120,8,0,0,0,126,77,46,0,1,360,0,4,New MexicoSan Juan2021
357,271,83,3,0,0,0,119,67,44,0,0,357,0,0,New MexicoSandoval2021
364,275,87,2,0,0,0,113,64,44,0,0,324,40,0,New MexicoSanta Fe2021
118,114,4,0,0,0,0,61,37,17,0,0,0,118,0,New MexicoSocorro2021
323,290,32,1,0,0,0,108,51,28,0,0,0,323,0,New MexicoTaos2021
356,295,59,2,0,0,0,136,58,43,0,0,356,0,0,New MexicoValencia2021
365,254,109,2,0,0,0,118,60,39,0,0,147,218,0,New YorkAlbany2021
365,214,143,7,1,0,0,156,68,47,0,17,109,239,0,New YorkBronx2021
361,300,60,1,0,0,0,105,57,38,0,0,318,43,0,New YorkChautauqua2021
341,323,17,1,0,0,0,129,46,34,0,0,341,0,0,New YorkDutchess2021
365,225,139,1,0,0,0,101,64,46,0,3,104,258,0,New YorkErie2021
365,310,54,1,0,0,0,101,58,40,0,0,337,28,0,New YorkEssex2021
358,343,15,0,0,0,0,100,44,33,0,0,358,0,0,New YorkHamilton2021
351,332,19,0,0,0,0,97,46,32,0,0,351,0,0,New YorkJefferson2021
365,233,131,0,1,0,0,154,61,42,0,0,0,365,0,New YorkKings2021
365,239,126,0,0,0,0,100,61,43,0,0,131,234,0,New YorkMonroe2021
360,291,68,1,0,0,0,118,54,32,0,0,0,360,0,New YorkNassau2021
365,245,113,6,1,0,0,155,63,43,0,0,148,217,0,New YorkNew York2021
357,330,26,1,0,0,0,108,48,34,0,0,357,0,0,New YorkNiagara2021
347,311,35,1,0,0,0,107,51,25,0,0,0,347,0,New YorkOneida2021
365,279,85,1,0,0,0,113,58,39,0,0,187,178,0,New YorkOnondaga2021
364,294,69,1,0,0,0,149,56,37,0,0,207,157,0,New YorkOrange2021
360,337,23,0,0,0,0,97,46,34,0,0,360,0,0,New YorkOswego2021
353,334,18,1,0,0,0,112,47,35,0,0,353,0,0,New YorkPutnam2021
365,215,141,8,1,0,0,154,67,47,0,13,112,240,0,New YorkQueens2021
364,264,94,6,0,0,0,149,61,42,0,0,159,205,0,New YorkRichmond2021
362,314,47,0,1,0,0,155,53,37,0,0,240,122,0,New YorkRockland2021
354,339,15,0,0,0,0,93,45,31,0,0,354,0,0,New YorkSaratoga2021
365,285,79,1,0,0,0,124,59,38,0,0,187,178,0,New YorkSteuben2021
365,281,73,10,1,0,0,154,58,42,0,0,247,118,0,New YorkSuffolk2021
360,334,25,1,0,0,0,105,48,35,0,0,360,0,0,New YorkTompkins2021
354,333,21,0,0,0,0,100,47,33,0,0,354,0,0,New YorkWayne2021
365,307,52,6,0,0,0,143,56,38,0,0,258,107,0,New YorkWestchester2021
245,212,33,0,0,0,0,80,54,41,0,0,245,0,0,North CarolinaAlexander2021
364,331,33,0,0,0,0,74,50,40,0,0,349,15,0,North CarolinaAvery2021
365,278,87,0,0,0,0,81,57,41,0,0,123,242,0,North CarolinaBuncombe2021
243,219,24,0,0,0,0,77,50,40,0,0,243,0,0,North CarolinaCaldwell2021
352,337,15,0,0,0,0,97,47,35,0,0,352,0,0,North CarolinaCarteret2021
250,240,10,0,0,0,0,80,47,38,0,0,244,0,6,North CarolinaCaswell2021
344,197,147,0,0,0,0,94,61,46,0,0,0,344,0,North CarolinaCatawba2021
365,227,137,1,0,0,0,107,64,44,0,0,124,241,0,North CarolinaCumberland2021
343,190,153,0,0,0,0,97,62,47,0,0,0,343,0,North CarolinaDavidson2021
365,238,127,0,0,0,0,90,59,44,0,0,116,249,0,North CarolinaDurham2021
363,292,71,0,0,0,0,90,55,38,0,0,171,192,0,North CarolinaEdgecombe2021
365,201,161,3,0,0,0,124,66,48,0,0,131,234,0,North CarolinaForsyth2021
245,213,32,0,0,0,0,90,54,42,0,0,245,0,0,North CarolinaGraham2021
242,237,5,0,0,0,0,67,46,38,0,0,242,0,0,North CarolinaGranville2021
365,245,120,0,0,0,0,100,62,44,0,0,154,209,2,North CarolinaGuilford2021
283,229,54,0,0,0,0,93,61,43,0,0,240,43,0,North CarolinaHaywood2021
107,102,5,0,0,0,0,56,43,22,0,0,0,107,0,North CarolinaHyde2021
100,75,25,0,0,0,0,73,56,38,0,0,0,100,0,North CarolinaJackson2021
365,240,125,0,0,0,0,97,60,44,0,0,104,261,0,North CarolinaJohnston2021
306,284,22,0,0,0,0,97,49,34,0,0,241,0,65,North CarolinaLenoir2021
243,205,38,0,0,0,0,97,58,42,0,0,243,0,0,North CarolinaLincoln2021
359,347,12,0,0,0,0,67,44,30,0,0,359,0,0,North CarolinaMacon2021
296,291,5,0,0,0,0,74,46,32,0,0,238,0,58,North CarolinaMartin2021
365,188,175,2,0,0,0,128,67,49,0,0,108,257,0,North CarolinaMecklenburg2021
356,296,60,0,0,0,0,82,53,31,0,0,0,356,0,North CarolinaMitchell2021
365,256,108,1,0,0,0,103,58,43,0,0,138,227,0,North CarolinaMontgomery2021
360,286,74,0,0,0,0,93,55,40,0,0,105,255,0,North CarolinaNew Hanover2021
363,270,93,0,0,0,0,94,57,34,0,4,0,359,0,North CarolinaNorthampton2021
245,220,25,0,0,0,0,90,51,41,0,0,245,0,0,North CarolinaPerson2021
360,288,72,0,0,0,0,81,55,39,0,0,137,223,0,North CarolinaPitt2021
239,200,39,0,0,0,0,90,58,43,0,0,239,0,0,North CarolinaRockingham2021
364,244,120,0,0,0,0,87,63,44,0,0,181,183,0,North CarolinaRowan2021
354,261,92,1,0,0,0,147,58,40,0,0,200,154,0,North CarolinaSwain2021
244,209,34,1,0,0,0,101,58,42,0,0,244,0,0,North CarolinaUnion2021
365,199,166,0,0,0,0,96,65,48,0,1,109,255,0,North CarolinaWake2021
240,186,54,0,0,0,0,90,61,44,0,0,240,0,0,North CarolinaYancey2021
364,299,60,3,2,0,0,161,67,37,0,0,291,73,0,North DakotaBillings2021
365,283,73,7,2,0,0,183,67,38,0,0,222,141,2,North DakotaBurke2021
365,265,83,12,5,0,0,183,70,38,0,3,124,235,3,North DakotaBurleigh2021
363,227,119,8,8,1,0,211,74,42,0,0,132,231,0,North DakotaCass2021
365,277,78,7,3,0,0,184,68,39,0,0,238,125,2,North DakotaDunn2021
356,286,62,6,2,0,0,183,72,36,0,0,237,116,3,North DakotaMcKenzie2021
365,279,77,5,4,0,0,174,68,38,0,2,218,145,0,North DakotaMercer2021
365,251,99,9,6,0,0,172,71,41,0,0,205,160,0,North DakotaOliver2021
360,284,62,10,4,0,0,173,67,37,0,1,180,179,0,North DakotaWard2021
365,260,105,0,0,0,0,87,61,42,0,0,178,187,0,OhioAllen2021
243,213,28,2,0,0,0,112,58,38,0,0,243,0,0,OhioAshtabula2021
113,91,22,0,0,0,0,77,55,27,0,0,0,113,0,OhioAthens2021
363,320,43,0,0,0,0,77,53,14,0,247,0,108,8,OhioBelmont2021
365,128,232,5,0,0,0,116,75,55,0,0,64,289,12,OhioButler2021
365,169,196,0,0,0,0,100,68,52,0,0,78,287,0,OhioClark2021
364,263,101,0,0,0,0,97,58,42,0,0,171,193,0,OhioClermont2021
240,209,31,0,0,0,0,84,54,39,0,0,240,0,0,OhioClinton2021
61,61,0,0,0,0,0,35,24,16,0,0,0,0,61,OhioColumbiana2021
365,100,261,4,0,0,0,115,77,57,0,0,75,284,6,OhioCuyahoga2021
240,222,18,0,0,0,0,77,49,38,0,0,240,0,0,OhioDelaware2021
360,339,21,0,0,0,0,90,48,36,0,0,360,0,0,OhioFayette2021
365,170,195,0,0,0,0,100,70,52,0,1,88,276,0,OhioFranklin2021
216,176,40,0,0,0,0,97,71,41,0,0,216,0,0,OhioGeauga2021
244,221,23,0,0,0,0,97,50,39,0,0,244,0,0,OhioGreene2021
365,109,251,5,0,0,0,140,77,56,0,6,58,301,0,OhioHamilton2021
232,216,16,0,0,0,0,68,42,5,175,0,0,54,3,OhioHarrison2021
358,123,232,2,1,0,0,157,74,55,0,0,49,309,0,OhioJefferson2021
245,225,20,0,0,0,0,97,49,38,0,0,245,0,0,OhioKnox2021
