State,County,age_adjusted_trend,crude_trend,latest_age_adjusted,latest_crude,rank
Virginia,Prince George,0.010000000000013401,0.09000000000002412,6.6,7.1,2471.5
Kansas,Ottawa,-0.009999999999953534,0.030000000000056218,6.7,8.3,2472.0
Minnesota,Kanabec,0.10999999999999055,0.18999999999999403,6.2,7.8,2474.0
Kentucky,Christian,-0.289999999999971,-0.23999999999996316,9.6,8.9,2475.5
North Carolina,Halifax,-0.2599999999999987,-0.21999999999999642,9.1,11.3,2478.0
Texas,Willacy,-0.10999999999996084,-0.07999999999996543,7.4,7.3,2480.5
Nebraska,Dixon,0.10000000000005273,0.1800000000000718,6.2,7.8,2481.0
New Mexico,Torrance,-0.05999999999995317,0.02000000000007234,7.0,8.7,2481.0
Pennsylvania,Mercer,-0.07999999999999552,-0.029999999999995728,7.2,8.9,2483.5
Kentucky,Knott,-0.3399999999999867,-0.17999999999998706,13.3,15.8,2485.0
Ohio,Williams,-0.1700000000000052,-0.11000000000000708,8.0,9.6,2485.5
Virginia,Newport News,-0.03999999999998556,0.010000000000021114,6.9,7.0,2486.0
Pennsylvania,Potter,-0.14000000000000964,-0.07000000000001211,7.7,10.2,2487.5
Minnesota,Freeborn,0.17999999999998786,0.28999999999999426,6.0,7.7,2488.5
Indiana,Vigo,-0.2299999999999654,-0.21999999999995992,8.6,9.1,2489.0
North Dakota,Ramsey,0.1300000000000112,0.2200000000000197,6.1,7.5,2491.0
Arkansas,Union,-0.1500000000000087,-0.140000000000009,7.8,9.2,2491.0
Alabama,Hale,-0.25000000000000744,-0.17000000000000381,8.9,10.8,2491.5
Pennsylvania,Fayette,-0.15000000000000954,-0.07000000000001289,7.8,9.7,2492.0
Mississippi,Clarke,-0.1899999999999406,-0.13999999999992643,8.1,10.0,2493.5
Tennessee,Marion,-0.2800000000000032,-0.22999999999999599,9.4,11.5,2494.5
Oklahoma,Payne,-0.1300000000000182,-0.08000000000001048,7.6,6.7,2495.0
Wisconsin,Clark,-0.059999999999976,-0.03999999999997116,7.0,8.3,2495.0
Colorado,Mesa,0.09000000000003282,0.2200000000000431,6.2,7.4,2502.0
Iowa,Fremont,0.020000000000020106,0.0700000000000206,6.5,8.3,2507.5
Iowa,Poweshiek,0.09000000000002427,0.1300000000000263,6.2,7.2,2508.0
Texas,Moore,-0.049999999999931405,0.04000000000008486,6.9,7.1,2508.0
Alabama,Covington,-0.22000000000001915,-0.20000000000002233,8.5,10.5,2508.0
Oregon,Malheur,-0.1599999999999158,-0.06999999999988468,7.8,8.7,2511.0
Tennessee,Weakley,-0.27000000000001967,-0.2600000000000216,9.2,10.1,2511.5
Kansas,Cowley,-0.07999999999994281,-0.0499999999999319,7.1,8.1,2512.0
Iowa,Calhoun,0.04000000000001699,0.11000000000002126,6.4,8.1,2513.0
Tennessee,Henry,-0.29000000000000903,-0.2600000000000143,9.5,12.1,2518.0
Alabama,Geneva,-0.279999999999996,-0.2499999999999923,9.3,11.4,2520.5
Alabama,Pickens,-0.2399999999999951,-0.22999999999998127,8.7,10.2,2521.5
North Carolina,Gates,-0.09999999999999246,7.52367587380147e-15,7.3,9.3,2523.0
Mississippi,Lauderdale,-0.1599999999999681,-0.11999999999996593,7.8,8.9,2523.0
Utah,Grand,0.21000000000003677,0.26000000000004453,5.9,7.0,2523.0
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,-0.16999999999997473,-0.03999999999996511,7.9,9.8,2523.5
Iowa,Buena Vista,0.06000000000004437,0.12000000000005824,6.3,7.1,2525.5
Texas,Coryell,-0.0799999999999805,-0.04999999999996205,7.1,6.4,2530.0
Arkansas,Woodruff,-0.26000000000002255,-0.18000000000002614,9.0,11.5,2531.5
Illinois,Clay,-0.15999999999999043,-0.14999999999999256,7.8,9.5,2536.0
Kansas,Republic,0.010000000000028628,0.040000000000033065,6.5,8.8,2538.5
Texas,Taylor,-0.039999999999963565,0.05000000000004553,6.8,7.0,2539.5
West Virginia,Mason,-0.3399999999999115,-0.3399999999998957,10.6,13.0,2541.0
Utah,Wayne,0.18999999999999395,0.2999999999999927,5.9,7.5,2541.0
Iowa,Adams,0.059999999999998256,0.16999999999999652,6.3,8.3,2541.5
Virginia,Accomack,-0.1800000000000037,-0.07999999999999564,8.0,10.6,2542.0
Tennessee,Moore,-0.2399999999999713,-0.19999999999997045,8.6,10.7,2544.0
Pennsylvania,Lawrence,-0.09000000000000166,-0.04000000000000186,7.2,9.0,2544.5
Florida,Levy,-0.30000000000003546,-0.2500000000000419,9.7,12.7,2545.0
California,Colusa,0.05000000000006017,0.11000000000008951,6.3,6.9,2547.5
Idaho,Cassia,-0.009999999999953137,0.03000000000007127,6.6,7.2,2548.5
Idaho,Madison,-0.0799999999999959,2.2568411358408865e-14,7.1,5.2,2550.0
Kentucky,Owsley,-0.35999999999996063,-0.35999999999995247,12.6,15.1,2550.5
Missouri,Warren,-0.1600000000000058,-0.18000000000000313,7.8,9.2,2551.0
Texas,Burleson,-0.06999999999996713,0.030000000000056752,7.0,8.9,2551.0
West Virginia,Upshur,-0.3399999999999336,-0.27999999999992736,10.5,12.4,2555.0
Arkansas,Independence,-0.200000000000016,-0.18000000000001065,8.2,9.5,2556.0
Texas,Rains,-0.11999999999998984,-0.07999999999997986,7.4,9.8,2560.5
California,Kern,-0.029999999999949976,0.010000000000066513,6.7,6.6,2562.0
Florida,Hernando,-0.2000000000000475,-0.10000000000005697,8.2,11.0,2564.0
Kansas,Morton,-0.009999999999975978,3.745737931543575e-14,6.6,8.2,2564.5
Kentucky,Ballard,-0.28999999999999526,-0.30999999999999905,9.3,11.4,2565.5
Utah,Iron,0.05000000000001496,0.09000000000002434,6.3,6.3,2566.5
New York,Chautauqua,-0.19999999999997797,-0.14999999999996208,8.1,9.8,2570.5
Missouri,Scott,-0.24999999999999986,-0.19000000000000206,8.7,10.3,2571.5
Iowa,Palo Alto,0.1200000000000273,0.2000000000000383,6.0,7.5,2572.5
Nebraska,Garden,0.09000000000003953,0.21000000000005153,6.1,8.5,2573.0
Georgia,Elbert,-0.24000000000002522,-0.22000000000002773,8.6,10.5,2574.0
Ohio,Columbiana,-0.23000000000003326,-0.21000000000004376,8.5,10.4,2575.0
Kansas,Greenwood,-0.08999999999996434,5.263302987941885e-14,7.1,9.7,2576.0
Oklahoma,Tillman,-0.19999999999998513,-0.169999999999967,8.1,9.8,2576.5
Kentucky,Todd,-0.3299999999999729,-0.2799999999999643,10.1,11.6,2577.0
Kansas,Allen,-0.09999999999997684,-0.04999999999997001,7.2,8.7,2577.5
Oklahoma,Atoka,-0.27000000000004215,-0.25000000000003786,9.0,10.7,2581.5
South Dakota,Custer,0.23000000000000323,0.4400000000000021,5.8,8.5,2582.5
Georgia,Madison,-0.1999999999999921,-0.14999999999998598,8.1,9.5,2585.0
North Carolina,Scotland,-0.2899999999999873,-0.27999999999998126,9.2,10.6,2588.0
Utah,Millard,0.11999999999999682,0.17000000000000481,6.0,7.1,2588.5
Texas,Lubbock,2.9977605604942394e-14,0.06000000000004437,6.5,6.3,2590.5
New Mexico,De Baca,-0.07999999999992725,1.2076213743215994e-13,7.0,9.8,2591.0
Ohio,Lorain,-0.12000000000002788,-0.060000000000021474,7.4,8.8,2591.5
Texas,Oldham,-0.07999999999993448,0.030000000000079383,7.0,8.2,2592.0
Montana,Petroleum,0.21999999999997494,0.4599999999999686,5.8,8.2,2593.5
Washington,Lewis,-0.04999999999997734,3.0913377588194553e-14,6.8,8.4,2595.5
Louisiana,Bossier,-0.12999999999995027,-0.07999999999995006,7.4,7.9,2596.5
Texas,Val Verde,0.020000000000027367,0.05000000000003006,6.4,6.6,2597.0
South Carolina,Pickens,-0.10000000000000003,-0.0799999999999878,7.2,7.6,2598.5
South Carolina,Fairfield,-0.1699999999999962,-0.11999999999999686,7.8,10.0,2599.0
South Dakota,Douglas,0.2100000000000063,0.30000000000000787,5.8,7.6,2599.5
Indiana,Owen,-0.27999999999998093,-0.2499999999999771,9.0,11.2,2599.5
Mississippi,Neshoba,-0.3099999999999546,-0.2699999999999529,9.5,10.7,2600.0
Minnesota,Nobles,0.09000000000000143,0.22000000000002742,6.1,7.1,2601.0
Texas,Schleicher,0.11000000000002881,0.2000000000000606,6.0,7.3,2601.5
Oklahoma,Carter,-0.16999999999999726,-0.1499999999999926,7.8,8.9,2602.0
Minnesota,Swift,0.09000000000000105,0.20000000000000798,6.1,7.8,2602.0
Kansas,Brown,-0.07999999999996579,-0.009999999999960277,7.0,8.8,2603.0
Pennsylvania,Elk,-0.06000000000000578,0.019999999999989308,6.9,8.9,2606.0
Iowa,Benton,0.11000000000002132,0.16000000000002845,6.0,7.3,2606.5
New Mexico,Curry,-0.039999999999955654,0.05000000000005292,6.7,6.7,2607.0
Kentucky,Breckinridge,-0.3299999999999957,-0.30999999999999056,10.0,12.2,2607.0
Texas,Hunt,-0.12999999999998038,-0.04999999999996176,7.4,8.3,2609.5
Kansas,Osborne,-0.019999999999982136,0.1000000000000243,6.6,8.8,2610.5
Indiana,Grant,-0.259999999999976,-0.2399999999999709,8.7,10.0,2610.5
Florida,Hendry,-0.3000000000001244,-0.2500000000001821,9.4,10.1,2611.5
Oklahoma,Harper,-0.10000000000002356,-0.009999999999999,7.2,8.9,2614.5
Montana,Teton,0.019999999999996878,0.029999999999995263,6.4,8.1,2615.0
Tennessee,Wayne,-0.32000000000001333,-0.28000000000001224,9.8,11.4,2616.5
Texas,Kleberg,0.050000000000038666,0.09000000000003963,6.2,5.8,2617.0
Colorado,Huerfano,0.13000000000005685,0.24000000000007826,5.9,8.6,2619.0
South Dakota,Sanborn,0.18000000000002608,0.3000000000000304,5.8,7.2,2620.5
Alabama,Marion,-0.2800000000000048,-0.2900000000000028,9.0,11.0,2620.5
Ohio,Huron,-0.23000000000001908,-0.21000000000002134,8.4,9.8,2621.5
South Dakota,Buffalo,-0.35999999999999127,-0.2999999999999859,10.8,10.4,2622.0
California,Kings,0.010000000000052056,0.05000000000006048,6.4,6.1,2624.0
Alaska,SKAGWAY MUNICIPALITY,0.13000000000001855,0.1900000000000169,5.9,6.4,2626.0
Ohio,Fulton,-0.1300000000000033,-0.04999999999999935,7.4,8.9,2627.5
Indiana,Fountain,-0.21999999999996625,-0.23999999999996294,8.2,9.9,2628.0
Utah,Emery,0.05000000000001546,0.10000000000002289,6.2,7.3,2629.0
Oklahoma,McCurtain,-0.31000000000001365,-0.28000000000001185,9.5,11.0,2629.0
Louisiana,Tangipahoa,-0.23999999999996444,-0.19999999999995452,8.4,9.1,2632.5
Mississippi,Stone,-0.23999999999997093,-0.0999999999999705,8.4,9.5,2633.5
Florida,Charlotte,-0.1500000000000242,0.0500000000000049,7.6,11.9,2634.0
Texas,Wharton,-0.09999999999996251,-0.019999999999936346,7.1,8.3,2634.0
Wyoming,Sweetwater,0.030000000000033663,0.11000000000004449,6.3,6.8,2634.5
South Dakota,Clay,0.1700000000000194,0.17000000000001939,5.8,4.9,2634.5
Missouri,Cape Girardeau,-0.11999999999998945,-0.06999999999998248,7.3,8.0,2638.0
Nebraska,Cheyenne,0.09000000000004782,0.20000000000006157,6.0,7.5,2640.5
Indiana,Cass,-0.24999999999997044,-0.1599999999999463,8.5,10.1,2641.0
Louisiana,Pointe Coupee,-0.22999999999997353,-0.14999999999996294,8.3,10.4,2643.0
California,Plumas,0.07000000000001978,0.19000000000003184,6.1,8.5,2643.0
Texas,Hutchinson,-0.10999999999997609,-0.029999999999957436,7.2,8.3,2643.5
Oregon,Josephine,-0.15999999999994494,-0.10999999999992285,7.6,10.0,2644.0
Missouri,Webster,-0.2600000000000143,-0.24000000000000937,8.7,9.9,2644.5
Kansas,Jewell,-0.13999999999995644,-0.10999999999994631,7.4,10.3,2649.5
Minnesota,Aitkin,0.06999999999998982,0.22999999999998763,6.1,9.1,2652.0
Mississippi,Tishomingo,-0.29999999999995547,-0.2499999999999478,9.1,11.1,2652.0
Kentucky,Pike,-0.3799999999999728,-0.3499999999999695,11.8,14.0,2652.5
Minnesota,Chippewa,0.119999999999997,0.21999999999999678,5.9,7.4,2653.0
Ohio,Ross,-0.2600000000000523,-0.21000000000005206,8.7,10.1,2653.5
Minnesota,Faribault,0.11999999999999697,0.2000000000000005,5.9,7.6,2654.0
Idaho,Benewah,-0.13999999999997148,-0.12999999999995782,7.4,9.6,2655.5
Kansas,Kingman,0.040000000000031614,0.08000000000004841,6.2,7.9,2657.0
Pennsylvania,Greene,-0.12000000000000503,-0.07000000000000481,7.3,8.6,2657.0
Iowa,Cedar,0.15000000000002267,0.2300000000000338,5.8,7.2,2657.5
Kansas,Wichita,0.06000000000006695,0.1700000000001036,6.1,7.7,2658.0
Iowa,Jasper,0.04000000000002403,0.10000000000003059,6.2,7.4,2660.0
Michigan,Alpena,-0.20000000000000043,-0.19000000000000206,8.0,10.3,2661.0
New York,St. Lawrence,-0.2199999999999978,-0.17999999999999589,8.2,9.2,2662.0
Missouri,Randolph,-0.23000000000000248,-0.19999999999999982,8.3,9.3,2664.0
North Dakota,Mercer,0.15000000000000727,0.29000000000000953,5.8,7.5,2665.5
Kentucky,Mason,-0.31999999999995926,-0.26999999999995244,9.4,11.2,2665.5
Missouri,Livingston,-0.22000000000000505,-0.13000000000000272,8.2,9.6,2666.0
South Dakota,Codington,0.14999999999999997,0.2500000000000003,5.8,6.9,2667.5
Missouri,Holt,-0.18000000000000413,-0.19000000000000972,7.8,10.2,2669.0
Ohio,Hancock,-0.10000000000000746,-0.02000000000001223,7.1,8.2,2669.0
Indiana,Delaware,-0.26999999999998137,-0.21999999999998276,8.7,9.1,2669.5
Iowa,Wayne,-0.10999999999999839,-0.09000000000000141,7.2,9.1,2669.5
Oklahoma,Lincoln,-0.20000000000000873,-0.15000000000000843,8.0,9.6,2670.0
Kentucky,Rockcastle,-0.37999999999998096,-0.3299999999999809,11.2,13.4,2670.0
Kentucky,Hart,-0.37999999999998785,-0.36999999999998157,11.2,13.0,2671.0
Arkansas,Hot Spring,-0.23000000000001086,-0.16000000000001463,8.3,9.9,2671.0
Kentucky,Boyd,-0.30999999999998434,-0.2699999999999891,9.3,11.2,2671.5
Iowa,Worth,0.06000000000002883,0.14000000000004012,6.1,7.6,2672.0
Oklahoma,Craig,-0.29000000000001785,-0.27000000000001345,9.0,10.7,2674.0
Tennessee,Hamblen,-0.3099999999999913,-0.3099999999999771,9.3,10.9,2674.0
Texas,Jim Wells,4.516272667035713e-14,0.06000000000005879,6.4,7.1,2675.0
Ohio,Morrow,-0.2200000000000279,-0.18000000000004138,8.2,9.8,2675.0
Florida,Okaloosa,-0.10000000000001817,-0.10000000000003888,7.1,7.8,2675.0
Oklahoma,Pittsburg,-0.2300000000000185,-0.21000000000002134,8.3,9.8,2676.0
Texas,Nueces,0.060000000000020356,0.12000000000003543,6.1,6.6,2676.0
Illinois,Edgar,-0.1299999999999577,-0.04999999999994706,7.3,9.3,2678.0
Wyoming,Johnson,3.7570587074247e-14,0.10000000000004568,6.4,8.5,2678.0
Indiana,Elkhart,-0.21999999999994507,-0.1799999999999281,8.1,8.9,2678.5
Colorado,Saguache,-0.01999999999995182,0.040000000000070146,6.5,8.8,2679.5
Indiana,Starke,-0.2899999999999725,-0.2399999999999635,8.9,10.8,2680.5
Illinois,Bond,-0.1299999999999657,-0.04999999999995514,7.3,8.7,2680.5
Illinois,Wabash,-0.1299999999999657,-0.039999999999956876,7.3,9.1,2680.5
Mississippi,Alcorn,-0.25999999999996076,-0.24999999999996186,8.5,9.9,2681.0
Ohio,Cuyahoga,-0.13999999999999488,-0.08999999999999396,7.4,8.5,2683.5
West Virginia,Ohio,-0.2299999999999354,-0.18999999999992526,8.2,9.9,2684.0
Oregon,Lake,-0.18999999999994188,-0.19999999999992482,7.8,10.2,2685.0
Oregon,Gilliam,-0.0799999999999656,-0.009999999999953536,6.9,9.6,2686.0
Kentucky,Pulaski,-0.3599999999999923,-0.32999999999998075,10.3,12.3,2688.5
Texas,Smith,-0.07999999999997208,-0.00999999999996034,6.9,7.7,2689.0
Oklahoma,McIntosh,-0.3000000000000232,-0.2600000000000361,9.1,11.9,2690.0
Pennsylvania,Warren,-0.09000000000000914,-0.030000000000010917,7.0,9.1,2691.0
Kentucky,Whitley,-0.37999999999996503,-0.39999999999996183,10.8,11.8,2691.0
Kansas,Wallace,0.050000000000038486,0.1400000000000475,6.1,7.9,2691.0
South Dakota,McPherson,0.02000000000000391,0.10999999999999849,6.3,8.6,2691.5
Kentucky,Caldwell,-0.31999999999999806,-0.2699999999999984,9.4,11.5,2692.5
West Virginia,Fayette,-0.37999999999993456,-0.3399999999999258,10.7,13.1,2692.5
Virginia,Pulaski,-0.1400000000000094,-0.11000000000001335,7.4,9.3,2693.5
Oklahoma,Mayes,-0.26000000000002954,-0.2500000000000303,8.6,10.1,2694.0
Iowa,Audubon,1.5224441411817994e-14,0.050000000000014894,6.4,8.4,2694.0
Illinois,Winnebago,-0.10999999999996087,-0.07999999999994215,7.1,8.3,2695.0
Florida,Sumter,-0.050000000000014776,0.1500000000000016,6.7,12.1,2695.0
Indiana,Greene,-0.2599999999999763,-0.27999999999997294,8.5,10.3,2695.0
Missouri,Miller,-0.24999999999998396,-0.20999999999998395,8.4,10.2,2696.5
Kansas,Logan,-0.019999999999982334,0.060000000000022084,6.5,8.2,2696.5
Tennessee,Pickett,-0.3600000000000215,-0.32000000000002904,10.3,13.9,2697.5
Louisiana,Madison,-0.3799999999999513,-0.32999999999995117,10.7,11.4,2697.5
South Carolina,Dillon,-0.3200000000000115,-0.25000000000001493,9.4,10.9,2699.5
South Dakota,Hutchinson,0.13000000000001036,0.2200000000000119,5.8,7.4,2701.5
California,Shasta,-0.01999999999998958,0.020000000000019585,6.5,7.9,2701.5
Arizona,Navajo,-0.2900000000000091,-0.17000000000000529,8.9,10.7,2703.0
Georgia,Wheeler,-0.3199999999999821,-0.25999999999997664,9.3,9.6,2703.5
Virginia,Surry,-0.1300000000000029,-0.040000000000002096,7.3,9.7,2705.0
Indiana,Jefferson,-0.2299999999999815,-0.17999999999997218,8.2,9.6,2708.0
Kansas,Barber,-0.10999999999997648,-0.049999999999961534,7.1,9.4,2709.0
Georgia,Taylor,-0.32000000000003476,-0.23000000000003262,9.4,11.7,2710.5
Iowa,Clay,0.03000000000002548,0.11000000000002824,6.2,7.7,2711.0
Pennsylvania,Susquehanna,-0.11999999999999657,-0.04000000000000105,7.2,9.5,2713.5
Iowa,Osceola,0.010000000000021544,0.13000000000002515,6.3,8.2,2715.0
Texas,Blanco,0.010000000000021544,0.12000000000004243,6.3,8.6,2715.0
Texas,Randall,0.09000000000002478,0.16000000000004408,5.9,6.4,2716.5
Oklahoma,Bryan,-0.2400000000000167,-0.19000000000000952,8.3,9.3,2717.0
North Carolina,Martin,-0.21999999999999764,-0.11999999999999746,8.1,10.6,2717.5
Kentucky,Lee,-0.40000000000006947,-0.4200000000000575,13.8,15.8,2718.0
Kentucky,Monroe,-0.38999999999998747,-0.3299999999999816,10.9,13.2,2723.0
South Dakota,Perkins,0.1200000000000044,0.2899999999999938,5.8,7.9,2723.5
New Mexico,Otero,-0.049999999999946594,6.875413624733989e-14,6.6,7.4,2726.5
Illinois,Macoupin,-0.14999999999997765,-0.07999999999996588,7.4,9.2,2726.5
Oklahoma,Murray,-0.21000000000001418,-0.19000000000000364,8.0,9.7,2728.0
South Carolina,Laurens,-0.20000000000000767,-0.1500000000000085,7.9,9.3,2728.5
Minnesota,Martin,0.11999999999999661,0.18999999999999345,5.8,7.5,2729.0
Minnesota,Renville,0.11999999999999661,0.21000000000000613,5.8,7.3,2729.0
Oklahoma,Dewey,-0.17999999999999652,-0.099999999999993,7.7,9.3,2729.5
Tennessee,Grainger,-0.35999999999999177,-0.37999999999998146,10.0,12.3,2732.0
Alabama,Monroe,-0.31999999999998946,-0.24999999999999167,9.2,11.4,2734.0
Pennsylvania,Union,-0.059999999999991484,0.030000000000018307,6.7,7.4,2734.0
Illinois,Alexander,-0.3099999999999227,-0.2399999999999114,9.0,11.8,2736.5
Colorado,Weld,0.18000000000003372,0.20000000000004547,5.6,5.7,2736.5
New York,Orleans,-0.24999999999996256,-0.16999999999995183,8.3,9.9,2737.0
Nevada,Elko,-0.0899999999999564,-0.029999999999934825,6.9,7.3,2737.0
Tennessee,Greene,-0.3299999999999959,-0.2899999999999951,9.4,11.7,2738.5
Ohio,Lucas,-0.20000000000003015,-0.1600000000000282,7.9,9.0,2739.5
Ohio,Portage,-0.12000000000002757,-0.05000000000002311,7.2,8.0,2740.0
Texas,Kaufman,-0.04999999999997702,-0.07999999999995752,6.6,6.7,2741.5
South Dakota,Miner,0.14000000000000887,0.23000000000001855,5.7,7.4,2745.0
West Virginia,Summers,-0.39999999999992475,-0.35999999999990845,10.8,14.0,2747.0
Alabama,Choctaw,-0.29000000000000997,-0.22000000000001232,8.8,11.3,2747.5
Kentucky,McCracken,-0.25999999999998247,-0.2399999999999879,8.4,10.1,2748.5
Oklahoma,Okmulgee,-0.28000000000002523,-0.29000000000001686,8.7,10.1,2748.5
Louisiana,Plaquemines,-0.18999999999994124,-0.13999999999993334,7.7,8.4,2750.5
Minnesota,St. Louis,0.13999999999998677,0.21999999999998196,5.7,6.6,2751.0
Tennessee,Decatur,-0.3400000000000024,-0.3600000000000152,9.6,12.2,2752.5
Maine,York,0.0099999999999606,0.07999999999995665,6.3,7.8,2753.5
Washington,Kittitas,0.05999999999998296,0.0799999999999875,6.0,6.1,2755.5
Minnesota,Cottonwood,0.10999999999998339,0.1599999999999757,5.8,7.3,2759.5
Alabama,Calhoun,-0.2399999999999941,-0.22999999999999496,8.2,9.4,2760.0
Pennsylvania,Wayne,-0.08999999999999359,-0.029999999999995728,6.9,8.9,2762.0
Montana,Powder River,0.01999999999999719,0.1900000000000024,6.2,8.7,2762.0
Vermont,Franklin,-0.01000000000001361,0.04999999999998527,6.4,7.5,2762.5
Missouri,Taney,-0.22999999999998105,-0.13999999999996376,8.1,10.1,2764.0
Texas,Hansford,-0.18999999999997844,-0.08999999999994059,7.7,8.7,2766.5
Texas,Bee,-0.10999999999993025,-0.06999999999992887,7.0,6.8,2767.0
Minnesota,Pipestone,0.07999999999999595,0.1699999999999969,5.9,7.4,2767.5
Minnesota,Big Stone,0.07999999999999595,0.1599999999999912,5.9,8.0,2767.5
Vermont,Essex,-0.15000000000001534,-0.12000000000001967,7.4,10.1,2768.5
Pennsylvania,Lycoming,-0.09000000000000137,-0.040000000000001694,6.9,8.2,2769.0
Ohio,Erie,-0.15000000000002292,-0.10000000000002277,7.4,9.3,2770.5
Tennessee,Lawrence,-0.35999999999999116,-0.3399999999999871,9.8,11.4,2771.5
Oregon,Coos,-0.16999999999994417,-0.12999999999991999,7.5,9.9,2772.0
Iowa,Harrison,2.2282882395828235e-14,0.05000000000002997,6.3,7.8,2772.5
Tennessee,Marshall,-0.2899999999999944,-0.27999999999998865,8.7,9.9,2775.5
Idaho,Twin Falls,1.505050008418264e-14,0.07000000000003488,6.3,7.0,2778.5
California,Mendocino,-0.03999999999997157,0.1100000000000591,6.5,8.4,2778.5
Iowa,Shelby,0.030000000000032535,0.06000000000003617,6.1,7.8,2779.0
New York,Oswego,-0.2199999999999976,-0.13999999999998683,8.0,9.3,2779.0
Texas,Yoakum,7.766624929978409e-15,0.04000000000003952,6.3,6.6,2780.5
Alabama,Morgan,-0.18999999999999503,-0.1499999999999857,7.7,9.0,2781.5
Iowa,Lyon,0.07000000000001244,0.1200000000000123,5.9,7.0,2783.0
Kentucky,Henry,-0.3599999999999621,-0.3399999999999572,9.7,11.5,2784.0
Oklahoma,Ottawa,-0.32000000000001305,-0.33000000000000396,9.1,10.4,2790.0
Alabama,Dale,-0.20000000000000118,-0.14999999999999336,7.8,8.9,2790.0
Oklahoma,Johnston,-0.29000000000001785,-0.2800000000000184,8.7,10.2,2793.0
Georgia,Macon,-0.3200000000000203,-0.2900000000000175,9.1,10.3,2794.0
Mississippi,Wayne,-0.2499999999999632,-0.1799999999999573,8.2,9.6,2795.0
Oklahoma,Woods,-0.08000000000001878,-0.02000000000001243,6.8,7.1,2795.5
Oklahoma,Hughes,-0.32000000000002826,-0.2900000000000248,9.1,10.4,2797.0
Missouri,Chariton,-0.20000000000001536,-0.1900000000000166,7.8,10.2,2799.0
Arkansas,Madison,-0.30000000000001603,-0.300000000000008,8.8,10.6,2799.0
Texas,Grayson,-0.10999999999998356,-0.0399999999999636,7.0,8.2,2799.0
Kentucky,Martin,-0.4199999999999217,-0.3499999999999005,11.2,12.5,2800.0
Iowa,Buchanan,0.04000000000002432,0.11000000000002903,6.0,7.2,2802.5
New Mexico,Colfax,-0.009999999999930561,0.08000000000009434,6.3,8.6,2802.5
Idaho,Lincoln,-0.09999999999997015,-0.009999999999937986,6.9,7.7,2803.0
Kentucky,Carroll,-0.4099999999999621,-0.36999999999995314,10.7,12.1,2805.5
Ohio,Adams,-0.3900000000000558,-0.3500000000000688,10.3,12.3,2805.5
Florida,Citrus,-0.3000000000000455,-0.2000000000000379,8.8,13.1,2806.0
Indiana,Knox,-0.26999999999998314,-0.21999999999997424,8.4,9.6,2807.5
Minnesota,Mille Lacs,0.029999999999987533,0.06999999999998902,6.1,7.3,2808.0
Texas,Young,-0.14999999999997782,-0.0999999999999619,7.3,8.9,2808.0
Montana,Fergus,0.029999999999980282,0.0699999999999743,6.1,7.9,2809.0
Missouri,Carroll,-0.2599999999999908,-0.24999999999999256,8.3,10.3,2811.0
South Dakota,Lawrence,0.18000000000000296,0.29000000000000165,5.5,6.7,2812.0
Kentucky,Gallatin,-0.37999999999995804,-0.3199999999999531,9.9,11.1,2814.5
Kentucky,Harlan,-0.4399999999999494,-0.41999999999994475,14.2,16.8,2815.5
Georgia,Mitchell,-0.3100000000000141,-0.2300000000000111,8.9,10.2,2815.5
Idaho,Bannock,-0.00999999999996827,0.010000000000036311,6.3,6.6,2815.5
Kansas,Lyon,-0.07999999999994324,-0.029999999999935443,6.7,7.0,2816.0
Missouri,Callaway,-0.15999999999999812,-0.10999999999999836,7.4,8.3,2816.5
Nevada,Storey,-0.029999999999957373,0.020000000000057902,6.4,9.3,2817.0
Pennsylvania,Columbia,-0.11000000000000641,-0.09000000000000168,7.0,8.0,2819.0
Missouri,Crawford,-0.3599999999999919,-0.3299999999999889,9.6,11.8,2819.5
Minnesota,Grant,0.10999999999998333,0.16999999999996712,5.7,7.3,2823.0
South Dakota,Turner,0.13000000000000336,0.21000000000000635,5.6,7.0,2823.5
Iowa,Dubuque,0.08000000000002656,0.10000000000003016,5.8,6.6,2823.5
Colorado,Montezuma,-0.029999999999972753,0.040000000000039546,6.4,8.2,2827.0
Pennsylvania,Huntingdon,-0.139999999999994,-0.10999999999999101,7.2,8.6,2827.5
Georgia,Montgomery,-0.24000000000001057,-0.17999999999999658,8.1,9.1,2828.5
South Dakota,Edmunds,0.1600000000000213,0.2600000000000211,5.5,7.1,2831.0
Kentucky,Barren,-0.4099999999999836,-0.3799999999999727,10.5,12.3,2832.0
California,Imperial,0.05000000000003773,0.10000000000004569,5.9,6.1,2832.0
Oklahoma,Washita,-0.1500000000000001,-0.09999999999999205,7.3,8.8,2832.5
Alaska,Chugach,0.7999999999999079,0.9999999999998864,5.3,6.1,2834.5
New York,Seneca,-0.18999999999998626,-0.13999999999997925,7.6,9.1,2835.0
Georgia,Meriwether,-0.29000000000001797,-0.30000000000002264,8.6,10.5,2836.0
Kansas,Coffey,-0.02999999999998073,2.2678321828251662e-14,6.4,8.1,2836.0
Missouri,Nodaway,-0.21999999999999678,-0.17999999999999533,7.9,7.4,2836.5
Kansas,Wilson,-0.17999999999995706,-0.10999999999994654,7.5,9.6,2837.0
Arkansas,Grant,-0.16000000000002143,-0.1600000000000217,7.4,8.7,2837.5
