State,County,age_adjusted_trend,crude_trend,latest_age_adjusted,latest_crude,rank
South Dakota,Todd,0.4300000000000258,0.3600000000000278,13.7,12.7,20.0
Kentucky,Wolfe,0.32000000000005,0.46000000000005103,15.8,18.9,34.0
Florida,Hamilton,0.20000000000008505,0.30000000000007365,11.1,12.5,135.5
Missouri,Oregon,0.1900000000000019,0.2999999999999923,11.3,14.4,135.5
South Dakota,Shannon,0.1500000000000161,0.1800000000000267,13.0,12.0,156.0
South Dakota,Mellette,0.160000000000007,0.2800000000000112,11.3,12.8,171.5
South Dakota,Jackson,0.2100000000000137,0.36000000000002225,10.6,11.7,175.0
Kentucky,Jackson,0.13000000000004824,0.2500000000000456,13.6,15.9,183.5
Missouri,Knox,0.3799999999999959,0.489999999999995,10.1,12.7,189.0
Texas,King,1.3299999999999599,1.7099999999999627,9.9,12.3,202.5
Texas,Newton,0.369999999999997,0.5400000000000034,10.0,12.2,212.0
Texas,San Augustine,0.3300000000000333,0.4900000000000479,10.0,13.4,215.0
Arkansas,Lafayette,0.20999999999996963,0.41999999999995913,10.0,13.0,265.0
Texas,Jasper,0.4000000000000241,0.6000000000000385,9.6,11.8,290.5
South Dakota,Dewey,0.22999999999999607,0.3099999999999986,9.8,10.1,290.5
Texas,Foard,0.6400000000000704,1.010000000000098,9.5,13.0,297.0
Missouri,Clark,0.2500000000000007,0.39999999999999203,9.7,12.1,306.0
Tennessee,Sequatchie,0.1300000000000029,0.32000000000000534,10.4,12.9,307.5
Texas,Cochran,0.3700000000000734,0.4200000000001106,9.5,10.8,313.5
Georgia,Treutlen,0.1499999999999701,0.2099999999999668,10.1,11.6,315.0
Louisiana,Claiborne,0.09000000000002478,0.2000000000000222,10.9,12.6,338.0
Missouri,Lewis,0.22000000000000433,0.3000000000000078,9.5,10.9,359.0
Texas,Wilbarger,0.4000000000000382,0.5400000000000567,9.3,10.8,359.5
Missouri,Cedar,0.12000000000001229,0.16000000000000666,10.1,12.7,365.0
Mississippi,Tunica,0.3700000000000734,0.44000000000007816,9.3,9.9,366.0
Texas,Swisher,0.29000000000006965,0.35000000000009973,9.2,10.2,406.5
Louisiana,East Carroll,0.04000000000010056,0.15000000000009853,13.7,14.8,419.0
Missouri,Stoddard,0.10000000000000026,0.20999999999999877,9.9,11.9,457.5
Arkansas,Chicot,0.09999999999999303,0.26999999999999,9.9,12.3,458.5
Texas,Presidio,0.2300000000000264,0.3200000000000206,9.1,11.1,461.0
Texas,Dallam,0.7100000000000913,0.7800000000001095,8.9,9.2,477.5
Missouri,Howell,0.08000000000001124,0.130000000000012,10.1,12.0,481.0
Florida,Bradford,0.050000000000022644,0.1500000000000221,10.4,11.8,512.5
Texas,Tyler,0.2600000000000063,0.44000000000002537,8.9,10.9,519.5
Kentucky,Lewis,0.020000000000027357,0.16000000000003503,13.5,16.2,521.0
Texas,Dimmit,0.4800000000000492,0.530000000000057,8.8,9.8,522.0
Missouri,Mercer,0.24000000000002486,0.4000000000000386,8.9,11.4,528.5
Ohio,Meigs,0.03999999999997845,0.12999999999998033,10.7,13.1,536.5
Missouri,Barton,0.08000000000001876,0.1600000000000209,9.8,12.0,537.5
Arkansas,St. Francis,0.09000000000000895,0.1400000000000171,9.7,10.7,538.0
Ohio,Pike,0.03999999999994105,0.11999999999993524,10.7,12.6,539.5
Georgia,Lanier,0.1100000000000136,0.19000000000001588,9.4,10.2,542.5
Florida,Calhoun,0.04999999999998327,0.14999999999999292,10.3,11.9,546.5
Missouri,Shelby,0.1400000000000015,0.29000000000000287,9.1,11.5,566.0
Missouri,McDonald,0.030000000000018307,0.1500000000000298,10.6,12.2,574.5
Texas,Briscoe,0.35000000000003073,0.63000000000005,8.7,11.4,585.5
Maine,Washington,0.14999999999994704,0.3299999999999344,9.0,11.8,586.5
Arkansas,Stone,0.03999999999999322,0.16999999999999715,10.2,13.8,593.0
Missouri,Caldwell,0.09000000000000959,0.21000000000002084,9.4,11.5,595.5
Tennessee,Hancock,0.009999999999991498,0.11999999999998223,12.4,15.3,598.5
Missouri,Gentry,0.11000000000002876,0.22000000000002826,9.1,11.0,623.0
Missouri,Dallas,0.050000000000007254,0.08000000000000299,9.8,12.0,627.5
Montana,Liberty,0.2799999999999578,0.4799999999999502,8.6,10.7,638.0
Alabama,Bullock,0.040000000000039906,0.1800000000000564,9.8,11.1,641.5
Louisiana,Concordia,9.168427290131244e-14,0.09000000000009988,11.0,12.6,646.0
Texas,Terry,0.2500000000000538,0.3000000000000845,8.6,9.3,646.0
Missouri,Audrain,0.08000000000000307,0.17000000000000473,9.3,10.8,660.5
Florida,Washington,1.9247615304285408e-14,0.050000000000003535,11.0,12.5,665.0
Indiana,Parke,0.04000000000003947,0.1500000000000377,9.7,11.6,669.0
Texas,Wheeler,0.2800000000000335,0.4600000000000586,8.5,10.6,677.0
Texas,Hudspeth,0.16000000000005918,0.2100000000000604,8.7,8.8,677.5
Missouri,Hickory,0.030000000000018505,0.1600000000000135,9.9,14.2,677.5
Texas,Dawson,0.15000000000006014,0.15000000000008382,8.7,9.0,684.5
Pennsylvania,Cameron,0.25999999999999146,0.47999999999998794,8.5,11.8,686.0
Texas,Collingsworth,0.25000000000003836,0.48000000000008697,8.5,10.5,688.0
Missouri,Ozark,-3.086580440372903e-14,0.059999999999951904,11.0,15.1,689.0
Florida,Lafayette,-7.013036610510139e-14,0.19999999999993504,11.0,12.1,691.0
Texas,Angelina,0.17000000000002738,0.28000000000005654,8.6,9.8,707.0
Texas,Cass,0.12000000000000471,0.19000000000000222,8.8,11.0,715.0
Ohio,Ashtabula,0.019999999999959436,0.11999999999995144,10.0,12.0,718.0
Texas,Houston,0.050000000000023026,0.1500000000000452,9.3,11.6,730.5
Virginia,Radford,0.09999999999997758,0.0699999999999898,8.9,6.7,730.5
Missouri,St. Francois,0.05000000000001544,0.10000000000002289,9.3,10.4,734.5
Texas,Falls,0.09000000000002578,0.17000000000005028,8.9,10.2,740.5
Missouri,Vernon,0.04999999999999986,0.1299999999999958,9.3,11.1,747.5
Texas,Upshur,0.23000000000001825,0.29000000000003295,8.4,10.0,749.5
Georgia,Baker,0.12000000000001161,0.32000000000002027,8.7,11.3,757.5
Texas,Live Oak,0.41000000000005193,0.6300000000000722,8.3,10.1,759.0
Arkansas,Searcy,0.009999999999968166,0.16999999999995927,10.0,13.2,767.0
Virginia,Lee,-0.010000000000021596,0.1399999999999781,10.5,13.0,786.0
Texas,Potter,0.17000000000004312,0.31000000000006767,8.4,8.9,796.5
South Carolina,Marion,0.07999999999998846,0.18999999999998585,8.9,10.9,796.5
Louisiana,Webster,-0.01999999999996788,0.09000000000003933,10.4,12.5,811.5
Maine,Somerset,0.039999999999924776,0.1499999999999164,9.2,11.6,824.5
Mississippi,Franklin,0.06000000000005196,0.1400000000000555,8.9,10.9,824.5
Texas,Jack,0.11000000000002101,0.19000000000005382,8.6,9.7,825.0
Florida,Glades,-2.037511728211715e-14,0.24999999999995975,9.9,13.1,827.5
Missouri,Lawrence,0.020000000000019516,0.040000000000031156,9.4,11.1,828.5
Missouri,Atchison,0.19000000000001716,0.27000000000002056,8.3,10.8,833.0
West Virginia,Calhoun,-0.04999999999991662,0.08000000000009384,12.4,16.2,834.5
Indiana,Blackford,0.010000000000021334,0.05000000000002251,9.5,11.7,837.0
Oklahoma,Seminole,-2.244271809690804e-14,0.03999999999998002,9.8,11.3,853.5
Missouri,Jasper,0.08000000000002545,0.1000000000000376,8.7,9.5,863.5
Idaho,Butte,0.5500000000000156,0.7600000000000284,8.1,10.7,864.5
West Virginia,Pocahontas,-0.04999999999993206,0.1300000000000783,11.1,14.6,866.5
New Mexico,Catron,0.43000000000004135,0.7900000000000631,8.1,12.9,867.5
Kentucky,Magoffin,-0.050000000000007386,0.07999999999999519,13.4,15.9,868.0
Nevada,Eureka,0.4100000000000376,0.6400000000000557,8.1,10.0,872.5
Minnesota,Mahnomen,0.10999999999998396,0.12999999999998832,8.5,10.0,877.0
Texas,Real,0.09000000000001596,0.330000000000048,8.6,12.4,877.0
Virginia,Hopewell,0.03999999999997943,0.0999999999999923,9.0,10.0,885.5
Texas,Nolan,0.2600000000000597,0.3600000000000821,8.1,9.5,899.5
Mississippi,Montgomery,0.020000000000035385,0.10000000000003792,9.1,11.4,906.0
Missouri,Pike,0.03999999999999399,0.1699999999999967,8.9,10.4,911.5
Missouri,Bates,0.030000000000018307,0.11000000000002153,9.0,10.9,915.0
Montana,Prairie,0.6599999999999915,1.1199999999999832,8.0,11.7,925.0
Texas,Edwards,0.4400000000000318,0.7800000000000725,8.0,11.4,929.0
Texas,Liberty,0.08000000000003267,0.09000000000005483,8.5,8.8,941.0
Texas,Shelby,0.010000000000029234,0.13000000000004902,9.1,10.7,942.0
Texas,Trinity,0.050000000000014956,0.12000000000002826,8.7,11.7,953.5
Texas,Walker,0.1800000000000328,0.2100000000000514,8.1,7.8,955.5
Virginia,Covington,0.06000000000001396,0.09000000000001632,8.6,10.3,964.0
Texas,Polk,0.09000000000001628,0.22000000000004263,8.4,10.3,966.5
Missouri,Pemiscot,-0.0599999999999978,0.030000000000003243,10.9,12.8,971.5
Colorado,Crowley,0.23000000000005644,0.2800000000000796,8.0,7.8,976.0
Ohio,Brown,0.009999999999975232,0.08999999999997188,9.1,10.9,983.0
Alabama,Escambia,-0.029999999999988636,0.020000000000011668,9.8,11.3,984.5
Ohio,Hocking,0.009999999999953098,0.11999999999994324,9.1,11.1,986.0
Texas,Hamilton,0.08000000000004091,0.1800000000000573,8.4,10.9,986.5
Iowa,Van Buren,0.40000000000003055,0.5200000000000431,7.9,10.0,997.5
Missouri,Butler,-0.05000000000000054,0.020000000000003775,10.2,12.1,1000.0
Arkansas,Lee,-0.04999999999996903,0.020000000000036277,10.0,11.5,1008.0
Texas,Leon,0.07999999999999528,0.160000000000007,8.4,11.0,1010.5
Florida,Franklin,-0.05000000000002537,0.049999999999972844,10.1,12.6,1032.0
Nevada,Mineral,-0.009999999999952545,0.12000000000005734,9.1,11.8,1037.0
Texas,Jeff Davis,0.7400000000000403,1.3400000000000793,7.8,12.1,1048.0
Missouri,Grundy,0.03999999999997763,0.15999999999997433,8.6,10.7,1049.0
Missouri,St. Clair,-0.029999999999996356,0.009999999999997412,9.5,12.6,1054.0
Arkansas,Ashley,-0.0299999999999735,0.11000000000003553,9.4,11.6,1056.5
Utah,Piute,0.41000000000005976,0.5000000000000846,7.8,10.4,1059.0
Virginia,Tazewell,-8.129980226729415e-15,0.07999999999997955,9.0,11.2,1059.5
Louisiana,Avoyelles,-0.06999999999993593,0.020000000000072942,10.3,11.7,1059.5
Virginia,Westmoreland,0.18000000000001057,0.32000000000002043,7.9,10.5,1083.5
Iowa,Appanoose,0.2700000000000195,0.4300000000000258,7.8,10.0,1087.0
Maine,Oxford,0.0699999999999666,0.17999999999995825,8.3,10.6,1089.0
California,Trinity,0.17000000000002713,0.3400000000000463,7.9,11.0,1089.5
Missouri,Carter,-0.03999999999997135,0.010000000000029423,9.4,11.5,1094.5
Virginia,Smyth,-0.02000000000000483,0.049999999999992634,9.1,11.2,1116.0
Oklahoma,Okfuskee,-0.08000000000002547,0.009999999999976255,10.5,12.1,1140.0
Arkansas,Izard,-0.010000000000005574,0.019999999999989544,8.9,11.4,1142.5
Texas,Robertson,0.1800000000000336,0.36000000000005994,7.8,9.6,1143.0
Virginia,Prince Edward,0.11000000000000563,0.13000000000001063,8.0,7.9,1151.0
Tennessee,Chester,-0.049999999999992405,0.02000000000001386,9.4,10.4,1159.5
Ohio,Jefferson,-0.02000000000002732,0.09999999999996798,9.0,11.1,1160.5
Texas,Nacogdoches,0.060000000000022084,0.16000000000003647,8.2,8.4,1161.0
South Carolina,Marlboro,-0.05000000000001552,0.09999999999998395,9.4,11.0,1177.5
Colorado,Bent,0.21999999999999761,0.3700000000000051,7.7,8.6,1182.0
Louisiana,Union,-0.01999999999993702,0.08000000000007924,8.8,10.9,1193.0
Iowa,Clarke,0.38000000000003326,0.52000000000005,7.6,9.2,1197.0
Texas,McCulloch,0.14000000000003202,0.3300000000000645,7.8,10.0,1200.0
Missouri,Dent,-0.07999999999998715,-0.029999999999987346,9.9,12.5,1207.5
South Dakota,Lyman,0.180000000000018,0.3000000000000233,7.7,9.0,1214.5
Virginia,Emporia,-0.08000000000000344,0.009999999999999027,9.9,11.9,1225.5
Maine,Aroostook,-5.28622384802472e-14,0.05999999999993025,8.6,11.1,1227.0
South Dakota,Roberts,0.16999999999999663,0.3099999999999983,7.7,9.4,1228.5
Texas,Jones,0.0500000000000529,0.1300000000000706,8.1,8.5,1234.5
Arkansas,Fulton,-0.09000000000002441,-0.04000000000003173,10.2,13.4,1236.0
Kansas,Harper,0.12000000000002661,0.2700000000000428,7.8,10.1,1238.0
Missouri,Texas,-0.0900000000000168,-0.030000000000018186,10.1,12.3,1251.0
Missouri,Buchanan,9.197256495840719e-17,0.09000000000000857,8.5,9.6,1254.0
Arkansas,Baxter,0.010000000000005504,0.10000000000000686,8.4,11.6,1254.5
West Virginia,Jackson,-0.09999999999993119,0.010000000000075001,10.1,12.5,1257.0
Florida,Madison,-0.10000000000004908,0.04999999999995316,10.5,12.6,1258.0
Louisiana,Catahoula,-0.08999999999992588,-0.01999999999991985,9.8,11.3,1263.5
Arkansas,Conway,-0.01000000000001361,0.04999999999998562,8.6,10.4,1271.5
Indiana,Sullivan,-0.06999999999995829,-0.039999999999956216,9.3,10.6,1271.5
South Dakota,Tripp,0.37000000000001965,0.5500000000000229,7.5,9.5,1272.0
Kentucky,Green,-0.11999999999998197,-0.03999999999997965,11.4,14.1,1276.0
Louisiana,Evangeline,-0.11999999999993644,-0.03999999999992651,11.0,12.2,1279.0
Texas,Mitchell,0.1600000000000599,0.24000000000008537,7.6,7.9,1297.0
Virginia,Martinsville,-0.009999999999998095,-0.049999999999984265,8.5,10.0,1302.0
Colorado,Baca,0.1500000000000379,0.2600000000000523,7.6,9.9,1309.0
Arkansas,Franklin,-0.09000000000001687,-0.010000000000022364,9.8,11.7,1312.5
Georgia,Turner,-0.08000000000001013,-0.07000000000000466,9.5,11.0,1316.0
South Dakota,Ziebach,-0.10999999999999756,-0.03999999999998706,10.4,10.5,1322.5
Texas,Lee,0.11000000000004397,0.24000000000007687,7.7,9.4,1326.5
Mississippi,Lawrence,-0.03999999999994175,0.02000000000007264,8.7,10.5,1326.5
Texas,Camp,0.0600000000000668,0.1500000000000995,7.9,9.4,1327.5
Texas,Madison,0.06000000000005951,0.07000000000008003,7.9,8.0,1329.5
Missouri,Sullivan,-0.049999999999961686,0.04000000000006223,8.8,10.9,1333.0
Virginia,Bath,-0.059999999999991366,0.07000000000002074,9.0,12.3,1334.5
Ohio,Noble,-0.07000000000003553,0.039999999999956765,9.2,12.8,1345.5
Texas,Knox,0.08000000000002556,0.2600000000000515,7.8,9.8,1351.0
West Virginia,Wyoming,-0.13999999999993457,-0.06999999999991997,12.2,15.1,1354.5
Virginia,Essex,0.029999999999972868,0.14999999999997013,8.1,10.5,1355.5
Texas,Throckmorton,0.13000000000001805,0.16000000000001371,7.6,10.2,1356.0
Ohio,Washington,-0.04000000000000956,0.029999999999980247,8.7,10.6,1361.5
Kentucky,Cumberland,-0.13999999999996204,-0.04999999999996184,11.4,14.4,1375.0
Louisiana,Morehouse,-0.11999999999994461,-0.009999999999930162,10.1,12.2,1386.0
Louisiana,Bienville,-0.11999999999995148,-0.009999999999945955,10.1,12.5,1388.0
Ohio,Holmes,-0.12000000000002757,-0.07000000000002124,10.4,11.2,1394.0
Texas,Red River,-0.049999999999992537,0.030000000000011892,8.7,11.3,1403.5
Georgia,Johnson,-0.0800000000000348,0.029999999999973055,9.2,10.8,1403.5
Texas,McMullen,0.6900000000001013,1.0500000000001226,7.3,9.7,1404.0
Maine,Androscoggin,0.08999999999997083,0.15999999999996806,7.7,9.0,1405.5
Missouri,Reynolds,-0.1099999999999831,-0.0699999999999891,9.8,12.5,1406.5
Kansas,Elk,0.010000000000020668,0.030000000000032917,8.1,11.2,1411.5
Tennessee,Scott,-0.1400000000000027,-0.08999999999999402,11.3,13.0,1415.5
Texas,Morris,0.05999999999998283,0.14999999999999256,7.8,9.8,1420.0
Florida,Jefferson,-0.04999999999996371,0.05000000000006215,8.6,11.0,1420.0
Virginia,Danville,-0.050000000000016115,-1.5428824202338897e-14,8.7,10.5,1420.5
Texas,Navarro,0.020000000000034795,0.07000000000005747,8.0,9.2,1425.0
Missouri,Washington,-0.12000000000000552,-0.0700000000000052,10.1,11.8,1426.0
West Virginia,Hardy,-0.12999999999992748,0.010000000000082101,10.2,13.0,1426.0
Virginia,Norton,-0.08000000000000429,0.009999999999998394,9.1,10.4,1427.0
Ohio,Trumbull,-0.06000000000003668,-0.01000000000004462,8.8,10.9,1432.0
Illinois,Pope,0.020000000000004695,0.1800000000000109,8.0,10.9,1437.0
Texas,Karnes,0.1600000000000747,0.22000000000008807,7.4,7.5,1437.5
Texas,Henderson,-0.01999999999998176,0.11000000000002905,8.3,10.5,1438.0
Arkansas,Poinsett,-0.10999999999998347,-0.04999999999998428,9.7,11.3,1438.0
Iowa,Lucas,0.2800000000000263,0.4300000000000345,7.3,9.3,1438.0
Louisiana,Sabine,-0.08999999999993395,-0.029999999999919445,9.1,11.2,1439.0
Texas,Titus,0.03000000000004094,0.14000000000008458,7.9,8.7,1441.5
Texas,Marion,-0.05999999999997655,0.06000000000002866,8.7,11.9,1441.5
Texas,Baylor,0.16000000000002895,0.29000000000004744,7.4,9.6,1442.5
Oklahoma,Beckham,0.01999999999998115,0.13000000000000325,8.0,8.7,1450.0
West Virginia,Raleigh,-0.13999999999995608,-0.08999999999994912,10.4,12.5,1453.5
Oklahoma,Woodward,0.09000000000001591,0.18000000000002636,7.6,8.5,1457.0
New Mexico,Luna,0.06000000000007398,0.12000000000011903,7.7,9.4,1457.5
Mississippi,Panola,-0.08999999999994819,0.050000000000060295,9.0,10.4,1475.5
Florida,Holmes,-0.14999999999999314,2.081572033146129e-14,11.1,13.3,1479.0
Arkansas,Lawrence,-0.09000000000000943,-0.12000000000001991,9.1,10.5,1481.0
Arkansas,Cross,-0.07000000000000481,-0.03000000000001171,8.8,10.4,1481.0
Oklahoma,Coal,-0.11000000000003753,-0.10000000000004648,9.6,11.6,1483.5
Tennessee,Lewis,-0.13999999999999424,-0.09999999999999334,10.4,12.7,1483.5
Virginia,Russell,-0.1000000000000319,-0.02000000000004373,9.3,11.7,1488.5
Texas,San Saba,-0.009999999999953896,0.09000000000007795,8.1,9.9,1495.5
Ohio,Jackson,-0.12000000000004919,-0.07000000000006551,9.8,11.3,1503.5
Kansas,Scott,0.31000000000005185,0.4400000000000703,7.2,8.7,1503.5
Virginia,Bland,0.0999999999999698,0.22999999999995824,7.5,9.4,1504.0
Texas,Donley,0.05000000000001505,0.2300000000000341,7.7,9.8,1506.5
Texas,Anderson,-0.009999999999975863,0.03000000000004903,8.1,8.6,1507.5
Virginia,Buckingham,-0.06999999999998964,-0.009999999999991523,8.7,10.3,1512.5
Virginia,Harrisonburg,2.3551987482617674e-14,0.010000000000029317,8.0,6.3,1517.0
South Dakota,Charles Mix,0.0900000000000164,0.20000000000001483,7.5,9.0,1523.0
Ohio,Highland,-0.13000000000002548,-0.05000000000003131,9.9,11.8,1524.5
Texas,Matagorda,0.06000000000005964,0.15000000000009173,7.6,8.9,1526.0
Missouri,Dade,-0.12000000000001287,-0.07000000000001337,9.6,12.4,1534.5
Texas,Hockley,0.11000000000004362,0.18000000000007157,7.4,8.0,1535.5
Texas,Stonewall,0.08999999999999382,0.10999999999999854,7.5,10.0,1538.0
Florida,Putnam,-0.15000000000004116,-0.05000000000004591,10.8,13.8,1539.0
Ohio,Lawrence,-0.12000000000003495,-0.08000000000004256,9.6,11.4,1545.5
West Virginia,Logan,-0.16999999999993662,-0.06999999999992884,12.6,15.3,1545.5
Alabama,Fayette,-0.11000000000000536,-0.060000000000014694,9.3,11.4,1546.5
Texas,Jefferson,0.08000000000003299,0.17000000000005006,7.5,8.2,1547.0
Colorado,Otero,0.2000000000000529,0.28000000000007186,7.2,8.6,1553.5
Louisiana,St. Mary,-0.10999999999992309,0.010000000000097741,9.1,10.8,1554.0
Tennessee,DeKalb,-0.1299999999999958,-0.1099999999999838,9.7,11.5,1557.0
West Virginia,Braxton,-0.1699999999999154,-0.07999999999990397,11.8,14.8,1560.0
Georgia,Randolph,-0.15000000000002242,-0.03000000000002625,10.5,13.5,1560.0
Ohio,Vinton,-0.15000000000002967,-0.10000000000003068,10.5,12.6,1567.0
South Dakota,Corson,-0.14999999999999314,-0.10999999999998358,10.2,11.0,1573.5
Ohio,Paulding,-0.02000000000001846,0.03999999999998588,8.1,9.8,1577.5
Ohio,Fayette,-0.11000000000003729,-0.08000000000003399,9.2,10.8,1581.5
Colorado,Lincoln,0.25000000000003025,0.36000000000005195,7.1,8.0,1582.0
South Carolina,Barnwell,-0.08000000000001792,-0.010000000000028833,8.7,10.4,1584.5
Texas,Sabine,-0.09000000000000151,-0.009999999999998626,8.8,12.4,1586.0
Arkansas,Drew,-0.04999999999999224,0.04000000000000929,8.3,9.2,1587.0
West Virginia,Doddridge,-0.14999999999994632,-0.14999999999994076,9.9,11.8,1596.5
Kansas,Cheyenne,0.15000000000004543,0.26000000000005946,7.2,9.6,1599.5
Missouri,Laclede,-0.10999999999999195,-0.04999999999997646,9.1,10.8,1600.0
Louisiana,Franklin,-0.15999999999996845,-0.11999999999996663,10.4,12.2,1602.5
Kansas,Chautauqua,-0.02999999999998069,-0.009999999999984091,8.1,10.7,1602.5
Ohio,Pickaway,-0.0400000000000405,-0.020000000000034518,8.2,9.1,1608.0
Arkansas,Sevier,-0.0999999999999474,0.04000000000008599,8.8,9.8,1609.0
Texas,Gray,-0.01999999999997405,0.07000000000005817,8.0,9.1,1609.0
Maine,Piscataquis,-0.06000000000006726,-0.05000000000008296,8.4,11.3,1609.5
Missouri,Mississippi,-0.1699999999999893,-0.03999999999999488,11.0,12.6,1610.0
South Carolina,Union,-0.0700000000000187,-2.3021403599530277e-14,8.5,10.5,1611.0
Iowa,Wapello,0.11000000000004395,0.21000000000005997,7.3,8.5,1615.0
Ohio,Crawford,-0.10000000000002285,-0.06000000000002968,8.9,10.9,1617.5
Arkansas,Phillips,-0.1400000000000397,-0.040000000000039726,9.8,12.0,1618.5
Texas,Eastland,-0.05999999999996758,-0.009999999999945783,8.3,10.2,1619.0
Texas,Hale,0.14000000000007004,0.15000000000009148,7.2,7.4,1619.5
Texas,Cherokee,-0.04999999999997049,0.03000000000004782,8.2,9.4,1626.0
South Dakota,Fall River,0.4300000000000111,0.6500000000000169,7.0,9.7,1626.0
Texas,DeWitt,0.05000000000003827,0.1600000000000599,7.5,9.2,1627.0
Ohio,Shelby,-0.020000000000011568,0.06999999999998936,8.0,9.4,1635.0
Missouri,Ripley,-0.17000000000001977,-0.1300000000000334,11.0,13.4,1635.0
Missouri,Linn,-0.06999999999998859,-0.049999999999991794,8.4,10.3,1638.0
Oklahoma,Kay,-0.06999999999998859,-0.019999999999980693,8.4,9.9,1638.0
Oklahoma,Caddo,-0.09999999999999969,-0.02999999999998788,8.8,10.0,1640.0
Alaska,Haines,0.3500000000000382,0.52000000000005,7.0,9.1,1641.0
Texas,Howard,0.07000000000005037,0.07000000000006523,7.4,7.5,1643.5
Iowa,Davis,0.10000000000003774,0.18000000000004848,7.3,8.7,1644.0
Missouri,Pulaski,0.03000000000002596,0.050000000000038666,7.6,6.2,1647.0
Pennsylvania,Mifflin,-0.05999999999999838,-0.009999999999998012,8.3,10.3,1648.0
Iowa,Page,0.27000000000003505,0.3500000000000454,7.0,8.6,1654.0
Kentucky,Johnson,-0.17999999999998015,-0.10999999999997616,11.1,13.1,1658.5
Arkansas,Miller,-0.07999999999999614,-0.02999999999999593,8.5,9.7,1659.0
Texas,Fannin,0.010000000000021318,0.020000000000043015,7.7,8.9,1659.5
Oklahoma,Latimer,-0.12000000000001225,-0.08000000000001185,9.1,11.0,1664.0
Ohio,Knox,-0.040000000000023156,-0.03000000000002579,8.1,9.3,1664.5
Florida,Jackson,-0.14999999999998304,-0.049999999999963574,9.7,11.4,1665.0
Texas,Jackson,0.15000000000003771,0.30000000000006904,7.1,8.5,1665.0
Texas,Lavaca,0.09000000000003182,0.21000000000005228,7.3,9.4,1665.0
Iowa,Keokuk,0.24000000000002453,0.35000000000003045,7.0,8.8,1669.0
Montana,Rosebud,0.04000000000000944,0.15000000000001554,7.5,8.8,1674.0
Kentucky,Casey,-0.18999999999996997,-0.10999999999996905,12.5,15.0,1674.0
Oklahoma,Texas,0.040000000000008945,0.15000000000003766,7.5,7.7,1676.0
Kansas,Stanton,0.2200000000000426,0.3100000000000754,7.0,8.3,1677.0
Missouri,Maries,-0.0900000000000095,-0.0700000000000123,8.6,10.7,1678.0
Montana,Wheatland,0.009999999999999008,0.21000000000000682,7.7,10.3,1678.5
Texas,Limestone,-0.06999999999996613,0.040000000000054804,8.3,10.0,1679.0
Iowa,Fayette,0.2200000000000274,0.35000000000003817,7.0,8.7,1679.0
Ohio,Richland,-0.09000000000001607,-0.0400000000000248,8.6,10.1,1681.0
Texas,Crosby,-0.009999999999953624,0.09000000000008508,7.8,9.4,1683.0
Texas,Hardin,0.02000000000001982,0.09000000000002502,7.6,8.8,1689.0
Kentucky,Menifee,-0.18999999999997816,-0.12999999999998965,11.8,14.3,1691.0
Georgia,Jenkins,-0.150000000000061,-0.13000000000004844,9.8,10.8,1691.5
Idaho,Shoshone,-0.020000000000005076,0.0699999999999895,7.9,10.1,1694.5
Colorado,Prowers,0.20000000000006807,0.32000000000009593,7.0,8.2,1695.0
Kansas,Rawlins,0.20000000000003026,0.3100000000000376,7.0,9.5,1698.0
Virginia,Franklin City,-0.05999999999999213,0.010000000000013779,8.2,10.0,1700.0
Texas,Brown,0.050000000000038215,0.1900000000000624,7.4,9.0,1700.5
Texas,Gonzales,0.030000000000063302,0.1200000000000968,7.5,8.8,1701.0
Montana,Roosevelt,-0.12000000000002059,-0.11000000000002161,9.0,9.4,1703.5
Virginia,Craig,0.08000000000002541,0.19000000000003156,7.3,9.5,1707.0
Texas,Coke,0.030000000000041015,0.09000000000005512,7.5,9.9,1707.0
Kansas,Graham,0.13000000000002554,0.19000000000002404,7.1,9.6,1709.0
Georgia,Telfair,-0.15999999999997683,-0.05999999999994588,9.8,11.1,1714.5
Missouri,Ralls,-0.060000000000007485,0.00999999999999872,8.2,10.5,1715.0
Virginia,Halifax,-0.050000000000008114,0.019999999999997214,8.1,10.5,1715.5
Illinois,Brown,0.010000000000021646,0.010000000000036707,7.6,7.5,1720.0
Ohio,Coshocton,-0.15000000000001532,-0.1400000000000164,9.6,11.6,1720.5
West Virginia,Putnam,-0.06999999999995125,-0.059999999999946214,8.2,9.7,1724.0
Colorado,Delta,0.12000000000001941,0.28000000000003333,7.1,9.6,1729.0
Texas,Reeves,0.3100000000000678,0.27000000000006574,6.9,6.4,1730.0
Colorado,Fremont,0.16000000000003634,0.280000000000064,7.0,8.6,1735.0
Tennessee,Lake,-0.19000000000003275,-0.15000000000004615,11.3,11.8,1735.5
California,Lassen,0.09000000000002417,0.1800000000000488,7.2,7.5,1741.5
Montana,Deer Lodge,0.009999999999998274,0.1099999999999988,7.6,9.6,1747.5
Virginia,Dickenson,-0.18000000000001115,-0.1400000000000085,10.4,13.0,1750.5
Ohio,Guernsey,-0.15000000000003824,-0.06000000000004405,9.5,11.5,1751.0
Colorado,Kit Carson,0.23000000000004867,0.40000000000006825,6.9,8.6,1755.0
Iowa,Cass,0.11000000000002136,0.16000000000002898,7.1,9.0,1756.0
Arkansas,Clark,0.009999999999975431,0.059999999999982845,7.6,7.8,1757.0
