Date,Source,Site ID,POC,Daily Max 1-hour SO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude,Year
2021-07-07,AQS,540290009,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-08,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-09,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-10,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-11,AQS,540290009,1,9.0,ppb,13,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-12,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-13,AQS,540290009,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-14,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-15,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-16,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-17,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-18,AQS,540290009,1,3.0,ppb,4,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-19,AQS,540290009,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-20,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-21,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-22,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-23,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-24,AQS,540290009,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-25,AQS,540290009,1,5.0,ppb,7,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-26,AQS,540290009,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-27,AQS,540290009,1,15.0,ppb,21,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-28,AQS,540290009,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-29,AQS,540290009,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-30,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-07-31,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-01,AQS,540290009,1,4.0,ppb,6,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-02,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-03,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-04,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-05,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-06,AQS,540290009,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-07,AQS,540290009,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-08,AQS,540290009,1,8.0,ppb,11,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-09,AQS,540290009,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-10,AQS,540290009,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-11,AQS,540290009,1,9.0,ppb,13,Unknown,18,75.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-12,AQS,540290009,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-13,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-14,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-15,AQS,540290009,1,2.0,ppb,3,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-16,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-17,AQS,540290009,1,7.0,ppb,10,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-18,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-19,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-20,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-21,AQS,540290009,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-22,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-23,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-24,AQS,540290009,1,3.0,ppb,4,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-25,AQS,540290009,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-26,AQS,540290009,1,14.0,ppb,20,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-27,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-28,AQS,540290009,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-29,AQS,540290009,1,5.0,ppb,7,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-30,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-08-31,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-01,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-02,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-03,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-04,AQS,540290009,1,24.0,ppb,34,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-05,AQS,540290009,1,2.0,ppb,3,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-06,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-07,AQS,540290009,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-08,AQS,540290009,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-09,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-10,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-11,AQS,540290009,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-12,AQS,540290009,1,3.0,ppb,4,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-13,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-14,AQS,540290009,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-15,AQS,540290009,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-16,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-17,AQS,540290009,1,12.0,ppb,17,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-18,AQS,540290009,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-19,AQS,540290009,1,2.0,ppb,3,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-20,AQS,540290009,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-21,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-22,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-23,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-24,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-25,AQS,540290009,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-26,AQS,540290009,1,2.0,ppb,3,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-27,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-28,AQS,540290009,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-29,AQS,540290009,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-09-30,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-01,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-02,AQS,540290009,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-03,AQS,540290009,1,7.0,ppb,10,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-04,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-05,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-06,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-07,AQS,540290009,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-08,AQS,540290009,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-09,AQS,540290009,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-10,AQS,540290009,1,3.0,ppb,4,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-11,AQS,540290009,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-12,AQS,540290009,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-13,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-15,AQS,540290009,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-16,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-17,AQS,540290009,1,2.0,ppb,3,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-18,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-19,AQS,540290009,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-20,AQS,540290009,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-21,AQS,540290009,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-22,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-23,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-24,AQS,540290009,1,6.0,ppb,9,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-25,AQS,540290009,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-26,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-27,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-28,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-29,AQS,540290009,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-30,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-10-31,AQS,540290009,1,2.0,ppb,3,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-01,AQS,540290009,1,2.0,ppb,3,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-02,AQS,540290009,1,2.0,ppb,3,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-03,AQS,540290009,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-04,AQS,540290009,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-05,AQS,540290009,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-06,AQS,540290009,1,17.0,ppb,24,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-07,AQS,540290009,1,17.0,ppb,24,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-08,AQS,540290009,1,28.0,ppb,40,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-09,AQS,540290009,1,17.0,ppb,24,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-10,AQS,540290009,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
2021-11-11,AQS,540290009,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,29,Hancock,40.4273718231455,-80.5923178147893,2021
