Date,Source,Site ID,POC,Daily Max 1-hour SO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude,Year
2021-01-01,AQS,540090005,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-02,AQS,540090005,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-03,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-04,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-05,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-06,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-20,AQS,540090005,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-21,AQS,540090005,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-22,AQS,540090005,1,12.0,ppb,17,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-23,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-24,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-25,AQS,540090005,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-26,AQS,540090005,1,15.0,ppb,21,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-27,AQS,540090005,1,6.0,ppb,9,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-28,AQS,540090005,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-29,AQS,540090005,1,12.0,ppb,17,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-30,AQS,540090005,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-01-31,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-01,AQS,540090005,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-02,AQS,540090005,1,3.0,ppb,4,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-03,AQS,540090005,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-04,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-05,AQS,540090005,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-06,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-07,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-08,AQS,540090005,1,14.0,ppb,20,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-09,AQS,540090005,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-10,AQS,540090005,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-11,AQS,540090005,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-12,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-13,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-14,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-15,AQS,540090005,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-16,AQS,540090005,1,9.0,ppb,13,Unknown,23,96.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-17,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-18,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-19,AQS,540090005,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-20,AQS,540090005,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-21,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-22,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-23,AQS,540090005,1,12.0,ppb,17,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-24,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-25,AQS,540090005,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-26,AQS,540090005,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-27,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-02-28,AQS,540090005,1,3.0,ppb,4,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-01,AQS,540090005,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-02,AQS,540090005,1,16.0,ppb,23,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-03,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-04,AQS,540090005,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-05,AQS,540090005,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-06,AQS,540090005,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-07,AQS,540090005,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-08,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-09,AQS,540090005,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-10,AQS,540090005,1,17.0,ppb,24,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-11,AQS,540090005,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-12,AQS,540090005,1,13.0,ppb,19,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-13,AQS,540090005,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-14,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-15,AQS,540090005,1,3.0,ppb,4,Unknown,23,96.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-16,AQS,540090005,1,7.0,ppb,10,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-17,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-18,AQS,540090005,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-19,AQS,540090005,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-20,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-21,AQS,540090005,1,21.0,ppb,30,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-22,AQS,540090005,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-23,AQS,540090005,1,19.0,ppb,27,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-24,AQS,540090005,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-25,AQS,540090005,1,31.0,ppb,44,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-26,AQS,540090005,1,12.0,ppb,17,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-27,AQS,540090005,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-28,AQS,540090005,1,13.0,ppb,19,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-29,AQS,540090005,1,12.0,ppb,17,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-30,AQS,540090005,1,13.0,ppb,19,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-03-31,AQS,540090005,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-01,AQS,540090005,1,12.0,ppb,17,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-02,AQS,540090005,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-03,AQS,540090005,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-04,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-05,AQS,540090005,1,24.0,ppb,34,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-06,AQS,540090005,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-07,AQS,540090005,1,10.0,ppb,14,Unknown,23,96.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-08,AQS,540090005,1,21.0,ppb,30,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-09,AQS,540090005,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-10,AQS,540090005,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-11,AQS,540090005,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-12,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-13,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-14,AQS,540090005,1,12.0,ppb,17,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-15,AQS,540090005,1,11.0,ppb,16,Unknown,23,96.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-16,AQS,540090005,1,14.0,ppb,20,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-17,AQS,540090005,1,4.0,ppb,6,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-18,AQS,540090005,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-19,AQS,540090005,1,33.0,ppb,47,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-20,AQS,540090005,1,27.0,ppb,39,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-21,AQS,540090005,1,29.0,ppb,41,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-22,AQS,540090005,1,38.0,ppb,54,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-23,AQS,540090005,1,41.0,ppb,57,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-24,AQS,540090005,1,8.0,ppb,11,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-25,AQS,540090005,1,29.0,ppb,41,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-26,AQS,540090005,1,47.0,ppb,65,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-27,AQS,540090005,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-28,AQS,540090005,1,11.0,ppb,16,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-29,AQS,540090005,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-04-30,AQS,540090005,1,13.0,ppb,19,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-01,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-02,AQS,540090005,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-03,AQS,540090005,1,7.0,ppb,10,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-04,AQS,540090005,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-05,AQS,540090005,1,3.0,ppb,4,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-06,AQS,540090005,1,13.0,ppb,19,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-07,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-08,AQS,540090005,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-09,AQS,540090005,1,2.0,ppb,3,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-10,AQS,540090005,1,5.0,ppb,7,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-11,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-12,AQS,540090005,1,8.0,ppb,11,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-13,AQS,540090005,1,6.0,ppb,9,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-14,AQS,540090005,1,41.0,ppb,57,Unknown,21,88.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-18,AQS,540090005,1,25.0,ppb,36,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-19,AQS,540090005,1,22.0,ppb,31,Unknown,22,92.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-20,AQS,540090005,1,12.0,ppb,17,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-21,AQS,540090005,1,11.0,ppb,16,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-22,AQS,540090005,1,9.0,ppb,13,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
2021-05-23,AQS,540090005,1,10.0,ppb,14,Unknown,24,100.0,42401,Sulfur dioxide,100,48260,"Weirton-Steubenville, WV-OH",54,West Virginia,9,Brooke,40.3410227904978,-80.5966352305208,2021
