"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/02/2018","AQS","540090005","1","8","ppb","11","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/03/2018","AQS","540090005","1","11","ppb","16","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/04/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/05/2018","AQS","540090005","1","6","ppb","9","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/06/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/07/2018","AQS","540090005","1","4","ppb","6","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/08/2018","AQS","540090005","1","3","ppb","4","","23","96.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/09/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/10/2018","AQS","540090005","1","10","ppb","14","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/11/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/12/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/13/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/14/2018","AQS","540090005","1","2","ppb","3","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/15/2018","AQS","540090005","1","2","ppb","3","","23","96.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/16/2018","AQS","540090005","1","3","ppb","4","","23","96.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/17/2018","AQS","540090005","1","2","ppb","3","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/18/2018","AQS","540090005","1","8","ppb","11","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/19/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/20/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/21/2018","AQS","540090005","1","3","ppb","4","","23","96.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/22/2018","AQS","540090005","1","1","ppb","1","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/23/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/24/2018","AQS","540090005","1","2","ppb","3","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/25/2018","AQS","540090005","1","9","ppb","13","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/26/2018","AQS","540090005","1","6","ppb","9","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/27/2018","AQS","540090005","1","18","ppb","26","","23","96.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"02/28/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/01/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/02/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/03/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/04/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/05/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/06/2018","AQS","540090005","1","11","ppb","16","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/07/2018","AQS","540090005","1","7","ppb","10","","23","96.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/08/2018","AQS","540090005","1","7","ppb","10","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/09/2018","AQS","540090005","1","6","ppb","9","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/10/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/11/2018","AQS","540090005","1","2","ppb","3","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/12/2018","AQS","540090005","1","4","ppb","6","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/13/2018","AQS","540090005","1","8","ppb","11","","23","96.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/14/2018","AQS","540090005","1","9","ppb","13","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/15/2018","AQS","540090005","1","10","ppb","14","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/16/2018","AQS","540090005","1","6","ppb","9","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/17/2018","AQS","540090005","1","10","ppb","14","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/18/2018","AQS","540090005","1","8","ppb","11","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/19/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/20/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/21/2018","AQS","540090005","1","6","ppb","9","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/22/2018","AQS","540090005","1","5","ppb","7","","23","96.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/23/2018","AQS","540090005","1","9","ppb","13","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/24/2018","AQS","540090005","1","9","ppb","13","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/25/2018","AQS","540090005","1","7","ppb","10","","24","100.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/26/2018","AQS","540090005","1","8","ppb","11","","23","96.0000","42401","Sulfur dioxide","100","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/27/2018","AQS","540090005","1","9","ppb","13","","23","96.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/28/2018","AQS","540090005","1","7","ppb","10","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/29/2018","AQS","540090005","1","4","ppb","6","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/30/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"03/31/2018","AQS","540090005","1","7","ppb","10","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/01/2018","AQS","540090005","1","6","ppb","9","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/02/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/03/2018","AQS","540090005","1","7","ppb","10","","22","92.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/04/2018","AQS","540090005","1","13","ppb","19","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/05/2018","AQS","540090005","1","8","ppb","11","","23","96.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/06/2018","AQS","540090005","1","9","ppb","13","","23","96.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/07/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/08/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/09/2018","AQS","540090005","1","4","ppb","6","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/10/2018","AQS","540090005","1","9","ppb","13","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/11/2018","AQS","540090005","1","3","ppb","4","","23","96.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/12/2018","AQS","540090005","1","6","ppb","9","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/13/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/14/2018","AQS","540090005","1","22","ppb","31","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/15/2018","AQS","540090005","1","23","ppb","33","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/16/2018","AQS","540090005","1","50","ppb","69","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/17/2018","AQS","540090005","1","42","ppb","59","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/18/2018","AQS","540090005","1","19","ppb","27","","23","96.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/19/2018","AQS","540090005","1","13","ppb","19","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/20/2018","AQS","540090005","1","8","ppb","11","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/21/2018","AQS","540090005","1","48","ppb","66","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/22/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/23/2018","AQS","540090005","1","4","ppb","6","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/24/2018","AQS","540090005","1","2","ppb","3","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/25/2018","AQS","540090005","1","2","ppb","3","","23","96.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/26/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/27/2018","AQS","540090005","1","15","ppb","21","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/28/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/29/2018","AQS","540090005","1","4","ppb","6","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"04/30/2018","AQS","540090005","1","6","ppb","9","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/01/2018","AQS","540090005","1","2","ppb","3","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/02/2018","AQS","540090005","1","3","ppb","4","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/03/2018","AQS","540090005","1","4","ppb","6","","23","96.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/04/2018","AQS","540090005","1","4","ppb","6","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/05/2018","AQS","540090005","1","4","ppb","6","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/06/2018","AQS","540090005","1","2","ppb","3","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/07/2018","AQS","540090005","1","2","ppb","3","","23","96.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/08/2018","AQS","540090005","1","13","ppb","19","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/09/2018","AQS","540090005","1","19","ppb","27","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/10/2018","AQS","540090005","1","5","ppb","7","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/11/2018","AQS","540090005","1","1","ppb","1","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/12/2018","AQS","540090005","1","8","ppb","11","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/13/2018","AQS","540090005","1","7","ppb","10","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
"05/14/2018","AQS","540090005","1","7","ppb","10","","24","100.0000","42401","Sulfur dioxide","039","48260","Weirton-Steubenville, WV-OH","54","West Virginia","009","Brooke","40.3410227904978","-80.5966352305208"
