"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"08/21/2023","AQS","540110007","1","0.062","ppm","74","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/22/2023","AQS","540110007","1","0.049","ppm","45","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/23/2023","AQS","540110007","1","0.063","ppm","77","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/24/2023","AQS","540110007","1","0.049","ppm","45","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/25/2023","AQS","540110007","1","0.044","ppm","41","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/26/2023","AQS","540110007","1","0.047","ppm","44","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/27/2023","AQS","540110007","1","0.042","ppm","39","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/28/2023","AQS","540110007","1","0.045","ppm","42","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/29/2023","AQS","540110007","1","0.034","ppm","31","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/30/2023","AQS","540110007","1","0.038","ppm","35","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"08/31/2023","AQS","540110007","1","0.042","ppm","39","","15","88.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/01/2023","AQS","540110007","1","0.052","ppm","48","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/02/2023","AQS","540110007","1","0.049","ppm","45","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/03/2023","AQS","540110007","1","0.049","ppm","45","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/04/2023","AQS","540110007","1","0.051","ppm","47","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/05/2023","AQS","540110007","1","0.049","ppm","45","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/06/2023","AQS","540110007","1","0.04","ppm","37","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/07/2023","AQS","540110007","1","0.049","ppm","45","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/08/2023","AQS","540110007","1","0.046","ppm","43","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/09/2023","AQS","540110007","1","0.034","ppm","31","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/10/2023","AQS","540110007","1","0.031","ppm","29","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/11/2023","AQS","540110007","1","0.047","ppm","44","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/12/2023","AQS","540110007","1","0.042","ppm","39","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/13/2023","AQS","540110007","1","0.043","ppm","40","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/14/2023","AQS","540110007","1","0.047","ppm","44","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/15/2023","AQS","540110007","1","0.046","ppm","43","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/16/2023","AQS","540110007","1","0.055","ppm","51","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/17/2023","AQS","540110007","1","0.035","ppm","32","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/18/2023","AQS","540110007","1","0.05","ppm","46","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/20/2023","AQS","540110007","1","0.048","ppm","44","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/21/2023","AQS","540110007","1","0.05","ppm","46","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/22/2023","AQS","540110007","1","0.049","ppm","45","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/23/2023","AQS","540110007","1","0.046","ppm","43","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/24/2023","AQS","540110007","1","0.026","ppm","24","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/25/2023","AQS","540110007","1","0.026","ppm","24","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/26/2023","AQS","540110007","1","0.027","ppm","25","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/27/2023","AQS","540110007","1","0.03","ppm","28","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/28/2023","AQS","540110007","1","0.043","ppm","40","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/29/2023","AQS","540110007","1","0.05","ppm","46","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"09/30/2023","AQS","540110007","1","0.05","ppm","46","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/01/2023","AQS","540110007","1","0.042","ppm","39","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/02/2023","AQS","540110007","1","0.042","ppm","39","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/03/2023","AQS","540110007","1","0.053","ppm","49","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/04/2023","AQS","540110007","1","0.048","ppm","44","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/05/2023","AQS","540110007","1","0.048","ppm","44","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/06/2023","AQS","540110007","1","0.038","ppm","35","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/07/2023","AQS","540110007","1","0.028","ppm","26","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/08/2023","AQS","540110007","1","0.03","ppm","28","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/09/2023","AQS","540110007","1","0.035","ppm","32","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/10/2023","AQS","540110007","1","0.039","ppm","36","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/11/2023","AQS","540110007","1","0.044","ppm","41","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/12/2023","AQS","540110007","1","0.054","ppm","50","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/13/2023","AQS","540110007","1","0.051","ppm","47","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/14/2023","AQS","540110007","1","0.027","ppm","25","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/15/2023","AQS","540110007","1","0.027","ppm","25","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/16/2023","AQS","540110007","1","0.022","ppm","20","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/17/2023","AQS","540110007","1","0.022","ppm","20","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/18/2023","AQS","540110007","1","0.03","ppm","28","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/19/2023","AQS","540110007","1","0.044","ppm","41","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/20/2023","AQS","540110007","1","0.029","ppm","27","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/21/2023","AQS","540110007","1","0.033","ppm","31","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/22/2023","AQS","540110007","1","0.03","ppm","28","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/23/2023","AQS","540110007","1","0.03","ppm","28","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/24/2023","AQS","540110007","1","0.039","ppm","36","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/26/2023","AQS","540110007","1","0.037","ppm","34","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/27/2023","AQS","540110007","1","0.034","ppm","31","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/28/2023","AQS","540110007","1","0.025","ppm","23","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/29/2023","AQS","540110007","1","0.027","ppm","25","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"10/30/2023","AQS","540110007","1","0.019","ppm","18","","17","100.0000","44201","Ozone","160","26580","Huntington-Ashland, WV-KY-OH","54","West Virginia","011","Cabell","38.4102420009187","-82.432436"
"03/01/2023","AQS","540250003","1","0.045","ppm","42","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/02/2023","AQS","540250003","1","0.045","ppm","42","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/03/2023","AQS","540250003","1","0.042","ppm","39","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/04/2023","AQS","540250003","1","0.047","ppm","44","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/05/2023","AQS","540250003","1","0.049","ppm","45","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/07/2023","AQS","540250003","1","0.044","ppm","41","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/08/2023","AQS","540250003","1","0.042","ppm","39","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/09/2023","AQS","540250003","1","0.045","ppm","42","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/10/2023","AQS","540250003","1","0.038","ppm","35","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/11/2023","AQS","540250003","1","0.041","ppm","38","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/12/2023","AQS","540250003","1","0.034","ppm","31","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/13/2023","AQS","540250003","1","0.035","ppm","32","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/14/2023","AQS","540250003","1","0.04","ppm","37","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/15/2023","AQS","540250003","1","0.048","ppm","44","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/16/2023","AQS","540250003","1","0.049","ppm","45","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/17/2023","AQS","540250003","1","0.039","ppm","36","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/18/2023","AQS","540250003","1","0.046","ppm","43","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/19/2023","AQS","540250003","1","0.04","ppm","37","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/20/2023","AQS","540250003","1","0.044","ppm","41","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/21/2023","AQS","540250003","1","0.048","ppm","44","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/22/2023","AQS","540250003","1","0.045","ppm","42","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/23/2023","AQS","540250003","1","0.045","ppm","42","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/24/2023","AQS","540250003","1","0.036","ppm","33","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/25/2023","AQS","540250003","1","0.052","ppm","48","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/26/2023","AQS","540250003","1","0.053","ppm","49","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/27/2023","AQS","540250003","1","0.053","ppm","49","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/28/2023","AQS","540250003","1","0.05","ppm","46","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/29/2023","AQS","540250003","1","0.054","ppm","50","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/30/2023","AQS","540250003","1","0.054","ppm","50","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"03/31/2023","AQS","540250003","1","0.045","ppm","42","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/01/2023","AQS","540250003","1","0.05","ppm","46","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/02/2023","AQS","540250003","1","0.04","ppm","37","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/03/2023","AQS","540250003","1","0.049","ppm","45","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/04/2023","AQS","540250003","1","0.042","ppm","39","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/05/2023","AQS","540250003","1","0.035","ppm","32","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/06/2023","AQS","540250003","1","0.038","ppm","35","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/07/2023","AQS","540250003","1","0.039","ppm","36","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/08/2023","AQS","540250003","1","0.042","ppm","39","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/09/2023","AQS","540250003","1","0.047","ppm","44","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/10/2023","AQS","540250003","1","0.05","ppm","46","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/11/2023","AQS","540250003","1","0.055","ppm","51","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/12/2023","AQS","540250003","1","0.061","ppm","71","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/13/2023","AQS","540250003","1","0.06","ppm","67","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/14/2023","AQS","540250003","1","0.046","ppm","43","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/15/2023","AQS","540250003","1","0.047","ppm","44","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/16/2023","AQS","540250003","1","0.045","ppm","42","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/17/2023","AQS","540250003","1","0.053","ppm","49","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/18/2023","AQS","540250003","1","0.056","ppm","54","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/19/2023","AQS","540250003","1","0.063","ppm","77","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/20/2023","AQS","540250003","1","0.061","ppm","71","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/21/2023","AQS","540250003","1","0.061","ppm","71","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/22/2023","AQS","540250003","1","0.046","ppm","43","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/23/2023","AQS","540250003","1","0.04","ppm","37","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/24/2023","AQS","540250003","1","0.049","ppm","45","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/25/2023","AQS","540250003","1","0.05","ppm","46","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/26/2023","AQS","540250003","1","0.056","ppm","54","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/27/2023","AQS","540250003","1","0.05","ppm","46","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/28/2023","AQS","540250003","1","0.042","ppm","39","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/29/2023","AQS","540250003","1","0.047","ppm","44","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"04/30/2023","AQS","540250003","1","0.043","ppm","40","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"05/01/2023","AQS","540250003","1","0.039","ppm","36","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
"05/02/2023","AQS","540250003","1","0.049","ppm","45","SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY","17","100.0000","44201","Ozone","160","","","54","West Virginia","025","Greenbrier","37.9085330009149","-80.632633"
