NIC_PT,NUI_PT,NAME,IPRCAT,AGECAT,SEXCAT,YEAR,state,county
19691,6064,"Wayne County, WV",0,1,0,2011,54,099
7282,2573,"Wayne County, WV",2,0,2,2011,54,099
4194,1727,"Wayne County, WV",3,0,2,2011,54,099
10769,3045,"Wayne County, WV",4,0,2,2011,54,099
6695,3980,"Wayne County, WV",1,1,0,2011,54,099
8567,4603,"Wayne County, WV",2,1,0,2011,54,099
4480,3001,"Wayne County, WV",3,1,0,2011,54,099
13628,5560,"Wayne County, WV",4,1,0,2011,54,099
9532,2994,"Wayne County, WV",0,1,1,2011,54,099
2976,1857,"Wayne County, WV",1,1,1,2011,54,099
3884,2178,"Wayne County, WV",2,1,1,2011,54,099
1928,1363,"Wayne County, WV",3,1,1,2011,54,099
6369,2694,"Wayne County, WV",4,1,1,2011,54,099
10160,3069,"Wayne County, WV",0,1,2,2011,54,099
3719,2123,"Wayne County, WV",1,1,2,2011,54,099
4683,2425,"Wayne County, WV",2,1,2,2011,54,099
2553,1637,"Wayne County, WV",3,1,2,2011,54,099
7259,2866,"Wayne County, WV",4,1,2,2011,54,099
12123,2879,"Wayne County, WV",0,2,0,2011,54,099
3782,1868,"Wayne County, WV",1,2,0,2011,54,099
4906,2176,"Wayne County, WV",2,2,0,2011,54,099
2496,1393,"Wayne County, WV",3,2,0,2011,54,099
7982,2641,"Wayne County, WV",4,2,0,2011,54,099
5924,1346,"Wayne County, WV",0,2,1,2011,54,099
1780,840,"Wayne County, WV",1,2,1,2011,54,099
2326,987,"Wayne County, WV",2,2,1,2011,54,099
1168,620,"Wayne County, WV",3,2,1,2011,54,099
3809,1217,"Wayne County, WV",4,2,1,2011,54,099
6199,1533,"Wayne County, WV",0,2,2,2011,54,099
2002,1028,"Wayne County, WV",1,2,2,2011,54,099
2580,1190,"Wayne County, WV",2,2,2,2011,54,099
1328,773,"Wayne County, WV",3,2,2,2011,54,099
4174,1424,"Wayne County, WV",4,2,2,2011,54,099
7607,1532,"Wayne County, WV",0,3,0,2011,54,099
2335,968,"Wayne County, WV",1,3,0,2011,54,099
3013,1135,"Wayne County, WV",2,3,0,2011,54,099
1582,731,"Wayne County, WV",3,3,0,2011,54,099
4870,1393,"Wayne County, WV",4,3,0,2011,54,099
711,324,"Wayne County, WV",3,3,1,2011,54,099
3704,699,"Wayne County, WV",0,3,1,2011,54,099
1047,424,"Wayne County, WV",1,3,1,2011,54,099
1368,500,"Wayne County, WV",2,3,1,2011,54,099
2289,628,"Wayne County, WV",4,3,1,2011,54,099
3902,833,"Wayne County, WV",0,3,2,2011,54,099
1288,544,"Wayne County, WV",1,3,2,2011,54,099
1645,635,"Wayne County, WV",2,3,2,2011,54,099
871,407,"Wayne County, WV",3,3,2,2011,54,099
2581,765,"Wayne County, WV",4,3,2,2011,54,099
9051,458,"Wayne County, WV",0,4,0,2011,54,099
4663,294,"Wayne County, WV",1,4,0,2011,54,099
5605,347,"Wayne County, WV",2,4,0,2011,54,099
3361,204,"Wayne County, WV",3,4,0,2011,54,099
7637,428,"Wayne County, WV",4,4,0,2011,54,099
6003,1496,"Webster County, WV",0,0,0,2011,54,101
2922,1026,"Webster County, WV",1,0,0,2011,54,101
3524,1170,"Webster County, WV",2,0,0,2011,54,101
2109,787,"Webster County, WV",3,0,0,2011,54,101
4922,1397,"Webster County, WV",4,0,0,2011,54,101
2981,783,"Webster County, WV",0,0,1,2011,54,101
1410,512,"Webster County, WV",1,0,1,2011,54,101
1709,591,"Webster County, WV",2,0,1,2011,54,101
1005,383,"Webster County, WV",3,0,1,2011,54,101
2417,722,"Webster County, WV",4,0,1,2011,54,101
3022,713,"Webster County, WV",0,0,2,2011,54,101
1512,514,"Webster County, WV",1,0,2,2011,54,101
1815,580,"Webster County, WV",2,0,2,2011,54,101
1104,404,"Webster County, WV",3,0,2,2011,54,101
2505,675,"Webster County, WV",4,0,2,2011,54,101
4213,1396,"Webster County, WV",0,1,0,2011,54,101
1790,958,"Webster County, WV",1,1,0,2011,54,101
2230,1092,"Webster County, WV",2,1,0,2011,54,101
1226,738,"Webster County, WV",3,1,0,2011,54,101
3296,1302,"Webster County, WV",4,1,0,2011,54,101
2061,732,"Webster County, WV",0,1,1,2011,54,101
819,477,"Webster County, WV",1,1,1,2011,54,101
1032,550,"Webster County, WV",2,1,1,2011,54,101
971,481,"Webster County, WV",1,1,2,2011,54,101
542,358,"Webster County, WV",3,1,1,2011,54,101
1578,673,"Webster County, WV",4,1,1,2011,54,101
2152,664,"Webster County, WV",0,1,2,2011,54,101
1198,542,"Webster County, WV",2,1,2,2011,54,101
683,380,"Webster County, WV",3,1,2,2011,54,101
1718,629,"Webster County, WV",4,1,2,2011,54,101
2765,694,"Webster County, WV",0,2,0,2011,54,101
1099,469,"Webster County, WV",1,2,0,2011,54,101
1372,534,"Webster County, WV",2,2,0,2011,54,101
740,356,"Webster County, WV",3,2,0,2011,54,101
2079,643,"Webster County, WV",4,2,0,2011,54,101
1380,357,"Webster County, WV",0,2,1,2011,54,101
537,235,"Webster County, WV",1,2,1,2011,54,101
666,267,"Webster County, WV",2,2,1,2011,54,101
361,179,"Webster County, WV",3,2,1,2011,54,101
1024,328,"Webster County, WV",4,2,1,2011,54,101
1385,337,"Webster County, WV",0,2,2,2011,54,101
562,234,"Webster County, WV",1,2,2,2011,54,101
706,266,"Webster County, WV",2,2,2,2011,54,101
379,178,"Webster County, WV",3,2,2,2011,54,101
1056,316,"Webster County, WV",4,2,2,2011,54,101
1840,404,"Webster County, WV",0,3,0,2011,54,101
726,271,"Webster County, WV",1,3,0,2011,54,101
904,310,"Webster County, WV",2,3,0,2011,54,101
487,205,"Webster County, WV",3,3,0,2011,54,101
1370,375,"Webster County, WV",4,3,0,2011,54,101
923,209,"Webster County, WV",0,3,1,2011,54,101
366,141,"Webster County, WV",1,3,1,2011,54,101
448,159,"Webster County, WV",2,3,1,2011,54,101
248,109,"Webster County, WV",3,3,1,2011,54,101
682,194,"Webster County, WV",4,3,1,2011,54,101
917,195,"Webster County, WV",0,3,2,2011,54,101
360,130,"Webster County, WV",1,3,2,2011,54,101
456,151,"Webster County, WV",2,3,2,2011,54,101
239,96,"Webster County, WV",3,3,2,2011,54,101
688,181,"Webster County, WV",4,3,2,2011,54,101
1915,116,"Webster County, WV",0,4,0,2011,54,101
1735,110,"Webster County, WV",4,4,0,2011,54,101
1202,79,"Webster County, WV",1,4,0,2011,54,101
1377,90,"Webster County, WV",2,4,0,2011,54,101
934,56,"Webster County, WV",3,4,0,2011,54,101
10742,2263,"Wetzel County, WV",0,0,0,2011,54,103
3907,1463,"Wetzel County, WV",1,0,0,2011,54,103
4963,1712,"Wetzel County, WV",2,0,0,2011,54,103
2539,1050,"Wetzel County, WV",3,0,0,2011,54,103
7501,2062,"Wetzel County, WV",4,0,0,2011,54,103
5370,1192,"Wetzel County, WV",0,0,1,2011,54,103
1863,735,"Wetzel County, WV",1,0,1,2011,54,103
2386,872,"Wetzel County, WV",2,0,1,2011,54,103
1191,520,"Wetzel County, WV",3,0,1,2011,54,103
3646,1070,"Wetzel County, WV",4,0,1,2011,54,103
5372,1071,"Wetzel County, WV",0,0,2,2011,54,103
2044,728,"Wetzel County, WV",1,0,2,2011,54,103
2576,841,"Wetzel County, WV",2,0,2,2011,54,103
1348,531,"Wetzel County, WV",3,0,2,2011,54,103
3854,992,"Wetzel County, WV",4,0,2,2011,54,103
7644,2101,"Wetzel County, WV",0,1,0,2011,54,103
2314,1356,"Wetzel County, WV",1,1,0,2011,54,103
3040,1585,"Wetzel County, WV",2,1,0,2011,54,103
1451,978,"Wetzel County, WV",3,1,0,2011,54,103
4927,1910,"Wetzel County, WV",4,1,0,2011,54,103
3749,1106,"Wetzel County, WV",0,1,1,2011,54,103
1029,677,"Wetzel County, WV",1,1,1,2011,54,103
1390,804,"Wetzel County, WV",2,1,1,2011,54,103
631,480,"Wetzel County, WV",3,1,1,2011,54,103
2330,990,"Wetzel County, WV",4,1,1,2011,54,103
3894,995,"Wetzel County, WV",0,1,2,2011,54,103
1285,679,"Wetzel County, WV",1,1,2,2011,54,103
1650,781,"Wetzel County, WV",2,1,2,2011,54,103
820,497,"Wetzel County, WV",3,1,2,2011,54,103
2597,921,"Wetzel County, WV",4,1,2,2011,54,103
4992,1041,"Wetzel County, WV",0,2,0,2011,54,103
1281,640,"Wetzel County, WV",1,2,0,2011,54,103
1737,761,"Wetzel County, WV",2,2,0,2011,54,103
806,465,"Wetzel County, WV",3,2,0,2011,54,103
844,372,"Wetzel County, WV",2,2,1,2011,54,103
2942,933,"Wetzel County, WV",4,2,0,2011,54,103
2503,521,"Wetzel County, WV",0,2,1,2011,54,103
617,311,"Wetzel County, WV",1,2,1,2011,54,103
388,226,"Wetzel County, WV",3,2,1,2011,54,103
1434,460,"Wetzel County, WV",4,2,1,2011,54,103
2489,520,"Wetzel County, WV",0,2,2,2011,54,103
664,329,"Wetzel County, WV",1,2,2,2011,54,103
893,389,"Wetzel County, WV",2,2,2,2011,54,103
418,239,"Wetzel County, WV",3,2,2,2011,54,103
1508,473,"Wetzel County, WV",4,2,2,2011,54,103
3206,577,"Wetzel County, WV",0,3,0,2011,54,103
821,353,"Wetzel County, WV",1,3,0,2011,54,103
1112,423,"Wetzel County, WV",2,3,0,2011,54,103
519,256,"Wetzel County, WV",3,3,0,2011,54,103
1800,512,"Wetzel County, WV",4,3,0,2011,54,103
1623,295,"Wetzel County, WV",0,3,1,2011,54,103
382,177,"Wetzel County, WV",1,3,1,2011,54,103
526,212,"Wetzel County, WV",2,3,1,2011,54,103
239,130,"Wetzel County, WV",3,3,1,2011,54,103
879,260,"Wetzel County, WV",4,3,1,2011,54,103
1582,282,"Wetzel County, WV",0,3,2,2011,54,103
439,176,"Wetzel County, WV",1,3,2,2011,54,103
587,211,"Wetzel County, WV",2,3,2,2011,54,103
280,126,"Wetzel County, WV",3,3,2,2011,54,103
921,252,"Wetzel County, WV",4,3,2,2011,54,103
3280,185,"Wetzel County, WV",0,4,0,2011,54,103
1674,123,"Wetzel County, WV",1,4,0,2011,54,103
2020,145,"Wetzel County, WV",2,4,0,2011,54,103
1145,84,"Wetzel County, WV",3,4,0,2011,54,103
2714,173,"Wetzel County, WV",4,4,0,2011,54,103
3862,966,"Wirt County, WV",0,0,0,2011,54,105
1628,661,"Wirt County, WV",1,0,0,2011,54,105
2044,756,"Wirt County, WV",2,0,0,2011,54,105
1094,492,"Wirt County, WV",3,0,0,2011,54,105
2990,896,"Wirt County, WV",4,0,0,2011,54,105
1929,485,"Wirt County, WV",0,0,1,2011,54,105
753,309,"Wirt County, WV",1,0,1,2011,54,105
1932,481,"Wirt County, WV",0,0,2,2011,54,105
967,361,"Wirt County, WV",2,0,1,2011,54,105
496,222,"Wirt County, WV",3,0,1,2011,54,105
1458,442,"Wirt County, WV",4,0,1,2011,54,105
875,352,"Wirt County, WV",1,0,2,2011,54,105
1078,395,"Wirt County, WV",2,0,2,2011,54,105
598,270,"Wirt County, WV",3,0,2,2011,54,105
1532,454,"Wirt County, WV",4,0,2,2011,54,105
2775,892,"Wirt County, WV",0,1,0,2011,54,105
985,607,"Wirt County, WV",1,1,0,2011,54,105
1284,694,"Wirt County, WV",2,1,0,2011,54,105
637,454,"Wirt County, WV",3,1,0,2011,54,105
2014,826,"Wirt County, WV",4,1,0,2011,54,105
1357,448,"Wirt County, WV",0,1,1,2011,54,105
426,283,"Wirt County, WV",1,1,1,2011,54,105
574,330,"Wirt County, WV",2,1,1,2011,54,105
262,203,"Wirt County, WV",3,1,1,2011,54,105
944,406,"Wirt County, WV",4,1,1,2011,54,105
1418,445,"Wirt County, WV",0,1,2,2011,54,105
559,324,"Wirt County, WV",1,1,2,2011,54,105
710,364,"Wirt County, WV",2,1,2,2011,54,105
376,250,"Wirt County, WV",3,1,2,2011,54,105
1069,419,"Wirt County, WV",4,1,2,2011,54,105
1852,492,"Wirt County, WV",0,2,0,2011,54,105
576,327,"Wirt County, WV",1,2,0,2011,54,105
768,376,"Wirt County, WV",2,2,0,2011,54,105
371,246,"Wirt County, WV",3,2,0,2011,54,105
1257,451,"Wirt County, WV",4,2,0,2011,54,105
934,241,"Wirt County, WV",0,2,1,2011,54,105
273,153,"Wirt County, WV",1,2,1,2011,54,105
366,177,"Wirt County, WV",2,2,1,2011,54,105
173,114,"Wirt County, WV",3,2,1,2011,54,105
609,217,"Wirt County, WV",4,2,1,2011,54,105
919,251,"Wirt County, WV",0,2,2,2011,54,105
303,174,"Wirt County, WV",1,2,2,2011,54,105
402,199,"Wirt County, WV",2,2,2,2011,54,105
197,132,"Wirt County, WV",3,2,2,2011,54,105
649,234,"Wirt County, WV",4,2,2,2011,54,105
1188,301,"Wirt County, WV",0,3,0,2011,54,105
798,277,"Wirt County, WV",4,3,0,2011,54,105
387,204,"Wirt County, WV",1,3,0,2011,54,105
510,235,"Wirt County, WV",2,3,0,2011,54,105
258,157,"Wirt County, WV",3,3,0,2011,54,105
619,146,"Wirt County, WV",0,3,1,2011,54,105
189,96,"Wirt County, WV",1,3,1,2011,54,105
249,111,"Wirt County, WV",2,3,1,2011,54,105
123,73,"Wirt County, WV",3,3,1,2011,54,105
397,132,"Wirt County, WV",4,3,1,2011,54,105
569,154,"Wirt County, WV",0,3,2,2011,54,105
198,108,"Wirt County, WV",1,3,2,2011,54,105
261,124,"Wirt County, WV",2,3,2,2011,54,105
135,84,"Wirt County, WV",3,3,2,2011,54,105
401,144,"Wirt County, WV",4,3,2,2011,54,105
1139,81,"Wirt County, WV",0,4,0,2011,54,105
669,59,"Wirt County, WV",1,4,0,2011,54,105
792,67,"Wirt County, WV",2,4,0,2011,54,105
475,42,"Wirt County, WV",3,4,0,2011,54,105
1020,78,"Wirt County, WV",4,4,0,2011,54,105
58794,12497,"Wood County, WV",0,0,0,2011,54,107
21413,8031,"Wood County, WV",1,0,0,2011,54,107
26508,9324,"Wood County, WV",2,0,0,2011,54,107
14720,5801,"Wood County, WV",3,0,0,2011,54,107
40125,11326,"Wood County, WV",4,0,0,2011,54,107
28624,6596,"Wood County, WV",0,0,1,2011,54,107
9775,4044,"Wood County, WV",1,0,1,2011,54,107
12208,4745,"Wood County, WV",2,0,1,2011,54,107
6600,2869,"Wood County, WV",3,0,1,2011,54,107
19078,5889,"Wood County, WV",4,0,1,2011,54,107
30169,5901,"Wood County, WV",0,0,2,2011,54,107
11638,3987,"Wood County, WV",1,0,2,2011,54,107
14299,4579,"Wood County, WV",2,0,2,2011,54,107
8120,2932,"Wood County, WV",3,0,2,2011,54,107
21048,5437,"Wood County, WV",4,0,2,2011,54,107
41094,11754,"Wood County, WV",0,1,0,2011,54,107
12337,7541,"Wood County, WV",1,1,0,2011,54,107
15827,8754,"Wood County, WV",2,1,0,2011,54,107
8134,5464,"Wood County, WV",3,1,0,2011,54,107
6875,4466,"Wood County, WV",2,1,1,2011,54,107
25881,10636,"Wood County, WV",4,1,0,2011,54,107
19617,6225,"Wood County, WV",0,1,1,2011,54,107
5229,3803,"Wood County, WV",1,1,1,2011,54,107
3328,2704,"Wood County, WV",3,1,1,2011,54,107
11905,5547,"Wood County, WV",4,1,1,2011,54,107
21477,5528,"Wood County, WV",0,1,2,2011,54,107
7108,3738,"Wood County, WV",1,1,2,2011,54,107
8951,4288,"Wood County, WV",2,1,2,2011,54,107
4806,2760,"Wood County, WV",3,1,2,2011,54,107
13976,5090,"Wood County, WV",4,1,2,2011,54,107
26022,5196,"Wood County, WV",0,2,0,2011,54,107
6202,3057,"Wood County, WV",1,2,0,2011,54,107
8273,3636,"Wood County, WV",2,2,0,2011,54,107
3941,2151,"Wood County, WV",3,2,0,2011,54,107
14780,4618,"Wood County, WV",4,2,0,2011,54,107
12644,2537,"Wood County, WV",0,2,1,2011,54,107
2770,1411,"Wood County, WV",1,2,1,2011,54,107
3710,1685,"Wood County, WV",2,2,1,2011,54,107
1756,991,"Wood County, WV",3,2,1,2011,54,107
7046,2224,"Wood County, WV",4,2,1,2011,54,107
13379,2659,"Wood County, WV",0,2,2,2011,54,107
3432,1646,"Wood County, WV",1,2,2,2011,54,107
4563,1952,"Wood County, WV",2,2,2,2011,54,107
2185,1160,"Wood County, WV",3,2,2,2011,54,107
7735,2394,"Wood County, WV",4,2,2,2011,54,107
16463,2667,"Wood County, WV",0,3,0,2011,54,107
3794,1533,"Wood County, WV",1,3,0,2011,54,107
5067,1841,"Wood County, WV",2,3,0,2011,54,107
2435,1079,"Wood County, WV",3,3,0,2011,54,107
8947,2347,"Wood County, WV",4,3,0,2011,54,107
7955,1257,"Wood County, WV",0,3,1,2011,54,107
1686,699,"Wood County, WV",1,3,1,2011,54,107
2262,837,"Wood County, WV",2,3,1,2011,54,107
1082,500,"Wood County, WV",3,3,1,2011,54,107
4218,1098,"Wood County, WV",4,3,1,2011,54,107
8508,1410,"Wood County, WV",0,3,2,2011,54,107
2107,834,"Wood County, WV",1,3,2,2011,54,107
18516,845,"Wood County, WV",0,4,0,2011,54,107
2805,1004,"Wood County, WV",2,3,2,2011,54,107
1352,580,"Wood County, WV",3,3,2,2011,54,107
4729,1249,"Wood County, WV",4,3,2,2011,54,107
9448,557,"Wood County, WV",1,4,0,2011,54,107
11131,646,"Wood County, WV",2,4,0,2011,54,107
6845,384,"Wood County, WV",3,4,0,2011,54,107
14884,785,"Wood County, WV",4,4,0,2011,54,107
16356,3395,"Wyoming County, WV",0,0,0,2011,54,109
6469,2158,"Wyoming County, WV",1,0,0,2011,54,109
8144,2533,"Wyoming County, WV",2,0,0,2011,54,109
4560,1640,"Wyoming County, WV",3,0,0,2011,54,109
12306,3114,"Wyoming County, WV",4,0,0,2011,54,109
8248,1765,"Wyoming County, WV",0,0,1,2011,54,109
3138,1057,"Wyoming County, WV",1,0,1,2011,54,109
3969,1260,"Wyoming County, WV",2,0,1,2011,54,109
2173,780,"Wyoming County, WV",3,0,1,2011,54,109
6133,1596,"Wyoming County, WV",4,0,1,2011,54,109
8108,1630,"Wyoming County, WV",0,0,2,2011,54,109
3331,1101,"Wyoming County, WV",1,0,2,2011,54,109
4175,1273,"Wyoming County, WV",2,0,2,2011,54,109
2388,860,"Wyoming County, WV",3,0,2,2011,54,109
6173,1518,"Wyoming County, WV",4,0,2,2011,54,109
11674,3162,"Wyoming County, WV",0,1,0,2011,54,109
3972,2011,"Wyoming County, WV",1,1,0,2011,54,109
5211,2360,"Wyoming County, WV",2,1,0,2011,54,109
2700,1538,"Wyoming County, WV",3,1,0,2011,54,109
8329,2898,"Wyoming County, WV",4,1,0,2011,54,109
5814,1646,"Wyoming County, WV",0,1,1,2011,54,109
1830,983,"Wyoming County, WV",1,1,1,2011,54,109
2456,1174,"Wyoming County, WV",2,1,1,2011,54,109
1187,727,"Wyoming County, WV",3,1,1,2011,54,109
4075,1487,"Wyoming County, WV",4,1,1,2011,54,109
5860,1515,"Wyoming County, WV",0,1,2,2011,54,109
2143,1029,"Wyoming County, WV",1,1,2,2011,54,109
2755,1187,"Wyoming County, WV",2,1,2,2011,54,109
1514,811,"Wyoming County, WV",3,1,2,2011,54,109
3138,1093,"Wyoming County, WV",2,2,0,2011,54,109
4254,1411,"Wyoming County, WV",4,1,2,2011,54,109
7484,1489,"Wyoming County, WV",0,2,0,2011,54,109
2344,915,"Wyoming County, WV",1,2,0,2011,54,109
1570,687,"Wyoming County, WV",3,2,0,2011,54,109
5114,1359,"Wyoming County, WV",4,2,0,2011,54,109
3751,740,"Wyoming County, WV",0,2,1,2011,54,109
1134,437,"Wyoming County, WV",1,2,1,2011,54,109
1528,525,"Wyoming County, WV",2,2,1,2011,54,109
737,321,"Wyoming County, WV",3,2,1,2011,54,109
2535,668,"Wyoming County, WV",4,2,1,2011,54,109
3733,748,"Wyoming County, WV",0,2,2,2011,54,109
1210,478,"Wyoming County, WV",1,2,2,2011,54,109
1610,567,"Wyoming County, WV",2,2,2,2011,54,109
833,366,"Wyoming County, WV",3,2,2,2011,54,109
2579,691,"Wyoming County, WV",4,2,2,2011,54,109
5018,882,"Wyoming County, WV",0,3,0,2011,54,109
1535,533,"Wyoming County, WV",1,3,0,2011,54,109
2050,640,"Wyoming County, WV",2,3,0,2011,54,109
1031,400,"Wyoming County, WV",3,3,0,2011,54,109
3363,802,"Wyoming County, WV",4,3,0,2011,54,109
2532,445,"Wyoming County, WV",0,3,1,2011,54,109
727,260,"Wyoming County, WV",1,3,1,2011,54,109
980,313,"Wyoming County, WV",2,3,1,2011,54,109
460,190,"Wyoming County, WV",3,3,1,2011,54,109
1665,402,"Wyoming County, WV",4,3,1,2011,54,109
2486,438,"Wyoming County, WV",0,3,2,2011,54,109
808,272,"Wyoming County, WV",1,3,2,2011,54,109
1070,326,"Wyoming County, WV",2,3,2,2011,54,109
571,210,"Wyoming County, WV",3,3,2,2011,54,109
1699,401,"Wyoming County, WV",4,3,2,2011,54,109
4887,258,"Wyoming County, WV",0,4,0,2011,54,109
2594,163,"Wyoming County, WV",1,4,0,2011,54,109
3051,191,"Wyoming County, WV",2,4,0,2011,54,109
1929,114,"Wyoming County, WV",3,4,0,2011,54,109
4143,239,"Wyoming County, WV",4,4,0,2011,54,109
3108,1288,"Barbour County, WV",3,0,0,2012,54,001
10566,2627,"Barbour County, WV",0,0,0,2012,54,001
4527,1759,"Barbour County, WV",1,0,0,2012,54,001
5670,2053,"Barbour County, WV",2,0,0,2012,54,001
8256,2445,"Barbour County, WV",4,0,0,2012,54,001
5148,1157,"Barbour County, WV",5,0,0,2012,54,001
5277,1363,"Barbour County, WV",0,0,1,2012,54,001
2196,868,"Barbour County, WV",1,0,1,2012,54,001
2752,1024,"Barbour County, WV",2,0,1,2012,54,001
1481,617,"Barbour County, WV",3,0,1,2012,54,001
4057,1248,"Barbour County, WV",4,0,1,2012,54,001
2577,631,"Barbour County, WV",5,0,1,2012,54,001
5289,1263,"Barbour County, WV",0,0,2,2012,54,001
2331,891,"Barbour County, WV",1,0,2,2012,54,001
2919,1029,"Barbour County, WV",2,0,2,2012,54,001
1627,671,"Barbour County, WV",3,0,2,2012,54,001
4199,1197,"Barbour County, WV",4,0,2,2012,54,001
2572,526,"Barbour County, WV",5,0,2,2012,54,001
7335,2464,"Barbour County, WV",0,1,0,2012,54,001
5399,2292,"Barbour County, WV",4,1,0,2012,54,001
2672,1651,"Barbour County, WV",1,1,0,2012,54,001
3478,1924,"Barbour County, WV",2,1,0,2012,54,001
1735,1211,"Barbour County, WV",3,1,0,2012,54,001
3665,1081,"Barbour County, WV",5,1,0,2012,54,001
3591,1279,"Barbour County, WV",0,1,1,2012,54,001
1229,810,"Barbour County, WV",1,1,1,2012,54,001
1617,956,"Barbour County, WV",2,1,1,2012,54,001
767,575,"Barbour County, WV",3,1,1,2012,54,001
2575,1168,"Barbour County, WV",4,1,1,2012,54,001
1807,593,"Barbour County, WV",5,1,1,2012,54,001
3744,1186,"Barbour County, WV",0,1,2,2012,54,001
1443,841,"Barbour County, WV",1,1,2,2012,54,001
1860,968,"Barbour County, WV",2,1,2,2012,54,001
967,636,"Barbour County, WV",3,1,2,2012,54,001
2825,1124,"Barbour County, WV",4,1,2,2012,54,001
1857,488,"Barbour County, WV",5,1,2,2012,54,001
4641,1216,"Barbour County, WV",0,2,0,2012,54,001
1504,802,"Barbour County, WV",1,2,0,2012,54,001
1983,937,"Barbour County, WV",2,2,0,2012,54,001
943,576,"Barbour County, WV",3,2,0,2012,54,001
3238,1130,"Barbour County, WV",4,2,0,2012,54,001
2295,553,"Barbour County, WV",5,2,0,2012,54,001
2319,596,"Barbour County, WV",0,2,1,2012,54,001
744,389,"Barbour County, WV",1,2,1,2012,54,001
981,453,"Barbour County, WV",2,2,1,2012,54,001
469,281,"Barbour County, WV",3,2,1,2012,54,001
1601,549,"Barbour County, WV",4,2,1,2012,54,001
1132,268,"Barbour County, WV",5,2,1,2012,54,001
2321,620,"Barbour County, WV",0,2,2,2012,54,001
759,414,"Barbour County, WV",1,2,2,2012,54,001
1002,484,"Barbour County, WV",2,2,2,2012,54,001
474,295,"Barbour County, WV",3,2,2,2012,54,001
1637,580,"Barbour County, WV",4,2,2,2012,54,001
1163,285,"Barbour County, WV",5,2,2,2012,54,001
2937,684,"Barbour County, WV",0,3,0,2012,54,001
981,439,"Barbour County, WV",1,3,0,2012,54,001
1416,316,"Barbour County, WV",5,3,0,2012,54,001
1301,523,"Barbour County, WV",2,3,0,2012,54,001
639,319,"Barbour County, WV",3,3,0,2012,54,001
2055,635,"Barbour County, WV",4,3,0,2012,54,001
1489,324,"Barbour County, WV",0,3,1,2012,54,001
496,206,"Barbour County, WV",1,3,1,2012,54,001
651,244,"Barbour County, WV",2,3,1,2012,54,001
322,151,"Barbour County, WV",3,3,1,2012,54,001
1035,299,"Barbour County, WV",4,3,1,2012,54,001
713,148,"Barbour County, WV",5,3,1,2012,54,001
1448,360,"Barbour County, WV",0,3,2,2012,54,001
485,232,"Barbour County, WV",1,3,2,2012,54,001
650,280,"Barbour County, WV",2,3,2,2012,54,001
318,168,"Barbour County, WV",3,3,2,2012,54,001
1020,336,"Barbour County, WV",4,3,2,2012,54,001
703,168,"Barbour County, WV",5,3,2,2012,54,001
3391,180,"Barbour County, WV",0,4,0,2012,54,001
1936,121,"Barbour County, WV",1,4,0,2012,54,001
2291,143,"Barbour County, WV",2,4,0,2012,54,001
1433,87,"Barbour County, WV",3,4,0,2012,54,001
2991,170,"Barbour County, WV",4,4,0,2012,54,001
1558,83,"Barbour County, WV",5,4,0,2012,54,001
77063,15449,"Berkeley County, WV",0,0,0,2012,54,003
22008,9238,"Berkeley County, WV",1,0,0,2012,54,003
28723,10900,"Berkeley County, WV",2,0,0,2012,54,003
14273,6554,"Berkeley County, WV",3,0,0,2012,54,003
48131,13764,"Berkeley County, WV",4,0,0,2012,54,003
33857,7210,"Berkeley County, WV",5,0,0,2012,54,003
38144,7862,"Berkeley County, WV",0,0,1,2012,54,003
10375,4314,"Berkeley County, WV",1,0,1,2012,54,003
13543,5171,"Berkeley County, WV",2,0,1,2012,54,003
6568,2952,"Berkeley County, WV",3,0,1,2012,54,003
23262,6799,"Berkeley County, WV",4,0,1,2012,54,003
16694,3847,"Berkeley County, WV",5,0,1,2012,54,003
38919,7587,"Berkeley County, WV",0,0,2,2012,54,003
11633,4924,"Berkeley County, WV",1,0,2,2012,54,003
15180,5729,"Berkeley County, WV",2,0,2,2012,54,003
52615,14311,"Berkeley County, WV",0,1,0,2012,54,003
7706,3602,"Berkeley County, WV",3,0,2,2012,54,003
24869,6965,"Berkeley County, WV",4,0,2,2012,54,003
17163,3363,"Berkeley County, WV",5,0,2,2012,54,003
11512,8541,"Berkeley County, WV",1,1,0,2012,54,003
15697,10053,"Berkeley County, WV",2,1,0,2012,54,003
7238,6094,"Berkeley County, WV",3,1,0,2012,54,003
29289,12715,"Berkeley County, WV",4,1,0,2012,54,003
22052,6620,"Berkeley County, WV",5,1,0,2012,54,003
25686,7300,"Berkeley County, WV",0,1,1,2012,54,003
5016,3957,"Berkeley County, WV",1,1,1,2012,54,003
6959,4745,"Berkeley County, WV",2,1,1,2012,54,003
3035,2716,"Berkeley County, WV",3,1,1,2012,54,003
13613,6278,"Berkeley County, WV",4,1,1,2012,54,003
10578,3561,"Berkeley County, WV",5,1,1,2012,54,003
26928,7012,"Berkeley County, WV",0,1,2,2012,54,003
6497,4584,"Berkeley County, WV",1,1,2,2012,54,003
8738,5307,"Berkeley County, WV",2,1,2,2012,54,003
4203,3378,"Berkeley County, WV",3,1,2,2012,54,003
15677,6437,"Berkeley County, WV",4,1,2,2012,54,003
11474,3059,"Berkeley County, WV",5,1,2,2012,54,003
30541,6439,"Berkeley County, WV",0,2,0,2012,54,003
5786,3725,"Berkeley County, WV",1,2,0,2012,54,003
