NIC_PT,NUI_PT,NAME,IPRCAT,AGECAT,SEXCAT,YEAR,state,county
1695,254,"Hardy County, WV",5,1,1,2016,54,031
3736,287,"Hardy County, WV",0,1,2,2016,54,031
1503,180,"Hardy County, WV",1,1,2,2016,54,031
1857,212,"Hardy County, WV",2,1,2,2016,54,031
984,127,"Hardy County, WV",3,1,2,2016,54,031
2669,260,"Hardy County, WV",4,1,2,2016,54,031
1685,133,"Hardy County, WV",5,1,2,2016,54,031
4557,393,"Hardy County, WV",0,2,0,2016,54,031
2991,347,"Hardy County, WV",4,2,0,2016,54,031
1494,213,"Hardy County, WV",1,2,0,2016,54,031
1917,266,"Hardy County, WV",2,2,0,2016,54,031
969,149,"Hardy County, WV",3,2,0,2016,54,031
2022,198,"Hardy County, WV",5,2,0,2016,54,031
2263,241,"Hardy County, WV",0,2,1,2016,54,031
738,128,"Hardy County, WV",1,2,1,2016,54,031
950,162,"Hardy County, WV",2,2,1,2016,54,031
471,89,"Hardy County, WV",3,2,1,2016,54,031
1486,212,"Hardy County, WV",4,2,1,2016,54,031
1015,123,"Hardy County, WV",5,2,1,2016,54,031
2294,152,"Hardy County, WV",0,2,2,2016,54,031
756,85,"Hardy County, WV",1,2,2,2016,54,031
967,104,"Hardy County, WV",2,2,2,2016,54,031
498,60,"Hardy County, WV",3,2,2,2016,54,031
1505,135,"Hardy County, WV",4,2,2,2016,54,031
1007,75,"Hardy County, WV",5,2,2,2016,54,031
2936,211,"Hardy County, WV",0,3,0,2016,54,031
963,117,"Hardy County, WV",1,3,0,2016,54,031
1210,142,"Hardy County, WV",2,3,0,2016,54,031
651,86,"Hardy County, WV",3,3,0,2016,54,031
1835,183,"Hardy County, WV",4,3,0,2016,54,031
1184,97,"Hardy County, WV",5,3,0,2016,54,031
1450,133,"Hardy County, WV",0,3,1,2016,54,031
478,74,"Hardy County, WV",1,3,1,2016,54,031
597,90,"Hardy County, WV",2,3,1,2016,54,031
317,54,"Hardy County, WV",3,3,1,2016,54,031
911,116,"Hardy County, WV",4,3,1,2016,54,031
594,62,"Hardy County, WV",5,3,1,2016,54,031
1486,78,"Hardy County, WV",0,3,2,2016,54,031
485,43,"Hardy County, WV",1,3,2,2016,54,031
613,52,"Hardy County, WV",2,3,2,2016,54,031
334,32,"Hardy County, WV",3,3,2,2016,54,031
924,67,"Hardy County, WV",4,3,2,2016,54,031
590,35,"Hardy County, WV",5,3,2,2016,54,031
2764,83,"Hardy County, WV",0,4,0,2016,54,031
1561,47,"Hardy County, WV",1,4,0,2016,54,031
1860,60,"Hardy County, WV",2,4,0,2016,54,031
1058,28,"Hardy County, WV",3,4,0,2016,54,031
2656,447,"Hardy County, WV",1,5,0,2016,54,031
2407,77,"Hardy County, WV",4,4,0,2016,54,031
1349,49,"Hardy County, WV",5,4,0,2016,54,031
7023,761,"Hardy County, WV",0,5,0,2016,54,031
3352,547,"Hardy County, WV",2,5,0,2016,54,031
1706,311,"Hardy County, WV",3,5,0,2016,54,031
4915,682,"Hardy County, WV",4,5,0,2016,54,031
3209,371,"Hardy County, WV",5,5,0,2016,54,031
3475,489,"Hardy County, WV",0,5,1,2016,54,031
1250,278,"Hardy County, WV",1,5,1,2016,54,031
1610,347,"Hardy County, WV",2,5,1,2016,54,031
791,192,"Hardy County, WV",3,5,1,2016,54,031
2400,436,"Hardy County, WV",4,5,1,2016,54,031
1609,244,"Hardy County, WV",5,5,1,2016,54,031
3548,272,"Hardy County, WV",0,5,2,2016,54,031
1406,169,"Hardy County, WV",1,5,2,2016,54,031
1742,200,"Hardy County, WV",2,5,2,2016,54,031
915,119,"Hardy County, WV",3,5,2,2016,54,031
2515,246,"Hardy County, WV",4,5,2,2016,54,031
1600,127,"Hardy County, WV",5,5,2,2016,54,031
51970,3221,"Harrison County, WV",0,0,0,2016,54,033
17035,1717,"Harrison County, WV",1,0,0,2016,54,033
21628,2112,"Harrison County, WV",2,0,0,2016,54,033
11422,1136,"Harrison County, WV",3,0,0,2016,54,033
32972,2761,"Harrison County, WV",4,0,0,2016,54,033
21550,1625,"Harrison County, WV",5,0,0,2016,54,033
25770,1980,"Harrison County, WV",0,0,1,2016,54,033
8042,999,"Harrison County, WV",1,0,1,2016,54,033
10310,1255,"Harrison County, WV",2,0,1,2016,54,033
5424,656,"Harrison County, WV",3,0,1,2016,54,033
15947,1672,"Harrison County, WV",4,0,1,2016,54,033
10523,1016,"Harrison County, WV",5,0,1,2016,54,033
26200,1241,"Harrison County, WV",0,0,2,2016,54,033
8993,718,"Harrison County, WV",1,0,2,2016,54,033
11318,857,"Harrison County, WV",2,0,2,2016,54,033
5998,480,"Harrison County, WV",3,0,2,2016,54,033
17025,1089,"Harrison County, WV",4,0,2,2016,54,033
14336,1929,"Harrison County, WV",2,1,0,2016,54,033
11027,609,"Harrison County, WV",5,0,2,2016,54,033
37800,2932,"Harrison County, WV",0,1,0,2016,54,033
11080,1573,"Harrison County, WV",1,1,0,2016,54,033
7279,1048,"Harrison County, WV",3,1,0,2016,54,033
22680,2512,"Harrison County, WV",4,1,0,2016,54,033
15401,1464,"Harrison County, WV",5,1,0,2016,54,033
18437,1827,"Harrison County, WV",0,1,1,2016,54,033
4869,919,"Harrison County, WV",1,1,1,2016,54,033
6472,1155,"Harrison County, WV",2,1,1,2016,54,033
3151,604,"Harrison County, WV",3,1,1,2016,54,033
10648,1540,"Harrison County, WV",4,1,1,2016,54,033
7497,936,"Harrison County, WV",5,1,1,2016,54,033
19363,1105,"Harrison County, WV",0,1,2,2016,54,033
6211,654,"Harrison County, WV",1,1,2,2016,54,033
7864,774,"Harrison County, WV",2,1,2,2016,54,033
4128,444,"Harrison County, WV",3,1,2,2016,54,033
12032,972,"Harrison County, WV",4,1,2,2016,54,033
7904,528,"Harrison County, WV",5,1,2,2016,54,033
21764,1499,"Harrison County, WV",0,2,0,2016,54,033
5598,781,"Harrison County, WV",1,2,0,2016,54,033
7344,966,"Harrison County, WV",2,2,0,2016,54,033
3543,511,"Harrison County, WV",3,2,0,2016,54,033
12100,1274,"Harrison County, WV",4,2,0,2016,54,033
8557,763,"Harrison County, WV",5,2,0,2016,54,033
10663,874,"Harrison County, WV",0,2,1,2016,54,033
2583,431,"Harrison County, WV",1,2,1,2016,54,033
3421,543,"Harrison County, WV",2,2,1,2016,54,033
1683,286,"Harrison County, WV",3,2,1,2016,54,033
5744,729,"Harrison County, WV",4,2,1,2016,54,033
4061,443,"Harrison County, WV",5,2,1,2016,54,033
11101,625,"Harrison County, WV",0,2,2,2016,54,033
3015,350,"Harrison County, WV",1,2,2,2016,54,033
3923,423,"Harrison County, WV",2,2,2,2016,54,033
1860,225,"Harrison County, WV",3,2,2,2016,54,033
6356,545,"Harrison County, WV",4,2,2,2016,54,033
4496,320,"Harrison County, WV",5,2,2,2016,54,033
2271,269,"Harrison County, WV",3,3,0,2016,54,033
13785,786,"Harrison County, WV",0,3,0,2016,54,033
3615,408,"Harrison County, WV",1,3,0,2016,54,033
4728,505,"Harrison County, WV",2,3,0,2016,54,033
7748,672,"Harrison County, WV",4,3,0,2016,54,033
5477,403,"Harrison County, WV",5,3,0,2016,54,033
6711,463,"Harrison County, WV",0,3,1,2016,54,033
1686,234,"Harrison County, WV",1,3,1,2016,54,033
2219,293,"Harrison County, WV",2,3,1,2016,54,033
1125,162,"Harrison County, WV",3,3,1,2016,54,033
3700,394,"Harrison County, WV",4,3,1,2016,54,033
2575,232,"Harrison County, WV",5,3,1,2016,54,033
7074,323,"Harrison County, WV",0,3,2,2016,54,033
1929,174,"Harrison County, WV",1,3,2,2016,54,033
2509,212,"Harrison County, WV",2,3,2,2016,54,033
1146,107,"Harrison County, WV",3,3,2,2016,54,033
4048,278,"Harrison County, WV",4,3,2,2016,54,033
2902,171,"Harrison County, WV",5,3,2,2016,54,033
14882,317,"Harrison County, WV",0,4,0,2016,54,033
6212,161,"Harrison County, WV",1,4,0,2016,54,033
7624,203,"Harrison County, WV",2,4,0,2016,54,033
4325,100,"Harrison County, WV",3,4,0,2016,54,033
10782,275,"Harrison County, WV",4,4,0,2016,54,033
6457,175,"Harrison County, WV",5,4,0,2016,54,033
35911,2813,"Harrison County, WV",0,5,0,2016,54,033
10330,1497,"Harrison County, WV",1,5,0,2016,54,033
13409,1841,"Harrison County, WV",2,5,0,2016,54,033
6736,994,"Harrison County, WV",3,5,0,2016,54,033
21333,2402,"Harrison County, WV",4,5,0,2016,54,033
14597,1408,"Harrison County, WV",5,5,0,2016,54,033
17483,1759,"Harrison County, WV",0,5,1,2016,54,033
4503,877,"Harrison County, WV",1,5,1,2016,54,033
6018,1106,"Harrison County, WV",2,5,1,2016,54,033
2888,574,"Harrison County, WV",3,5,1,2016,54,033
9967,1477,"Harrison County, WV",4,5,1,2016,54,033
7079,903,"Harrison County, WV",5,5,1,2016,54,033
18428,1054,"Harrison County, WV",0,5,2,2016,54,033
11366,925,"Harrison County, WV",4,5,2,2016,54,033
5827,620,"Harrison County, WV",1,5,2,2016,54,033
7391,735,"Harrison County, WV",2,5,2,2016,54,033
3848,420,"Harrison County, WV",3,5,2,2016,54,033
7518,505,"Harrison County, WV",5,5,2,2016,54,033
21852,1455,"Jackson County, WV",0,0,0,2016,54,035
7719,802,"Jackson County, WV",1,0,0,2016,54,035
9735,973,"Jackson County, WV",2,0,0,2016,54,035
5289,560,"Jackson County, WV",3,0,0,2016,54,035
15324,1284,"Jackson County, WV",4,0,0,2016,54,035
10035,724,"Jackson County, WV",5,0,0,2016,54,035
10907,885,"Jackson County, WV",0,0,1,2016,54,035
3543,462,"Jackson County, WV",1,0,1,2016,54,035
4520,566,"Jackson County, WV",2,0,1,2016,54,035
2385,319,"Jackson County, WV",3,0,1,2016,54,035
7416,769,"Jackson County, WV",4,0,1,2016,54,035
5031,450,"Jackson County, WV",5,0,1,2016,54,035
10945,570,"Jackson County, WV",0,0,2,2016,54,035
4176,340,"Jackson County, WV",1,0,2,2016,54,035
5215,407,"Jackson County, WV",2,0,2,2016,54,035
2904,241,"Jackson County, WV",3,0,2,2016,54,035
7908,515,"Jackson County, WV",4,0,2,2016,54,035
5004,274,"Jackson County, WV",5,0,2,2016,54,035
15842,1319,"Jackson County, WV",0,1,0,2016,54,035
4975,727,"Jackson County, WV",1,1,0,2016,54,035
6407,880,"Jackson County, WV",2,1,0,2016,54,035
3335,510,"Jackson County, WV",3,1,0,2016,54,035
10512,1161,"Jackson County, WV",4,1,0,2016,54,035
7177,651,"Jackson County, WV",5,1,0,2016,54,035
7759,815,"Jackson County, WV",0,1,1,2016,54,035
2154,424,"Jackson County, WV",1,1,1,2016,54,035
2798,518,"Jackson County, WV",2,1,1,2016,54,035
1403,293,"Jackson County, WV",3,1,1,2016,54,035
4926,706,"Jackson County, WV",4,1,1,2016,54,035
3523,413,"Jackson County, WV",5,1,1,2016,54,035
8083,504,"Jackson County, WV",0,1,2,2016,54,035
2821,303,"Jackson County, WV",1,1,2,2016,54,035
3654,238,"Jackson County, WV",5,1,2,2016,54,035
3609,362,"Jackson County, WV",2,1,2,2016,54,035
1932,217,"Jackson County, WV",3,1,2,2016,54,035
5586,455,"Jackson County, WV",4,1,2,2016,54,035
9427,661,"Jackson County, WV",0,2,0,2016,54,035
2591,343,"Jackson County, WV",1,2,0,2016,54,035
3422,426,"Jackson County, WV",2,2,0,2016,54,035
1721,239,"Jackson County, WV",3,2,0,2016,54,035
5828,574,"Jackson County, WV",4,2,0,2016,54,035
4107,335,"Jackson County, WV",5,2,0,2016,54,035
4564,375,"Jackson County, WV",0,2,1,2016,54,035
1109,180,"Jackson County, WV",1,2,1,2016,54,035
1485,228,"Jackson County, WV",2,2,1,2016,54,035
716,124,"Jackson County, WV",3,2,1,2016,54,035
2709,319,"Jackson County, WV",4,2,1,2016,54,035
1993,195,"Jackson County, WV",5,2,1,2016,54,035
4863,286,"Jackson County, WV",0,2,2,2016,54,035
1482,163,"Jackson County, WV",1,2,2,2016,54,035
1937,198,"Jackson County, WV",2,2,2,2016,54,035
1005,115,"Jackson County, WV",3,2,2,2016,54,035
3119,255,"Jackson County, WV",4,2,2,2016,54,035
2114,140,"Jackson County, WV",5,2,2,2016,54,035
6066,351,"Jackson County, WV",0,3,0,2016,54,035
1586,171,"Jackson County, WV",1,3,0,2016,54,035
2151,219,"Jackson County, WV",2,3,0,2016,54,035
1054,119,"Jackson County, WV",3,3,0,2016,54,035
3651,301,"Jackson County, WV",4,3,0,2016,54,035
2597,182,"Jackson County, WV",5,3,0,2016,54,035
2941,199,"Jackson County, WV",0,3,1,2016,54,035
655,87,"Jackson County, WV",1,3,1,2016,54,035
901,114,"Jackson County, WV",2,3,1,2016,54,035
410,58,"Jackson County, WV",3,3,1,2016,54,035
1702,167,"Jackson County, WV",4,3,1,2016,54,035
1292,109,"Jackson County, WV",5,3,1,2016,54,035
3125,152,"Jackson County, WV",0,3,2,2016,54,035
931,84,"Jackson County, WV",1,3,2,2016,54,035
1250,105,"Jackson County, WV",2,3,2,2016,54,035
644,61,"Jackson County, WV",3,3,2,2016,54,035
2871,84,"Jackson County, WV",1,4,0,2016,54,035
1949,134,"Jackson County, WV",4,3,2,2016,54,035
1305,73,"Jackson County, WV",5,3,2,2016,54,035
6354,152,"Jackson County, WV",0,4,0,2016,54,035
3492,104,"Jackson County, WV",2,4,0,2016,54,035
2040,56,"Jackson County, WV",3,4,0,2016,54,035
5064,137,"Jackson County, WV",4,4,0,2016,54,035
3024,81,"Jackson County, WV",5,4,0,2016,54,035
14985,1257,"Jackson County, WV",0,5,0,2016,54,035
4627,688,"Jackson County, WV",1,5,0,2016,54,035
5975,834,"Jackson County, WV",2,5,0,2016,54,035
3089,482,"Jackson County, WV",3,5,0,2016,54,035
9865,1104,"Jackson County, WV",4,5,0,2016,54,035
6776,622,"Jackson County, WV",5,5,0,2016,54,035
7308,778,"Jackson County, WV",0,5,1,2016,54,035
1981,401,"Jackson County, WV",1,5,1,2016,54,035
2583,491,"Jackson County, WV",2,5,1,2016,54,035
1283,277,"Jackson County, WV",3,5,1,2016,54,035
4594,672,"Jackson County, WV",4,5,1,2016,54,035
3311,395,"Jackson County, WV",5,5,1,2016,54,035
7677,479,"Jackson County, WV",0,5,2,2016,54,035
2646,287,"Jackson County, WV",1,5,2,2016,54,035
3392,343,"Jackson County, WV",2,5,2,2016,54,035
1806,205,"Jackson County, WV",3,5,2,2016,54,035
5271,432,"Jackson County, WV",4,5,2,2016,54,035
3465,227,"Jackson County, WV",5,5,2,2016,54,035
43853,2863,"Jefferson County, WV",0,0,0,2016,54,037
10407,1473,"Jefferson County, WV",1,0,0,2016,54,037
13513,1812,"Jefferson County, WV",2,0,0,2016,54,037
6678,961,"Jefferson County, WV",3,0,0,2016,54,037
22818,2397,"Jefferson County, WV",4,0,0,2016,54,037
16140,1436,"Jefferson County, WV",5,0,0,2016,54,037
21666,1752,"Jefferson County, WV",0,0,1,2016,54,037
4634,844,"Jefferson County, WV",1,0,1,2016,54,037
6163,1062,"Jefferson County, WV",2,0,1,2016,54,037
2920,544,"Jefferson County, WV",3,0,1,2016,54,037
10936,1447,"Jefferson County, WV",4,0,1,2016,54,037
7350,750,"Jefferson County, WV",2,0,2,2016,54,037
8016,903,"Jefferson County, WV",5,0,1,2016,54,037
22187,1111,"Jefferson County, WV",0,0,2,2016,54,037
5773,629,"Jefferson County, WV",1,0,2,2016,54,037
3758,417,"Jefferson County, WV",3,0,2,2016,54,037
11882,950,"Jefferson County, WV",4,0,2,2016,54,037
8124,533,"Jefferson County, WV",5,0,2,2016,54,037
31481,2571,"Jefferson County, WV",0,1,0,2016,54,037
6684,1328,"Jefferson County, WV",1,1,0,2016,54,037
8731,1625,"Jefferson County, WV",2,1,0,2016,54,037
4178,869,"Jefferson County, WV",3,1,0,2016,54,037
15157,2148,"Jefferson County, WV",4,1,0,2016,54,037
10979,1279,"Jefferson County, WV",5,1,0,2016,54,037
15213,1605,"Jefferson County, WV",0,1,1,2016,54,037
2748,771,"Jefferson County, WV",1,1,1,2016,54,037
3734,968,"Jefferson County, WV",2,1,1,2016,54,037
1664,497,"Jefferson County, WV",3,1,1,2016,54,037
6996,1322,"Jefferson County, WV",4,1,1,2016,54,037
5332,825,"Jefferson County, WV",5,1,1,2016,54,037
16268,966,"Jefferson County, WV",0,1,2,2016,54,037
3936,557,"Jefferson County, WV",1,1,2,2016,54,037
4997,657,"Jefferson County, WV",2,1,2,2016,54,037
2514,372,"Jefferson County, WV",3,1,2,2016,54,037
8161,826,"Jefferson County, WV",4,1,2,2016,54,037
5647,454,"Jefferson County, WV",5,1,2,2016,54,037
18763,1332,"Jefferson County, WV",0,2,0,2016,54,037
3181,649,"Jefferson County, WV",1,2,0,2016,54,037
4259,811,"Jefferson County, WV",2,2,0,2016,54,037
1927,419,"Jefferson County, WV",3,2,0,2016,54,037
7765,1085,"Jefferson County, WV",4,2,0,2016,54,037
5838,666,"Jefferson County, WV",5,2,0,2016,54,037
9118,807,"Jefferson County, WV",0,2,1,2016,54,037
1356,368,"Jefferson County, WV",1,2,1,2016,54,037
1871,471,"Jefferson County, WV",2,2,1,2016,54,037
818,239,"Jefferson County, WV",3,2,1,2016,54,037
3622,647,"Jefferson County, WV",4,2,1,2016,54,037
2804,408,"Jefferson County, WV",5,2,1,2016,54,037
1109,180,"Jefferson County, WV",3,2,2,2016,54,037
9645,525,"Jefferson County, WV",0,2,2,2016,54,037
1825,281,"Jefferson County, WV",1,2,2,2016,54,037
2388,340,"Jefferson County, WV",2,2,2,2016,54,037
4143,438,"Jefferson County, WV",4,2,2,2016,54,037
3034,258,"Jefferson County, WV",5,2,2,2016,54,037
11456,683,"Jefferson County, WV",0,3,0,2016,54,037
2006,339,"Jefferson County, WV",1,3,0,2016,54,037
2592,413,"Jefferson County, WV",2,3,0,2016,54,037
1210,218,"Jefferson County, WV",3,3,0,2016,54,037
4657,553,"Jefferson County, WV",4,3,0,2016,54,037
3447,335,"Jefferson County, WV",5,3,0,2016,54,037
5584,410,"Jefferson County, WV",0,3,1,2016,54,037
853,192,"Jefferson County, WV",1,3,1,2016,54,037
1143,240,"Jefferson County, WV",2,3,1,2016,54,037
507,123,"Jefferson County, WV",3,3,1,2016,54,037
2155,328,"Jefferson County, WV",4,3,1,2016,54,037
1648,205,"Jefferson County, WV",5,3,1,2016,54,037
5872,273,"Jefferson County, WV",0,3,2,2016,54,037
1153,147,"Jefferson County, WV",1,3,2,2016,54,037
1449,173,"Jefferson County, WV",2,3,2,2016,54,037
703,95,"Jefferson County, WV",3,3,2,2016,54,037
2502,225,"Jefferson County, WV",4,3,2,2016,54,037
1799,130,"Jefferson County, WV",5,3,2,2016,54,037
12983,321,"Jefferson County, WV",0,4,0,2016,54,037
3863,162,"Jefferson County, WV",1,4,0,2016,54,037
4973,207,"Jefferson County, WV",2,4,0,2016,54,037
2591,104,"Jefferson County, WV",3,4,0,2016,54,037
8005,275,"Jefferson County, WV",4,4,0,2016,54,037
5414,171,"Jefferson County, WV",5,4,0,2016,54,037
29882,2454,"Jefferson County, WV",0,5,0,2016,54,037
6227,1255,"Jefferson County, WV",1,5,0,2016,54,037
8146,1540,"Jefferson County, WV",2,5,0,2016,54,037
3861,817,"Jefferson County, WV",3,5,0,2016,54,037
14200,2042,"Jefferson County, WV",4,5,0,2016,54,037
10339,1225,"Jefferson County, WV",5,5,0,2016,54,037
14416,1538,"Jefferson County, WV",0,5,1,2016,54,037
6531,1261,"Jefferson County, WV",4,5,1,2016,54,037
2538,730,"Jefferson County, WV",1,5,1,2016,54,037
3463,920,"Jefferson County, WV",2,5,1,2016,54,037
1526,469,"Jefferson County, WV",3,5,1,2016,54,037
5005,792,"Jefferson County, WV",5,5,1,2016,54,037
15466,916,"Jefferson County, WV",0,5,2,2016,54,037
3689,525,"Jefferson County, WV",1,5,2,2016,54,037
4683,620,"Jefferson County, WV",2,5,2,2016,54,037
2335,348,"Jefferson County, WV",3,5,2,2016,54,037
7669,781,"Jefferson County, WV",4,5,2,2016,54,037
5334,433,"Jefferson County, WV",5,5,2,2016,54,037
138548,9225,"Kanawha County, WV",0,0,0,2016,54,039
48404,5029,"Kanawha County, WV",1,0,0,2016,54,039
60416,6069,"Kanawha County, WV",2,0,0,2016,54,039
33682,3372,"Kanawha County, WV",3,0,0,2016,54,039
91472,8017,"Kanawha County, WV",4,0,0,2016,54,039
57790,4645,"Kanawha County, WV",5,0,0,2016,54,039
67269,5594,"Kanawha County, WV",0,0,1,2016,54,039
22616,2924,"Kanawha County, WV",1,0,1,2016,54,039
28129,3565,"Kanawha County, WV",2,0,1,2016,54,039
15340,1925,"Kanawha County, WV",3,0,1,2016,54,039
43095,4795,"Kanawha County, WV",4,0,1,2016,54,039
27755,2870,"Kanawha County, WV",5,0,1,2016,54,039
71279,3631,"Kanawha County, WV",0,0,2,2016,54,039
25788,2105,"Kanawha County, WV",1,0,2,2016,54,039
32287,2504,"Kanawha County, WV",2,0,2,2016,54,039
18342,1447,"Kanawha County, WV",3,0,2,2016,54,039
48377,3222,"Kanawha County, WV",4,0,2,2016,54,039
30035,1775,"Kanawha County, WV",5,0,2,2016,54,039
102440,8510,"Kanawha County, WV",0,1,0,2016,54,039
31981,4668,"Kanawha County, WV",1,1,0,2016,54,039
40712,5622,"Kanawha County, WV",2,1,0,2016,54,039
21833,3146,"Kanawha County, WV",3,1,0,2016,54,039
64049,7393,"Kanawha County, WV",4,1,0,2016,54,039
42216,4247,"Kanawha County, WV",5,1,0,2016,54,039
49114,5250,"Kanawha County, WV",0,1,1,2016,54,039
29426,4494,"Kanawha County, WV",4,1,1,2016,54,039
13978,2735,"Kanawha County, WV",1,1,1,2016,54,039
18005,3339,"Kanawha County, WV",2,1,1,2016,54,039
9213,1806,"Kanawha County, WV",3,1,1,2016,54,039
20213,2688,"Kanawha County, WV",5,1,1,2016,54,039
53326,3260,"Kanawha County, WV",0,1,2,2016,54,039
18003,1933,"Kanawha County, WV",1,1,2,2016,54,039
22707,2283,"Kanawha County, WV",2,1,2,2016,54,039
12620,1340,"Kanawha County, WV",3,1,2,2016,54,039
34623,2899,"Kanawha County, WV",4,1,2,2016,54,039
22003,1559,"Kanawha County, WV",5,1,2,2016,54,039
59174,4220,"Kanawha County, WV",0,2,0,2016,54,039
15752,2182,"Kanawha County, WV",1,2,0,2016,54,039
20477,2677,"Kanawha County, WV",2,2,0,2016,54,039
10428,1433,"Kanawha County, WV",3,2,0,2016,54,039
33672,3598,"Kanawha County, WV",4,2,0,2016,54,039
23244,2165,"Kanawha County, WV",5,2,0,2016,54,039
28281,2311,"Kanawha County, WV",0,2,1,2016,54,039
7195,1104,"Kanawha County, WV",1,2,1,2016,54,039
9381,1385,"Kanawha County, WV",2,2,1,2016,54,039
4689,713,"Kanawha County, WV",3,2,1,2016,54,039
15631,1921,"Kanawha County, WV",4,2,1,2016,54,039
10942,1208,"Kanawha County, WV",5,2,1,2016,54,039
30893,1909,"Kanawha County, WV",0,2,2,2016,54,039
8557,1078,"Kanawha County, WV",1,2,2,2016,54,039
11096,1292,"Kanawha County, WV",2,2,2,2016,54,039
5739,720,"Kanawha County, WV",3,2,2,2016,54,039
18041,1677,"Kanawha County, WV",4,2,2,2016,54,039
12302,957,"Kanawha County, WV",5,2,2,2016,54,039
38392,2365,"Kanawha County, WV",0,3,0,2016,54,039
10338,1216,"Kanawha County, WV",1,3,0,2016,54,039
13446,1498,"Kanawha County, WV",2,3,0,2016,54,039
7038,829,"Kanawha County, WV",3,3,0,2016,54,039
21702,2010,"Kanawha County, WV",4,3,0,2016,54,039
14664,1181,"Kanawha County, WV",5,3,0,2016,54,039
18074,1335,"Kanawha County, WV",0,3,1,2016,54,039
9941,1119,"Kanawha County, WV",4,3,1,2016,54,039
4783,664,"Kanawha County, WV",1,3,1,2016,54,039
6148,822,"Kanawha County, WV",2,3,1,2016,54,039
3166,440,"Kanawha County, WV",3,3,1,2016,54,039
6775,679,"Kanawha County, WV",5,3,1,2016,54,039
20318,1030,"Kanawha County, WV",0,3,2,2016,54,039
5555,552,"Kanawha County, WV",1,3,2,2016,54,039
7298,676,"Kanawha County, WV",2,3,2,2016,54,039
3872,389,"Kanawha County, WV",3,3,2,2016,54,039
11761,891,"Kanawha County, WV",4,3,2,2016,54,039
7889,502,"Kanawha County, WV",5,3,2,2016,54,039
38024,800,"Kanawha County, WV",0,4,0,2016,54,039
17194,411,"Kanawha County, WV",1,4,0,2016,54,039
20651,506,"Kanawha County, WV",2,4,0,2016,54,039
12410,261,"Kanawha County, WV",3,4,0,2016,54,039
28819,702,"Kanawha County, WV",4,4,0,2016,54,039
16409,441,"Kanawha County, WV",5,4,0,2016,54,039
97269,8167,"Kanawha County, WV",0,5,0,2016,54,039
29694,4445,"Kanawha County, WV",1,5,0,2016,54,039
37921,5361,"Kanawha County, WV",2,5,0,2016,54,039
20101,2981,"Kanawha County, WV",3,5,0,2016,54,039
60170,7074,"Kanawha County, WV",4,5,0,2016,54,039
40069,4093,"Kanawha County, WV",5,5,0,2016,54,039
46407,5045,"Kanawha County, WV",0,5,1,2016,54,039
12888,2606,"Kanawha County, WV",1,5,1,2016,54,039
16645,3186,"Kanawha County, WV",2,5,1,2016,54,039
8399,1711,"Kanawha County, WV",3,5,1,2016,54,039
27472,4304,"Kanawha County, WV",4,5,1,2016,54,039
19073,2593,"Kanawha County, WV",5,5,1,2016,54,039
50862,3122,"Kanawha County, WV",0,5,2,2016,54,039
16806,1839,"Kanawha County, WV",1,5,2,2016,54,039
21276,2175,"Kanawha County, WV",2,5,2,2016,54,039
11702,1270,"Kanawha County, WV",3,5,2,2016,54,039
32698,2770,"Kanawha County, WV",4,5,2,2016,54,039
20996,1500,"Kanawha County, WV",5,5,2,2016,54,039
11965,860,"Lewis County, WV",0,0,0,2016,54,041
8552,765,"Lewis County, WV",4,0,0,2016,54,041
4672,504,"Lewis County, WV",1,0,0,2016,54,041
5855,611,"Lewis County, WV",2,0,0,2016,54,041
3196,346,"Lewis County, WV",3,0,0,2016,54,041
5356,419,"Lewis County, WV",5,0,0,2016,54,041
5959,518,"Lewis County, WV",0,0,1,2016,54,041
2217,289,"Lewis County, WV",1,0,1,2016,54,041
2799,355,"Lewis County, WV",2,0,1,2016,54,041
1518,197,"Lewis County, WV",3,0,1,2016,54,041
4199,455,"Lewis County, WV",4,0,1,2016,54,041
2681,258,"Lewis County, WV",5,0,1,2016,54,041
6006,342,"Lewis County, WV",0,0,2,2016,54,041
2455,215,"Lewis County, WV",1,0,2,2016,54,041
3056,256,"Lewis County, WV",2,0,2,2016,54,041
1678,149,"Lewis County, WV",3,0,2,2016,54,041
4353,310,"Lewis County, WV",4,0,2,2016,54,041
2675,161,"Lewis County, WV",5,0,2,2016,54,041
8768,770,"Lewis County, WV",0,1,0,2016,54,041
3122,451,"Lewis County, WV",1,1,0,2016,54,041
3962,545,"Lewis County, WV",2,1,0,2016,54,041
2091,312,"Lewis County, WV",3,1,0,2016,54,041
5973,683,"Lewis County, WV",4,1,0,2016,54,041
3882,371,"Lewis County, WV",5,1,0,2016,54,041
4337,472,"Lewis County, WV",0,1,1,2016,54,041
1398,261,"Lewis County, WV",1,1,1,2016,54,041
1813,321,"Lewis County, WV",2,1,1,2016,54,041
919,178,"Lewis County, WV",3,1,1,2016,54,041
2871,413,"Lewis County, WV",4,1,1,2016,54,041
1952,235,"Lewis County, WV",5,1,1,2016,54,041
4431,298,"Lewis County, WV",0,1,2,2016,54,041
1724,190,"Lewis County, WV",1,1,2,2016,54,041
2149,224,"Lewis County, WV",2,1,2,2016,54,041
1172,134,"Lewis County, WV",3,1,2,2016,54,041
3102,270,"Lewis County, WV",4,1,2,2016,54,041
1930,136,"Lewis County, WV",5,1,2,2016,54,041
