state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2021-03-12,Parts per million,No Events,24,100.0,Y,0.041333,0.046,13,43.0,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2021-03-12,Parts per million,No Events,17,100.0,Y,0.043118,0.046,13,43.0,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,1,1 HOUR,Ozone 1-hour 1979,2021-03-13,Parts per million,No Events,24,100.0,Y,0.045292,0.051,15,,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2021-03-13,Parts per million,No Events,20,83.0,Y,0.04535,0.048,10,44.0,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2021-03-13,Parts per million,No Events,20,83.0,Y,0.04535,0.048,10,44.0,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2021-03-13,Parts per million,No Events,13,76.0,Y,0.046846,0.048,10,44.0,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,1,1 HOUR,Ozone 1-hour 1979,2021-03-14,Parts per million,No Events,21,88.0,Y,0.045048,0.05,15,,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2021-03-14,Parts per million,No Events,22,92.0,Y,0.044182,0.048,11,44.0,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2021-03-14,Parts per million,No Events,22,92.0,Y,0.044182,0.048,11,44.0,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,W,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2021-03-14,Parts per million,No Events,17,100.0,Y,0.044412,0.048,11,44.0,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
54,003,0003,44201,1,39.448105,-77.963845,WGS84,Ozone,1,1 HOUR,Ozone 1-hour 1979,2021-03-15,Parts per million,No Events,24,100.0,Y,0.040958,0.046,16,,160,INSTRUMENTAL - ULTRAVIOLET ABSORPTION,MARTINSBURG BALL FIELD,MARTINSBURG - BALL FIELD,West Virginia,Berkeley,Martinsburg,25180,"Hagerstown-Martinsburg, MD-WV",2024-05-26
